,2013-10-31,2014-04-30,2014-07-31,2014-10-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AdjustmentForAmortization,,894.000,894.000,894.000,634.000,478.000,500.000,500.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-16073.000,,,1387.000,,,
ConcessionsRevenue,,,,,,,1715.000,
ConversionGainsAndLossesOnForeignInvestments,,,,,,,-35124.000,
CostOfGoodsSold,,,,,7002.000,6364.000,3723.000,
CostsAndExpensesRelatedParty,,,,,,,3723.000,
CurrentFederalTaxExpenseBenefit,,31208.000,3849.000,,,,,
CurrentIncomeTaxExpenseBenefit,,0.000,0.000,0.000,0.000,,,
DepreciationAmortizationAndAccretionNet,894.000,,,,,,,
DepreciationDepletionAndAmortization,,894.000,,,634.000,,,
EarningsPerShareBasicAndDiluted,0.000,-0.010,0.000,,0.000,0.000,-0.010,0.000
GainLossOnSaleOfOtherAssets,,,,,,,0.000,
GeneralAndAdministrativeExpense,9308.000,4436.000,5922.000,5897.000,1626.000,18233.000,12611.000,87422.000
GrossProfit,,,,,2511.000,2316.000,-1998.000,-485.000
IncomeLossFromContinuingOperations,-19285.000,,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-3849.000,7060.000,8385.000,,,
IncomeTaxesPaidNet,,0.000,,,0.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,56570.000,,,7506.000,,,
IncreaseDecreaseInDeferredCharges,,0.000,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,15000.000,,,,,,
InterestExpense,,-2724.000,-2887.000,-2873.000,-3663.000,-4135.000,-19838.000,96574.000
InterestIncomeExpenseNet,-267.000,,,,,,,
InterestPaidNet,,408.000,,,1100.000,,,
InvestmentIncomeInterest,,0.000,,,,,,
LegalFees,7000.000,62750.000,0.000,,0.000,0.000,0.000,
NetCashProvidedByUsedInFinancingActivities,,3250.000,,,4829.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,3250.000,,,4829.000,,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,0.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,0.000,,,
NetCashProvidedByUsedInOperatingActivities,,-19323.000,,,-3442.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-19323.000,,,-3442.000,,,
NetIncomeLoss,-19552.000,-91787.000,11322.000,,-24662.000,-38680.000,,
OfficersCompensation,,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000
OperatingCostsAndExpenses,19302.000,89080.000,,,,37361.000,,
OperatingExpenses,2100.000,,-14209.000,24291.000,23510.000,,32611.000,
OperatingIncomeLoss,,-89063.000,14209.000,-17891.000,-20999.000,-35045.000,-34609.000,-89007.000
OtherIncome,,,,,,500.000,0.000,
OtherNonoperatingIncomeExpense,,-2724.000,,,,,,
OtherOperatingIncomeExpenseNet,,,,,-3663.000,-3635.000,-54962.000,-41302.000
PaymentsForSoftware,,0.000,,,,,,
PaymentsToDevelopSoftware,,0.000,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,0.000,,,,,,
ProceedsFromNotesPayable,,0.000,,,,,,
ProceedsFromRelatedPartyDebt,,3250.000,,,2299.000,,,
ProceedsFromRepaymentsOfNotesPayable,,,,,5000.000,,,
ProfessionalAndContractServicesExpense,,0.000,,,,,,
ProfessionalFees,0.000,6000.000,2225.000,2500.000,6250.000,3650.000,4500.000,
ProfitLoss,,-91787.000,,-20764.000,-24662.000,,-89571.000,
RepaymentsOfRelatedPartyDebt,,,,,-2470.000,,,
ResearchAndDevelopmentExpense,0.000,0.000,0.000,,,,,
Revenues,17.000,17.000,0.000,6400.000,9513.000,8680.000,1725.000,281.000
SalesRevenueNet,17.000,17.000,0.000,6400.000,9513.000,8180.000,10.000,281.000
ShareBasedCompensation,,0.000,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,0.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,8796630.000,8830000.000,8886356.000,8915000.000,8915000.000,8915000.000,16491087.000,3200635.000
