,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
BrokerageCommissionsRevenue,3595155.000,2833552.000,3243045.000,1853033.000,1402168.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-96797.000,,
DeferredRevenuePeriodIncreaseDecrease,,,-18750.000,,
Depreciation,,,9517.000,,
DividendsPreferredStock,,,,-15049.000,-15367.000
DividendsPreferredStockCash,,,-30099.000,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.010,-0.000
FloorBrokerage,40750.000,38023.000,33898.000,28398.000,21629.000
GainLossOnInvestments,192681.000,171178.000,134731.000,21382.000,
GeneralInsuranceExpense,,,,39003.000,43029.000
GrossProfit,4158531.000,3284932.000,3747239.000,2247797.000,1758986.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,0.000
IncreaseDecreaseInAccountsPayable,,,23359.000,,
IncreaseDecreaseInBrokerDealerRelatedReceivablesPayablesNet,,,-174410.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,129069.000,,
IncreaseDecreaseInInterestAndDividendsReceivable,,,-8779.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,,4713.000,,
IncreaseDecreaseInOtherOperatingAssets,,,3830.000,,
IncreaseDecreaseInTradingLiabilities,,,12776123.000,,
InterestExpense,40049.000,33279.000,33427.000,25936.000,16260.000
InvestmentIncomeInterest,112366.000,87322.000,74435.000,77236.000,57910.000
LossContingencyUndiscountedAmountOfInsuranceRelatedAssessmentLiability,,,,,20464.000
MortgageLoansOnRealEstateOtherAdditions,,,-4220.000,,
NetCashProvidedByUsedInFinancingActivities,,,-34319.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-34319.000,,
NetCashProvidedByUsedInOperatingActivities,,,-62478.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-62478.000,,
NetIncomeLoss,-9583.000,-87433.000,-26205.000,-118969.000,-24605.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-134018.000,-39972.000
NoncashOrPartNoncashAcquisitionInventoryAcquired1,,,12870758.000,,
NoninterestExpenseRelatedToPerformanceFees,,145304.000,110992.000,20567.000,
OfficersCompensation,,,,41500.000,41500.000
OperatingCostsAndExpenses,4168114.000,3372365.000,3773444.000,2366766.000,1783591.000
OtherGeneralAndAdministrativeExpense,,,,0.000,
PaymentsForLegalSettlements,,,,39998.000,
ProfessionalAndContractServicesExpense,,,,66347.000,38614.000
ProfessionalFees,,,,54028.000,0.000
ProfitLoss,,,-26205.000,,
RevenueOtherFinancialServices,,,,296146.000,298908.000
SalariesWagesAndOfficersCompensation,,,,264856.000,249320.000
SalesCommissionsAndFees,3379551.000,2522858.000,2877563.000,1632096.000,1199547.000
SellingGeneralAndAdministrativeExpense,702763.000,625995.000,717564.000,654947.000,546155.000
ServicingFeesNet,258329.000,192880.000,290206.000,,
UnrealizedGainLossOnInvestments,,,-4822.000,,
UnrealizedLossOnSecurities,5001.000,6906.000,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,18044028.000,18044028.000
