,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,499263.000,607415.000,557165.000,622164.000,641163.000,657392.000,692186.000,716187.000,745186.000,690686.000,758983.000,749666.000,758666.000,789046.000,315408.000
AccountsPayableRelatedPartiesCurrent,122440.000,122440.000,165565.000,179565.000,179565.000,179565.000,179565.000,179565.000,179565.000,179565.000,179565.000,179565.000,179565.000,137145.000,137145.000
AccruedLiabilitiesCurrent,822146.000,978048.000,962069.000,1048972.000,1169121.000,1330199.000,1500870.000,1611637.000,1731887.000,2102081.000,2123689.000,2180765.000,2198852.000,1882947.000,1048000.000
AccruedVacationCurrent,,,,,,,97836.000,,,,97835.000,97835.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,4787.000,,,,6915.000,9044.000,,,
AdditionalPaidInCapital,8040988.000,8199736.000,8447791.000,9006791.000,9101019.000,9547019.000,9640852.000,9720852.000,9965712.000,10086612.000,10891848.000,11086696.000,11116694.000,22427927.000,23214064.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,0.000,,,,0.000,0.000,,,
Assets,438044.000,361281.000,93033.000,73382.000,60815.000,49079.000,34489.000,21942.000,68114.000,54688.000,92365.000,13784.000,8503.000,75009.000,20327.000
AssetsCurrent,233446.000,144110.000,75179.000,62770.000,50735.000,39531.000,25473.000,13458.000,60162.000,47268.000,85477.000,9025.000,4275.000,71313.000,17163.000
BankOverdrafts,,,136.000,0.000,0.000,0.000,0.000,,,,,348.000,130.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,22745.000,909.000,179.000,270.000,735.000,2031.000,473.000,958.000,3901.000,507.000,4031.000,0.000,0.000,71313.000,250.000
CommitmentsAndContingencies,0.000,0.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,480201446.000,482451446.000,502901447.000,520901446.000,525273446.000,551273447.000,559273447.000,567273447.000,604373447.000,618673447.000,636473.000,667673.000,669673.000,15855007.000,15858007.000
CommonStockSharesOutstanding,480201446.000,482451446.000,502901447.000,520901446.000,525273446.000,551273447.000,559273447.000,567273447.000,604373447.000,618673447.000,636473.000,667673.000,669673.000,15855007.000,15858007.000
CommonStockValue,480201.000,482451.000,502901.000,520901.000,525273.000,551273.000,559273.000,567273.000,604373.000,618673.000,637.000,668.000,670.000,15855.000,15858.000
ConvertibleDebt,,,,,,,,,,,712924.000,,,,
ConvertibleDebtCurrent,,,,,,,662647.000,,,712799.000,,713042.000,,,
ConvertibleDebtNoncurrent,,,,,,,49382.000,,,0.000,0.000,0.000,,,
ConvertibleLongTermNotesPayable,,,,49007.000,49132.000,49257.000,49382.000,0.000,0.000,0.000,0.000,,,,
ConvertibleNotesPayableCurrent,,,575929.000,626137.000,659097.000,661147.000,662647.000,712549.000,712674.000,712799.000,712924.000,713042.000,713042.000,638042.000,638042.000
DebtDefaultLongtermDebtAmount,,,,,,,,,,,,807490.000,,,
DeferredCompensationEquity,145440.000,115877.000,42585.000,595919.000,533252.000,802002.000,724001.000,646000.000,731704.000,640024.000,548344.000,181624.000,58314.000,22613.000,
DeferredCostsCurrent,,,,,,,,,,,81446.000,9025.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,0.000,,,,0.000,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,4141332.000,,,,3615946.000,3786330.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,570933.000,770975.000,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,4141332.000,,,,4186879.000,4557305.000,,,
DepositsAssetsNoncurrent,6711.000,6711.000,6711.000,0.000,0.000,0.000,0.000,,,,,,,,
DerivativeLiabilitiesCurrent,270045.000,281374.000,,,,,,,,,70000.000,100000.000,75000.000,16185.000,19000.000
EmployeeRelatedLiabilitiesCurrent,,,,,,,1042166.000,,,,1684567.000,1670772.000,,,
FairValueAssumptionsExercisePrice,,,,,,,,,,,10.000,10.000,,,
FinancialLiabilitiesFairValueDisclosure,,,,,,,,,,,70000.000,100000.000,,,
FiniteLivedIntangibleAssetsNet,185680.000,198784.000,0.000,,,,,,,,,,,,
InterestPayableCurrent,,,,,,,215957.000,,,,258265.000,349085.000,,,
InterestPayableCurrentAndNoncurrent,,,,,,,215957.000,,,238278.000,258265.000,349085.000,,,
Liabilities,2226626.000,2505134.000,2432586.000,2697567.000,2869800.000,3074282.000,3289804.000,3426660.000,3576034.000,3814353.000,4103446.000,4331993.000,4346935.000,3878117.000,2537573.000
LiabilitiesAndStockholdersEquity,438044.000,361281.000,93033.000,73382.000,60815.000,49079.000,34489.000,21942.000,68114.000,54688.000,92365.000,13784.000,8503.000,75009.000,20327.000
LiabilitiesCurrent,1885616.000,2160999.000,2432586.000,2648560.000,2820668.000,3000025.000,3215422.000,3401660.000,3576034.000,3814353.000,4103446.000,4193963.000,4198905.000,3806817.000,2527573.000
LiabilitiesNoncurrent,341010.000,344135.000,0.000,49007.000,49132.000,74257.000,74382.000,25000.000,0.000,0.000,0.000,138030.000,148030.000,71300.000,10000.000
LongTermDebt,,,,,,,882409.000,,,807247.000,807372.000,945520.000,,,
LongTermDebtAndCapitalLeaseObligationsMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,807372.000,138030.000,,,
LongTermDebtCurrent,,,,,,,,,,732490.000,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,808027.000,,,,0.000,0.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,74382.000,,,,,,,,
LongTermDebtNoncurrent,,,,,,,,,,74757.000,,,,,
OperatingLossCarryforwards,,,,,,,7686061.000,,,,8448473.000,8879760.000,,,
OtherAccruedLiabilitiesCurrent,,,,,,,89911.000,,,,28022.000,8073.000,,,
OtherAssetsNoncurrent,192391.000,205495.000,6711.000,0.000,0.000,0.000,0.000,,,,,,,,
OtherEmployeeRelatedLiabilitiesCurrent,,,,,,,55000.000,,,,55000.000,55000.000,,,
OtherLiabilitiesCurrent,,,,,,,,,,,129063.000,141355.000,144428.000,147500.000,147500.000
