,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,,,2209000.000,2171000.000,2135000.000,2161000.000
AllocatedShareBasedCompensationExpense,,793000.000,682000.000,580000.000,375000.000,
AmortizationOfFinancingCosts,90000.000,101000.000,183000.000,133000.000,111000.000,89000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,111000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,0.000,0.000,0.000,0.000
CapitalExpendituresIncurredButNotYetPaid,,,,,67000.000,
CasinoExpenses,193392000.000,182951000.000,162398000.000,151434000.000,148595000.000,149577000.000
CasinoRevenue,217415000.000,203055000.000,172991000.000,160391000.000,157922000.000,157226000.000
CommonStockDividendsPerShareCashPaid,,0.110,,,,
ComprehensiveIncomeNetOfTax,4701000.000,3843000.000,2166000.000,-4292000.000,2349000.000,394000.000
CostsAndExpenses,,,,,,180011000.000
CurrentFederalTaxExpenseBenefit,,3034000.000,616000.000,-503000.000,972000.000,513000.000
CurrentIncomeTaxExpenseBenefit,,3977000.000,902000.000,-685000.000,1350000.000,668000.000
CurrentStateAndLocalTaxExpenseBenefit,,943000.000,286000.000,-182000.000,378000.000,155000.000
DeferredFederalIncomeTaxExpenseBenefit,,-174000.000,-331000.000,-623000.000,-423000.000,-34000.000
DeferredIncomeTaxExpenseBenefit,-389000.000,-318000.000,-519000.000,-723000.000,-508000.000,-36000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-144000.000,-188000.000,-100000.000,-85000.000,-2000.000
DefinedBenefitPlanActualReturnOnPlanAssets,,1267000.000,1690000.000,1040000.000,-59000.000,848000.000
DefinedBenefitPlanActuarialGainLoss,,-2171000.000,2771000.000,-5933000.000,1870000.000,-502000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,-57000.000,-82000.000,-32000.000,-146000.000,-136000.000
DefinedBenefitPlanAmortizationOfNetGainsLosses,,99000.000,,,,
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,,,-1895000.000,-7848000.000,7048000.000,7704000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,,0.051,0.044,0.051,0.041,0.044
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,0.080,0.080,0.080,0.080,0.080
DefinedBenefitPlanBenefitsPaid,,373000.000,379000.000,394000.000,507000.000,540000.000
DefinedBenefitPlanContributionsByEmployer,,425000.000,,140000.000,353000.000,210000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,,912000.000,988000.000,1092000.000,1158000.000,1137000.000
DefinedBenefitPlanFutureAmortizationOfGainLoss,,,5000.000,148000.000,134000.000,157000.000
DefinedBenefitPlanInterestCost,,852000.000,819000.000,915000.000,948000.000,867000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,-3000.000,-87000.000,-145000.000,-64000.000,-134000.000
DefinedBenefitPlanOtherChanges,,3000.000,-3000.000,,,
DefinedBenefitPlansEstimatedFutureEmployerContributionsInNextFiscalYear,,,300000.000,425000.000,,290000.000
DefinedContributionPlanCostRecognized,,887000.000,,,,
Depreciation,11665000.000,10297000.000,9726000.000,9128000.000,8375000.000,7743000.000
Dividends,,,,0.000,,
EarningsPerShareBasic,0.170,0.150,,-0.020,0.060,0.020
EarningsPerShareBasicAndDiluted,,,,,0.060,0.020
EarningsPerShareDiluted,0.170,0.150,,-0.020,0.060,0.020
EffectiveIncomeTaxRateContinuingOperations,,0.432,0.967,-0.051,0.310,0.446
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,-0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,,0.527,0.248,0.063,0.084
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.034,0.013,0.004,-0.007,0.009
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.058,0.087,0.037,0.060,0.060
EffectiveIncomeTaxRateReconciliationTaxCredits,,,,,0.146,0.047
