,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,436403.000,,,,123364.000,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,74073.000,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,36249673.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,6998.000,,,,27132.000,,,,-208544.000,,,,-619523.000,,,,-249862.000,,,,1659891.000
ConcentrationRiskPercentage1,,,,,,,,,,,0.910,,,,0.950,0.980,0.960,-1.920,,,,,
ConversionOfStockSharesConverted1,,,,,,,1544565.000,,,,,,,,,,,,,,,,
CostOfGoodsSold,223802.000,181543.000,75780.000,77629.000,45882.000,550238.000,263950.000,1200936.000,406757.000,256068.000,529301.000,966393.000,977324.000,1928684.000,620728.000,2142012.000,1188222.000,2331125.000,733411.000,522703.000,628195.000,369276.000,973613.000
DebtConversionOriginalDebtAmount1,,,,,,,,-760000.000,,,,,,,1147000.000,,,,500000.000,,,,
DebtInstrumentInterestRateDuringPeriod,,,,,,,,,,,,,,,,,,,0.045,,,,0.045
Depreciation,,,,,,,6226.000,,,,3530.000,,,,876.000,,,,657.000,,,,1333.000
DepreciationAndAmortization,6029.000,4623.000,2872.000,2057.000,382.000,,,,,,,,,,,,,,,,,,
Dividends,,,,,,,,,,,133204.000,97775.000,,,,,,,,,,,
DividendsCommonStock,,,,,,,,,,,,,,,85573.000,,,,68441.000,,,,66080.000
DividendsPreferredStockStock,,,,,,,,,,,,,148181.000,,66872.000,67890.000,68636.000,68440.000,66626.000,66223.000,66080.000,64659.000,64644.000
EarningsPerShareBasic,,,,,,,,,,,,,,,,,,,,,0.010,,
EarningsPerShareBasicAndDiluted,-0.020,-0.010,,,,,,,,,-0.130,-0.050,-0.050,0.000,-0.050,-0.050,-0.020,-0.040,-0.010,-0.030,,,-0.000
EarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,,,0.010,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,,,,2125537.000,383439.000,,,-142922.000,,,,1139365.000,,,,2243518.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationIssues,,,,,,,,,,,-616411.000,,,,-1684496.000,,,,-303043.000,,,,-2291334.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,,,,,,,,,,,,41229.000,,,,,,,0.000,,,,54763681.000
GainLossOnDispositionOfAssets,,,-3519.000,-1450.000,,,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,404100.000,376210.000,1581051.000,224732.000,317375.000,457827.000,1045064.000,851582.000,1321227.000,483221.000,991806.000,1132763.000,1029118.000,1296414.000,1421268.000,848028.000,1006486.000,2199891.000,1068350.000,1548556.000,956614.000,1251497.000,1417908.000
GrossProfit,169553.000,133024.000,61458.000,94166.000,28272.000,88483.000,146851.000,102435.000,110932.000,161544.000,121231.000,194749.000,86741.000,-111009.000,144247.000,-58091.000,135508.000,-382654.000,-150113.000,-39734.000,333754.000,177956.000,556139.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,93254.000,,,,-251319.000,,,,-287219.000,,,,-270954.000,,,,-141493.000,,,,1143852.000
IncreaseDecreaseInAccountsReceivable,,,-4591.000,,,,-50775.000,,,,-132852.000,,,,-194805.000,,,,1470994.000,,,,-460491.000
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,-105605.000,-489425.000,,-2125537.000,-383439.000,-398603.000,2286420.000,142922.000,186470.000,-1079335.000,-512386.000,-1139365.000,1164905.000,-3051973.000,-539737.000,-2243518.000
IncreaseDecreaseInFairValueAdjustmentsOnAssetsAndLiabilitiesCarriedAtFairValueUnderFairValueOption,,,,,,,,,,,2125537.000,,,,142922.000,,,,-1139365.000,,,,-2243518.000
IncreaseDecreaseInInterestPayableNet,,,8012.000,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInInventories,,,128.000,,,,303205.000,,,,-180038.000,,,,-65643.000,,,,-51614.000,,,,-474019.000
IncreaseDecreaseInNotesPayableCurrent,,,,,,,,1820000.000,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,261.000,,,,-17367.000,,,,42365.000,,,,-85180.000,,,,-201063.000,,,,-261817.000
IncreaseDecreaseInRestrictedCash,,,,,,,262.000,,,,,,,,-33.000,,,,53.000,,,,52.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,,,,,,,,,,,,88156594.000,,
InterestExpense,11052.000,11368.000,115939.000,13019.000,40164.000,-49180.000,-228199.000,-152418.000,684206.000,1520485.000,37129.000,-14120.000,37037.000,142727.000,207737.000,,,,,,,,
InterestIncomeExpenseNet,,,,,,,,,,,,,,,,33.000,-15456.000,,-12214.000,-16990.000,-10428.000,,-20538.000
InterestPaid,,,,,,,13795.000,,,,7944.000,,,,122556.000,,,,13119.000,,,,20538.000
InventoryWriteDown,,,1725.000,,,,,,,,,,,,,,,,,,,,
InvestmentIncomeAmortizationOfDiscount,,,,,,,,45109.000,,,,,,,,,,,,,,,
InvestmentIncomeInterest,46.000,25.000,4.000,4.000,3.000,,,,,,,,,,,,,,,,,,
