,2012-01-01,2012-04-01,2012-09-30,2012-12-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28
AllocatedShareBasedCompensationExpense,,,1986000.000,,,1224000.000,1317000.000,,1576000.000
AmortizationOfIntangibleAssets,166000.000,91000.000,127000.000,127000.000,75000.000,60000.000,46000.000,-97000.000,46000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1290000.000,1766000.000,1768000.000,2040000.000,1590000.000,-2819000.000,940000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-9674000.000,,-9837000.000,,,,6739000.000
CommonStockDividendsPerShareDeclared,,,,,,,,,0.050
ComprehensiveIncomeNetOfTax,,,3351000.000,1429000.000,4112000.000,3817000.000,869000.000,-5437000.000,723000.000
ConcentrationRiskPercentage1,,,,,,,,,0.520
CostOfRevenue,29977000.000,30470000.000,28254000.000,28570000.000,37085000.000,34487000.000,34081000.000,41099000.000,38935000.000
DeferredIncomeTaxExpenseBenefit,,,4000.000,,-74000.000,,,,36000.000
DepreciationDepletionAndAmortization,,,1781000.000,,2001000.000,,,,2428000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,-3849000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,270000.000
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,744000.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,3634000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,529000.000
EarningsPerShareBasic,-0.080,0.150,0.180,0.180,0.120,0.070,-0.030,-0.220,0.040
EarningsPerShareDiluted,-0.080,0.140,0.170,0.180,0.110,0.070,-0.030,-0.210,0.040
EffectOfExchangeRateOnCashAndCashEquivalents,,,-55000.000,,38000.000,,,,-1000.000
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,8000.000,,8000000.000,,,,
EntityWideRevenueMajorCustomerPercentage,,,0.510,0.500,0.520,0.510,0.520,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,79000.000,,0.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,-79000.000,,0.000,,,,
GainLossOnDispositionOfAssets,8000.000,-19000.000,7000.000,5000.000,-77000.000,-96000.000,-48000.000,-13000.000,0.000
GeneralAndAdministrativeExpense,6724000.000,2267000.000,2861000.000,2535000.000,3000000.000,2621000.000,2454000.000,2359000.000,3294000.000
GrossProfit,13351000.000,13508000.000,16630000.000,16529000.000,17697000.000,15946000.000,14027000.000,10359000.000,18203000.000
IncomeLossFromContinuingOperations,,,,,,,,,4191000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,4191000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1674000.000,1881000.000,4151000.000,4524000.000,3014000.000,1661000.000,96000.000,-3388000.000,4833000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,0.240
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,0.240
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,-3579000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,-3579000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,-0.200
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,-0.200
IncomeTaxExpenseBenefit,-181000.000,-977000.000,788000.000,1068000.000,792000.000,378000.000,620000.000,810000.000,642000.000
IncreaseDecreaseInAccountsPayable,,,-1341000.000,,1789000.000,,,,1141000.000
IncreaseDecreaseInAccountsReceivable,,,891000.000,,52000.000,,,,3038000.000
IncreaseDecreaseInAccruedLiabilities,,,2223000.000,,2145000.000,,,,3183000.000
IncreaseDecreaseInInventories,,,27000.000,,5841000.000,,,,-643000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-449000.000,,192000.000,,,,2510000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,345000.000,170000.000,304000.000,171000.000,0.000,,280000.000
InvestmentIncomeAmortizationOfPremium,,,175000.000,,212000.000,,,,207000.000
NetCashProvidedByUsedInFinancingActivities,,,-2372000.000,,-527000.000,,,,-12609000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-2372000.000,,-527000.000,,,,-12609000.000
NetCashProvidedByUsedInInvestingActivities,,,-15010000.000,,-13787000.000,,,,15025000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-15010000.000,,-13787000.000,,,,15025000.000
NetCashProvidedByUsedInOperatingActivities,,,7763000.000,,4439000.000,,,,4324000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,7763000.000,,4439000.000,,,,4324000.000
NetIncomeLoss,-1493000.000,2858000.000,3363000.000,3456000.000,2222000.000,1283000.000,-524000.000,-4198000.000,612000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,612000.000
NumberOfOperatingSegments,,,1.000,,1.000,,,,
NumberOfReportableSegments,,,,,1.000,,,,
OperatingExpenses,15227000.000,11720000.000,12745000.000,12417000.000,14715000.000,14305000.000,14750000.000,14645000.000,13543000.000
OperatingIncomeLoss,-1876000.000,1788000.000,3885000.000,4112000.000,2982000.000,1641000.000,-723000.000,-4286000.000,4660000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,-135000.000,909000.000,322000.000,702000.000,576000.000,-1160000.000,107000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,111000.000
OtherComprehensiveIncomeLossNetOfTax,,,-12000.000,-2027000.000,1890000.000,2534000.000,1393000.000,-1239000.000,111000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,123000.000,-2936000.000,1568000.000,1832000.000,817000.000,-79000.000,4000.000
OtherNonoperatingIncomeExpense,202000.000,93000.000,266000.000,412000.000,32000.000,20000.000,819000.000,898000.000,173000.000
PaymentsForRepurchaseOfCommonStock,,,2675000.000,,0.000,,,,12569000.000
PaymentsOfDividends,,,,,,,,,858000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,956000.000,,1147000.000,,,,445000.000
PaymentsToAcquireAvailableForSaleSecurities,,,48087000.000,,47419000.000,,,,14518000.000
PaymentsToAcquireBuildings,,,5700000.000,,,,,,
PaymentsToAcquireHeldToMaturitySecurities,,,244000.000,,9288000.000,,,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1416000.000,,5502000.000,,,,1383000.000
ProceedsFromIssuanceOfCommonStock,,,1180000.000,,620000.000,,,,1263000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,34725000.000,,48371000.000,,,,31000000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,12000.000,,51000.000,,,,0.000
ProductWarrantyAccrualPayments,,,-48000.000,-42000.000,-76000.000,,,,-101000.000
ProductWarrantyAccrualPreexistingIncreaseDecrease,,,-11000.000,-22000.000,-95000.000,,,,12000.000
ProductWarrantyAccrualWarrantiesIssued,,,59000.000,64000.000,71000.000,,,,111000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,0.000
ResearchAndDevelopmentExpense,5383000.000,6024000.000,5812000.000,6086000.000,7199000.000,7117000.000,7707000.000,7536000.000,6515000.000
Revenues,43328000.000,43978000.000,44884000.000,45099000.000,54782000.000,50433000.000,48108000.000,51458000.000,57138000.000
SalesRevenueNet,43328000.000,43978000.000,44884000.000,45099000.000,54782000.000,50433000.000,48108000.000,51458000.000,57138000.000
SellingAndMarketingExpense,2962000.000,3319000.000,3988000.000,3710000.000,4399000.000,4447000.000,4531000.000,4727000.000,3724000.000
ShareBasedCompensation,,,1986000.000,,2077000.000,,,,1576000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,,,,,,,,339000.000
