,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31
AccountsPayableAndAccruedLiabilitiesCurrent,,3629.000,2119.000,4239.000,4976.000,6220.000
AdditionalPaidInCapital,-20000.000,-29480.000,-29480.000,-29480.000,-29480.000,-29480.000
Assets,4972.000,3263.000,2454.000,2070.000,6.000,6.000
Cash,4925.000,3237.000,2449.000,2070.000,6.000,6.000
CashEquivalentsAtCarryingValue,4925.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,30000000.000,53360000.000,53360000.000,53360000.000,53360000.000,53360000.000
CommonStockSharesOutstanding,30000000.000,53360000.000,-53360000.000,53360000.000,53360000.000,53360000.000
CommonStockValue,30000.000,53360.000,53360.000,53360.000,53360.000,53360.000
DueToOfficersOrStockholdersNoncurrent,,,4000.000,4048.000,8071.000,10989.000
DueToRelatedPartiesCurrent,10000.000,,,,,
Liabilities,10000.000,3629.000,6119.000,8287.000,13047.000,17209.000
LiabilitiesAndStockholdersEquity,4972.000,3263.000,2454.000,2070.000,6.000,6.000
PreferredStockParOrStatedValuePerShare,,,0.010,,,
PreferredStockSharesAuthorized,,,1000000.000,,,0.000
PreferredStockSharesIssued,,,0.000,,,
PreferredStockSharesOutstanding,,,0.000,,,
PrepaidExpenseCurrent,47.000,26.000,5.000,,,0.000
RetainedEarningsAccumulatedDeficit,-18918.000,-24246.000,-27545.000,-30097.000,-36921.000,-41083.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,0.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,0.000
StockholdersEquity,-5028.000,-366.000,-3665.000,-6217.000,-13041.000,-17203.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5028.000,-366.000,-3665.000,-6217.000,-13041.000,-17203.000
