,2011-06-30,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AccountsPayableAndAccruedLiabilitiesCurrent,,774235.000,742200.000,505906.000,781631.000,848281.000,825365.000,931127.000,1287200.000,1293379.000,,,,,,,,,
AccountsPayableCurrent,,,,,,,,,,,1299517.000,1444060.000,1150641.000,1305580.000,1125014.000,1134428.000,1122191.000,1150435.000,1283304.000
AccountsPayableRelatedPartiesCurrent,,489435.000,512048.000,894855.000,511270.000,476841.000,476883.000,482161.000,495384.000,818972.000,523117.000,670106.000,665365.000,665202.000,,11300.000,11300.000,11300.000,
AccruedLiabilitiesCurrent,,,,,,,,,,,,263354.000,206448.000,231358.000,212056.000,159313.000,157721.000,165100.000,407825.000
AccruedReclamationCostsCurrent,,,,,,,,,,,,,750.000,750.000,750.000,750.000,750.000,750.000,750.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-100377.000,-128169.000,-165638.000,-204459.000,-282431.000,-321418.000,360080.000,401925.000,445958.000,489991.000,537492.000,575455.000,626383.000,675501.000,739240.000
AdditionalPaidInCapital,,4402762.000,5564301.000,5806474.000,7675241.000,9001396.000,9001396.000,9747524.000,11709080.000,12107954.000,12265737.000,13163655.000,13330720.000,13361390.000,17799410.000,17831364.000,17892325.000,17923423.000,19458493.000
AssetRetirementObligation,,,,,,,,,,,,,,,34118.000,,,,
AssetRetirementObligationsNoncurrent,,,,,,,,,,,,,,,34118.000,184045.000,189315.000,194759.000,200382.000
Assets,,1298696.000,1141277.000,1227435.000,1229192.000,1567307.000,1519951.000,1432370.000,3111673.000,3263708.000,3583280.000,3783404.000,3565681.000,3404182.000,3607097.000,4288407.000,4033836.000,4430934.000,2469745.000
AssetsCurrent,,269490.000,133535.000,43656.000,95887.000,362202.000,100474.000,46933.000,1808225.000,63655.000,319259.000,491159.000,313756.000,95925.000,352132.000,969548.000,774531.000,1023935.000,1480738.000
CapitalizedCostsAssetRetirementCosts,,,,,,,,,,,,,,,34118.000,180149.000,174401.000,168653.000,162905.000
CashAndCashEquivalentsAtCarryingValue,,9791.000,3346.000,0.000,88870.000,352959.000,59139.000,40777.000,299.000,61.000,43698.000,22766.000,55899.000,29691.000,79143.000,383412.000,58193.000,288872.000,7543.000
CashFDICInsuredAmount,,,,,,,,,,,250000.000,250000.000,250000.000,250000.000,,250000.000,,,
CashUninsuredAmount,,,,,,,,,,,,,,,,133412.000,,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,14258880.000,13108880.000,,,,,,,40066750.000
CommitmentsAndContingencies,,0.000,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,18450354.000,19119028.000,20150276.000,21382776.000,23862343.000,23862343.000,24485343.000,25536997.000,25936997.000,25936997.000,27296403.000,27592164.000,27592164.000,61650537.000,61650537.000,62038357.000,62038357.000,76056319.000
CommonStockSharesOutstanding,,18450354.000,19119028.000,20150276.000,21382776.000,23862343.000,23862343.000,24485343.000,25536997.000,25936997.000,25936997.000,27296403.000,27592164.000,27592164.000,61650537.000,61650537.000,62038357.000,62038357.000,76056319.000
CommonStockValue,,18450.000,19119.000,20150.000,21383.000,23863.000,23863.000,24485.000,25537.000,25937.000,25937.000,27296.000,27592.000,27592.000,61651.000,61651.000,62039.000,62039.000,76056.000
ConvertibleDebtNoncurrent,,0.000,,,,,,,,,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,,,,909346.000,909346.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,,,,,,,0.450,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,516495.000,469237.000,420218.000,369056.000,657210.000
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,,,,0.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,,,,,,,347023.000,,,
DeferredTaxAssetsGross,,,,,3510454.000,,,,,,,-5337989.000,,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,,,,,,,,,,8225453.000,,,
DeferredTaxAssetsNet,,,,,,,,,,,,-4441017.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,3510454.000,,,,,,,-5337989.000,,,,7318319.000,,,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,6577.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,,,,583003.000,,,
DeferredTaxAssetsValuationAllowance,,,,,-3510454.000,,,,,,,5338000.000,,,,8225000.000,,,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,23785.000,,,,,,,,
DerivativeForwardPrice,,,,,,,,,,,,1305.000,1305.000,,,,,,
DerivativeInstrumentsAndHedgesLiabilities,,,,,,,884580.000,792900.000,498360.000,523920.000,,,,,,,,,
DerivativeLiabilities,,,,,,,,,2000000.000,1745750.000,,,,,,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,2000000.000,1745750.000,,,,,,,,,
DerivativeLiabilitiesNoncurrent,,0.000,,,,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,80011.000,30011.000,33207.000,52611.000,29200.000,38200.000,47200.000,68405.000,232649.000,377681.000,,,,,,,,0.000
EmployeeRelatedLiabilitiesCurrent,,35914.000,31801.000,109653.000,128559.000,151050.000,245854.000,534490.000,241404.000,25349.000,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,,,,,,,0.555
FairValueAssumptionsExercisePrice,,,,,,,,,,,0.450,0.380,0.200,0.130,0.050,0.120,0.120,0.120,0.120
FinancialLiabilitiesFairValueDisclosure,,,,,,,,,2498360.000,2269670.000,1823215.000,1393256.000,806722.000,579915.000,753822.000,1118169.000,1488388.000,765300.000,250761.000
IndefiniteLivedContractualRights,,600000.000,600000.000,700000.000,700000.000,700000.000,800000.000,800000.000,800000.000,800000.000,900000.000,900000.000,900000.000,1000000.000,,,,,
InterestPayableCurrent,,,7496.000,18466.000,,,,,521897.000,818384.000,1080269.000,1538176.000,1929628.000,2308316.000,231584.000,346289.000,590351.000,967459.000,655343.000
InventoryNet,,,,,,,,,1371.000,53733.000,252956.000,459461.000,226900.000,34227.000,249972.000,559432.000,559432.000,559432.000,1411063.000
Liabilities,,,,,,,,,,,,,,,7250594.000,7945768.000,8600509.000,9003075.000,8166866.000
LiabilitiesAndStockholdersEquity,,1298696.000,1141277.000,1227435.000,1229192.000,1567307.000,1519951.000,1432370.000,3111673.000,3263708.000,3583280.000,3783404.000,3565681.000,3404182.000,3607097.000,4288407.000,4033836.000,4430934.000,2469745.000
LiabilitiesCurrent,,1407762.000,1668273.000,2283354.000,3613036.000,3613620.000,4579130.000,8046126.000,10195898.000,10541651.000,10687047.000,10892200.000,10342052.000,10673619.000,3380856.000,7761723.000,8411194.000,8808316.000,7966484.000
LiabilitiesNoncurrent,,0.000,,,,,,,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,,,,,,,,,150000.000,150000.000,150000.000,640000.000,640000.000
LinesOfCreditCurrent,,,,,,,,,,,,,,,58380.000,109346.000,109346.000,640663.000,640000.000
LongTermDebt,,,,,,,,,,,,,,,,4992224.000,5041243.000,5748722.000,5369251.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,,,,,,,,358380.000,1109346.000,1109346.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,,,,,,,,1852115.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,,,,,,,,2500000.000,1852115.000,1852115.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,,,,,700000.000,2500000.000,2500000.000,,
LongTermNotesPayable,,,,,,,,,,,,,,,3835620.000,4882878.000,4931897.000,5108059.000,
NotesPayable,,,,,,,,,5083248.000,5083248.000,,,,,5410495.000,5461461.000,5461461.000,6117778.000,6026461.000
NotesPayableCurrent,,,,,,,,,,,5583248.000,5583248.000,5583248.000,5583248.000,1000000.000,,,,1200000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,,,,,,,,,3529251.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,1109000.000,854800.000,861600.000,858400.000,854000.000,879000.000,,776032.000,771854.000,,115754.000,115754.000,,112754.000,109754.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,384000.000,129800.000,286600.000,283400.000,279000.000,279000.000,,160275.000,156100.000,,,45372.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,,,,,12000.000,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,,137000.000,137000.000,,,,,12000.000,12000.000
