,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,10778.000,4764.000,3696.000,200.000,600.000,1076.000,3400.000,228.000,6550.000,3795.000,1994.000,,,66.000,6656.000,,5989.000,6057.000
AccountsReceivableNetCurrent,34582.000,7520.000,-858.000,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,7319.000,3210.000,,68.000,,,,,,,,,,,,,,
AccumulatedDistributionsInExcessOfNetIncome,-68566.000,-68566.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,-68566.000,18809734.000
Assets,71734.000,21345.000,17115.000,7580.000,148815.000,139691.000,88614.000,77713.000,53975.000,26924.000,108412.000,91800.000,81488.000,72230.000,59770.000,43538.000,36418.000,26428.000
AssetsCurrent,65820.000,17810.000,14860.000,7580.000,148815.000,139691.000,88614.000,77713.000,53975.000,26924.000,108412.000,91800.000,81488.000,72230.000,59770.000,43538.000,36418.000,26428.000
CashAndCashEquivalentsAtCarryingValue,21238.000,9040.000,14468.000,7580.000,148815.000,134762.000,84399.000,74747.000,52117.000,23092.000,105566.000,83940.000,75594.000,68381.000,57833.000,43513.000,28769.000,21316.000
CommonStockParOrStatedValuePerShare,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,500000000.000,500000000.000,,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000,5000000000.000
CommonStockSharesIssued,9375000.000,9375000.000,,10375000.000,27185000.000,30755000.000,30755000.000,30755000.000,30755000.000,30755000.000,30755000.000,30755000.000,30755000.000,30755000.000,30755000.000,30755000.000,30755000.000,43425000.000
