,2015-09-30,2015-12-31,2016-12-31
AccountsPayableCurrent,8147.000,9378.000,
AccountsReceivableNetCurrent,19760.000,17587.000,
AccruedLiabilitiesCurrent,1000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,32128.000,
AdditionalPaidInCapital,-12059210.000,-12083676.000,
AdditionalPaidInCapitalCommonStock,,,-12130228.000
AllowanceForDoubtfulAccountsReceivable,35500.000,48011.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,25351.000
Assets,57187.000,31554.000,8933.000
AssetsCurrent,57187.000,31554.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,8769.000
CashAndCashEquivalentsAtCarryingValue,37427.000,13967.000,164.000
CashFDICInsuredAmount,,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,1000.000,100000000.000,100000000.000
CommonStockSharesIssued,100.000,100.000,4655338.000
CommonStockSharesOutstanding,100.000,100.000,4655338.000
CommonStockValue,,,46552.000
Liabilities,9147.000,9378.000,33932.000
LiabilitiesAndStockholdersEquity,57187.000,31554.000,8933.000
LiabilitiesCurrent,,9378.000,
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,33932.000
PropertyPlantAndEquipmentGross,,32128.000,
ReorganizationValueNetRealizableValueOfAssetDispositions,0.000,,
RetainedEarningsAccumulatedDeficit,12107250.000,12105852.000,12058677.000
StockholdersEquity,48040.000,22176.000,-24999.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,48040.000,22176.000,-24999.000
