,2011-06-30,2011-09-30,2012-03-31
CashPeriodIncreaseDecrease,,,-1667.000
CostsAndExpenses,12403.000,4967.000,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,0.000
ExchangeFees,,,800.000
IncomeTaxesPaid,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,3000.000
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,0.000
InterestPaid,,,0.000
NetCashProvidedByUsedInFinancingActivities,,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000
NetCashProvidedByUsedInInvestingActivities,,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000
NetCashProvidedByUsedInOperatingActivities,,,-1667.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1667.000
NetIncomeLoss,-12403.000,-4967.000,-4667.000
OperatingExpenses,,,4667.000
OtherGeneralAndAdministrativeExpense,11148.000,3967.000,2867.000
ProceedsFromIssuanceOfCommonStock,,,0.000
ProfessionalAndContractServicesExpense,,,1000.000
ProfessionalFees,1255.000,1000.000,0.000
Revenues,,,0.000
SalesRevenueNet,,,0.000
WeightedAverageNumberOfSharesOutstandingBasic,7275000.000,7275000.000,7275000.000
