,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-20.000,,
ComprehensiveIncomeNetOfTax,-2106581.000,-241137.000,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,0.000,0.000,,,
CostOfRevenue,257452.000,-36871.000,,,
CostsAndExpenses,2809678.000,248151.000,61636.000,114487.000,64710.000
Depreciation,,,639.000,639.000,628.000
EarningsPerShareBasic,,,-0.000,-0.020,-0.000
EarningsPerShareBasicAndDiluted,,,-0.000,-0.020,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-53.000,,
GainLossOnDispositionOfProperty,,-128702.000,12019.000,-6467.000,
GainLossOnSaleOfPropertyPlantEquipment,,,12019.000,,
GainsLossesOnExtinguishmentOfDebt,,,,-119140.000,
GeneralAndAdministrativeExpense,2396441.000,82334.000,48320.000,120954.000,64710.000
IncomeLossAttributableToParent,,,-39312.000,-208580.000,-83153.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-39312.000,-208580.000,-83153.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2107049.000,-241019.000,,,
IncomeTaxExpenseBenefit,0.000,0.000,,,
IncreaseDecreaseInAccountsAndNotesReceivable,,,708602.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-10370.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,44535.000,,
IncreaseDecreaseInDeferredCharges,,,500.000,,
InterestExpense,32309.000,34220.000,22211.000,-18897.000,18443.000
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossReductions,,,0.000,,
InvestmentsInAndAdvancesToAffiliatesAtFairValuePeriodIncreaseDecrease,,,0.000,,
LicensesRevenue,168750.000,168750.000,,,
NetCashProvidedByUsedInFinancingActivities,,,37557.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,37557.000,,
NetCashProvidedByUsedInOperatingActivities,,,-37524.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-37524.000,,
NetIncomeLoss,-2107049.000,-241019.000,-39312.000,-208580.000,-83153.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,0.000,,,
NetIncomeLossAvailableToCommonStockholdersBasic,-0.330,-0.010,-39312.000,-208580.000,-83153.000
OperatingIncomeLoss,-2167800.000,-296401.000,-61636.000,-114487.000,-64710.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,,,53.000,-289.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,468.000,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-118.000,,,
OtherComprehensiveIncomeLossNetOfTax,,-241137.000,-39365.000,-208869.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-2106581.000,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,-39365.000,-208869.000,
OtherGeneralAndAdministrativeExpense,,,70786.000,,
OtherNonoperatingIncome,93060.000,89602.000,44535.000,43944.000,
OtherSalesRevenueNet,473128.000,-217000.000,,,
ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivablesCategorizedAsAvailableForSale,,,0.100,,
ProceedsFromIssuanceOfDebt,,,37557.000,,
ProfitLoss,-2107049.000,-241019.000,,,
ResearchAndDevelopmentExpense,155785.000,73986.000,1297.000,,
Revenues,641878.000,-48250.000,,,
SalesRevenueNet,641878.000,-48250.000,,,
StockIssued1,,,51180.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,26423470.000,27475667.000,13704783.000,39938166.000
