,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AdjustmentForAmortization,,,,,,,,,,,548429.000,,,,432075.000,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,7830.000,,,,,,,,38284.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,841350.000,,,,,,,,,,
AdvertisingExpense,,,,,,,,,,,79527.000,107735.000,,,,,
AdvertisingRevenue,11000.000,16500.000,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,7830.000,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,101763.000,171054.000,171054.000,171054.000,81564.000,41505.000,69249.000,85583.000,114831.000,46473.000,99142.000,,,,119893.000,,
AmortizationOfFinancingCosts,291851.000,291851.000,282398.000,285172.000,288298.000,735148.000,23608.000,54021.000,54021.000,54021.000,54021.000,,,,54021.000,,
AmortizationOfIntangibleAssets,,,,,,,,,,,42720.000,107928.000,117215.000,176562.000,160326.000,154646.000,256796.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,8321028.000,,,,18889569.000,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,0.040,,-0.080,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,-1069000.000,,-2259000.000,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,6678000.000,,6261000.000,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,2254500.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,24011.000,,,,66407.000,,,,-3043622.000,,,,-110757.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-2622129.000,-130543.000,-1884990.000,-5036869.000,-2773775.000,-5231274.000,-6172589.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,-614116.000,-434948.000,-596580.000,671021.000,-546107.000,-700560.000,-546107.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,-565491.000,-2481570.000,,,,
CostOfGoodsSoldAmortization,123461.000,319860.000,408278.000,173804.000,268229.000,253423.000,323520.000,659972.000,673668.000,365505.000,308463.000,272969.000,271165.000,297972.000,,,
CostOfRevenue,219674.000,411038.000,438964.000,199580.000,294556.000,278843.000,1019515.000,4658565.000,4957334.000,4593149.000,44098243.000,56901582.000,61260635.000,-142518931.000,,,
CurrentForeignTaxExpenseBenefit,,,,,,,,,,,,13191.000,,,,,
DebtConversionOriginalDebtAmount1,,,,,,,,,,,300000.000,,,,,,
DebtInstrumentConvertibleNumberOfEquityInstruments,,,,,,,,,,,,,,,,4446515.000,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,-233120.000,-398100.000,-882053.000,,717777.000,-170989.000,,,,,
Depreciation,,,,,,,,,,,,,,,79325.000,,111819.000
DepreciationDepletionAndAmortization,,,,,,,7937.000,,,,144491.000,159091.000,198863.000,202308.000,326530.000,,
EarningsPerShareBasic,,,,,,,,,,,,0.000,-0.040,,,,
EarningsPerShareBasicAndDiluted,-0.040,-0.020,-0.050,-0.030,-0.030,-0.090,-0.050,-0.070,-0.080,-0.140,-0.070,,,,-0.070,-0.110,-0.100
EarningsPerShareDiluted,,,,,,,,,,,,0.000,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,,,,,,,-23289.000,,,,-20559.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.340,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,,,,,,,245368.000,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,,,,858245.000,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,,,,37896892.000,,,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,,,,,0.000,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,,,,0.003,
FairValueAssumptionsWeightedAverageVolatilityRate,,,,,,,,,,,,,,,,1.032,
FeesAndCommissions,,,,,,,45664.000,935812.000,1061023.000,1013781.000,4613321.000,4469432.000,4407484.000,3512387.000,,,
GainLossOnInvestments,,,,,,,,,,,818.000,7189.000,12671.000,8610.000,9514.000,0.000,4299.000
GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,-1969174.000
GainLossOnSaleOfEquityInvestments,,,,,,,-447089.000,,,,,,,,,,
GainLossOnSaleOfOtherAssets,,,,,,,,,,,,,,,89506.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,3972.000,2855737.000,,,,,
GeneralAndAdministrativeExpense,522655.000,474693.000,700934.000,580442.000,564784.000,1120198.000,1054387.000,2406501.000,2074973.000,2684193.000,4453031.000,4767293.000,3697969.000,4684226.000,2723091.000,5551098.000,4763097.000
GoodwillImpairmentLoss,,,,,,,,,,,0.000,,,,,,
GoodwillTranslationAdjustments,,,,,,,,,,,,,,,-274373.000,-457289.000,
GrossProfit,210469.000,621000.000,431400.000,693206.000,565122.000,537227.000,756299.000,1967692.000,1303573.000,1779758.000,2141031.000,2319117.000,2133536.000,1662904.000,523825.000,675441.000,892259.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,,,,,,0.000,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,-3182672.000,-331286.000,-2276013.000,-3339264.000,-2590020.000,-5342112.000,-4714928.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-758882.000,-436427.000,-908602.000,-538657.000,-577624.000,-1572655.000,-701119.000,-1188235.000,-1536569.000,-1623731.000,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,-2590020.000,-5342112.000,-4714928.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,,,,,0.060,-0.120,0.100
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,,,-102744.000,161897.000,134752.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,0.000,0.004,0.040
IncomeLossFromEquityMethodInvestments,,,,,151212.000,,-447089.000,-616342.000,-722310.000,-2141431.000,818.000,,,,,,
IncomeTaxExpenseBenefit,,,5733.000,-21872.000,,,,,560.000,,,13191.000,79.000,,0.000,0.000,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,233120.000,12712.000,882613.000,,877429.000,-23274.000,,,,,
