,2016-06-30,2016-09-30,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-122000.000
AllocatedShareBasedCompensationExpense,106000.000,448000.000,843000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,9887412.000,1496156.000,2306482.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,0.000
CapitalExpendituresIncurredButNotYetPaid,,,118000.000
ComprehensiveIncomeNetOfTax,-7103000.000,-7008000.000,-13878000.000
DepreciationDepletionAndAmortization,,,88000.000
EarningsPerShareBasicAndDiluted,-19.070,-0.870,-0.840
FairValueAdjustmentOfWarrants,0.000,0.000,0.000
GeneralAndAdministrativeExpense,1395000.000,1577000.000,2991000.000
IncreaseDecreaseInAccountsPayable,,,-151000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,1359000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-1586000.000
InvestmentIncomeInterest,27000.000,54000.000,172000.000
NetCashProvidedByUsedInFinancingActivities,,,374000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,374000.000
NetCashProvidedByUsedInInvestingActivities,,,-1250000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1250000.000
NetCashProvidedByUsedInOperatingActivities,,,-10356000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-10356000.000
NetIncomeLoss,-7098000.000,-7084000.000,-14101000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-7323000.000,-7377000.000,-14101000.000
OperatingExpenses,7091000.000,7138000.000,14273000.000
OperatingIncomeLoss,-7091000.000,-7138000.000,-14273000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-1000.000,1000.000,-14000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-4000.000,75000.000,237000.000
OtherNonoperatingIncomeExpense,-34000.000,,
PaymentsToAcquireAvailableForSaleSecurities,,,8002000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,48000.000
ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,,,0.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,6800000.000
ProceedsFromStockPlans,,,374000.000
ResearchAndDevelopmentExpense,5696000.000,5561000.000,11282000.000
ShareBasedCompensation,,,843000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.625,0.628,0.625
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.014,0.013,0.021
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,6.090,7.570
TemporaryEquityAccretionToRedemptionValue,225000.000,293000.000,
TemporaryEquityAccretionToRedemptionValueAdjustment,225000.000,293000.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,383910.000,8483189.000,16766218.000
