,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30
AccountsAndOtherReceivablesNetCurrent,,,,,,63.000,
AccountsPayableCurrent,16180.000,72705.000,48216.000,40636.000,101147.000,326264.000,103207.000
AccountsPayableRelatedPartiesCurrent,,,,,,,248692.000
AccountsReceivableNetCurrent,,,,,52.000,193.000,
AccountsReceivableRelatedPartiesCurrent,393.000,3130.000,2418.000,3782.000,1652.000,4323.000,30187.000
AccruedLiabilitiesCurrent,49739.000,2607.000,3922.000,19489.000,8038.000,10307.000,4663.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1188.000,1984.000,2755.000,3790.000,13125.000,23963.000,44221.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-829.000,-2473.000,-11526.000,-21310.000,-8137.000,28063.000,15029.000
AdditionalPaidInCapital,3891010.000,3891010.000,3703889.000,3846931.000,3711931.000,3711931.000,4610553.000
Assets,1341493.000,1285990.000,1088464.000,1064385.000,1195728.000,1307335.000,806685.000
AssetsCurrent,1272772.000,1221087.000,1024336.000,978212.000,1027499.000,1147060.000,662594.000
Cash,1166927.000,1115863.000,857617.000,697852.000,,795033.000,
CashAndCashEquivalentsAtCarryingValue,1166927.000,1115863.000,857617.000,697852.000,870646.000,795033.000,366082.000
CashFDICInsuredAmount,23850.000,250000.000,250000.000,250000.000,,250000.000,250000.000
CashUninsuredAmount,583498.000,384137.000,286373.000,114697.000,508680.000,464121.000,77549.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,2111300.000,1819711.000,1819711.000,1485932.000,500000.000,50000.000,
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,393308472.000,393308472.000,393308472.000,394245972.000,394245972.000,394245972.000,401441972.000
CommonStockSharesOutstanding,393308472.000,393308472.000,393308472.000,394245972.000,394245972.000,394245972.000,401441972.000
CommonStockValue,393308.000,393308.000,393308.000,394245.000,394246.000,394246.000,401441.000
ConvertibleNotesPayableCurrent,,,,,,,609.000
DebtInstrumentUnamortizedDiscount,,,,,,,101240.000
DeferredTaxAssetsOperatingLossCarryforwards,242687.000,366183.000,,,827240.000,,
DeferredTaxAssetsValuationAllowance,242687.000,366183.000,,,827240.000,,
DepositsAssetsNoncurrent,34721.000,25832.000,25510.000,46881.000,47578.000,49133.000,50619.000
DerivativeLiabilitiesCurrent,,,,,,,111145.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,971082.000,1354700.000,1627131.000,1799847.000,2654340.000,3575622.000,4724750.000
DueToRelatedPartiesCurrent,74467.000,103244.000,47497.000,70173.000,142843.000,462146.000,
DueToRelatedPartiesCurrentAndNoncurrent,,,,70173.000,,462146.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,2659.000,3786.000,4338.000,4895.000,5459.000,6023000.000,
FiniteLivedIntangibleAssetsNet,28524.000,31192.000,31607.000,31050.000,30486.000,29922.000,31033.000
FiniteLivedTrademarksGross,,34978.000,35945.000,35945.000,,35945.000,
FurnitureAndFixturesGross,,,,,8297.000,8222.000,
IncomeTaxExaminationPenaltiesAndInterestAccrued,0.000,0.000,,,,,
IncomeTaxesReceivable,10764.000,12860.000,7885.000,1240.000,3763.000,25067.000,5761.000
IntangibleAssetsNetExcludingGoodwill,63245.000,57024.000,57117.000,77931.000,78064.000,79055.000,81652.000
InventoryNet,93742.000,88555.000,155615.000,197830.000,110894.000,322373.000,260556.000
LeaseholdImprovementsGross,,,,,73540.000,72874.000,
Liabilities,140386.000,178556.000,99635.000,130298.000,252028.000,798717.000,504412.000
LiabilitiesAndStockholdersEquity,1341493.000,1285990.000,1088464.000,1064385.000,1195728.000,1307335.000,806685.000
LiabilitiesCurrent,140386.000,178556.000,99635.000,130298.000,252028.000,798717.000,504412.000
LiabilityForUncertainTaxPositionsCurrent,0.000,0.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,76318.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,27828.000,,27828.000,73218.000,76318.000,,294686.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,76370.000,236406.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,181560.000,236406.000,,132458.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,219.000,,219.000,181560.000,236406.000,,330736.000
OperatingLossCarryforwards,693392.000,1077010.000,,,2363544.000,,
OtherNotesPayableCurrent,,,,,,,36096.000
OtherReceivablesNetCurrent,142.000,,305.000,32.000,102.000,8.000,8.000
PrepaidExpenseCurrent,804.000,679.000,496.000,77476.000,40390.000,,
PropertyPlantAndEquipmentGross,6664.000,9863.000,9766.000,12032.000,21453.000,24087.000,
PropertyPlantAndEquipmentNet,5476.000,7879.000,7011.000,8242.000,90165.000,81220.000,62439.000
SaleOfStockPricePerShare,0.300,,,,,,
StockholdersEquity,1201107.000,1107434.000,988829.000,934087.000,943700.000,508618.000,302273.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1201107.000,1107434.000,988829.000,934087.000,943700.000,508618.000,302273.000
