,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,789000.000,243000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,186000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,2165000.000,2270000.000
AllocatedShareBasedCompensationExpense,,3200000.000,5200000.000
AmortizationOfFinancingCosts,600000.000,412000.000,668000.000
AmortizationOfIntangibleAssets,,,0.000
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,,18936000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,-297000.000
CapitalExpendituresIncurredButNotYetPaid,19000.000,45000.000,-32000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2830000.000,115000.000,14486000.000
ComprehensiveIncomeNetOfTax,,,14455000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-4265000.000,25975000.000,65714000.000
ConversionOfStockAmountIssued1,28486000.000,0.000,0.000
CostOfServicesEnergyServices,258616000.000,241188000.000,344944000.000
CostsAndExpenses,326717000.000,328248000.000,462696000.000
CurrentFederalTaxExpenseBenefit,0.000,268000.000,5361000.000
CurrentIncomeTaxExpenseBenefit,173000.000,-9000.000,7044000.000
CurrentStateAndLocalTaxExpenseBenefit,173000.000,-277000.000,1683000.000
DeferredFederalIncomeTaxExpenseBenefit,-957000.000,1820000.000,2944000.000
DeferredIncomeTaxExpenseBenefit,-1064000.000,1983000.000,3382000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-107000.000,163000.000,438000.000
Depreciation,3700000.000,1600000.000,2100000.000
DepreciationAndAmortization,,,32788000.000
DepreciationDepletionAndAmortization,22221000.000,25378000.000,48526000.000
DerivativeGainLossOnDerivativeNet,,-18497000.000,22407000.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,-334000.000,-310000.000
DividendsCommonStockCash,,4456000.000,8367000.000
EarningsPerShareBasic,-0.020,1.260,2.530
EarningsPerShareDiluted,-0.020,1.060,2.230
EffectiveIncomeTaxRateContinuingOperations,0.173,0.071,0.137
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.350
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,1200000.000,2100000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,185000.000
ExciseAndSalesTaxes,3000000.000,3000000.000,5300000.000
GainLossOnSaleOfDerivatives,-3479000.000,23948000.000,24427000.000
GeneralAndAdministrativeExpense,45880000.000,61682000.000,84964000.000
ImpairmentOfIntangibleAssetsFinitelived,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-5156000.000,27949000.000,76099000.000
IncomeTaxExpenseBenefit,-891000.000,1974000.000,10426000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-1753000.000,9503000.000,26635000.000
IncomeTaxReconciliationMinorityInterestIncomeExpense,-1451000.000,7356000.000,17740000.000
IncomeTaxReconciliationOtherAdjustments,-51000.000,49000.000,185000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,69000.000,-222000.000,1346000.000
IncomeTaxesPaid,85000.000,216000.000,7326000.000
