,2016-06-30,2016-09-30,2017-03-31
AllocatedShareBasedCompensationExpense,4976000.000,7648000.000,9385000.000
AllowanceForDoubtfulAccountsReceivableWriteOffs,400000.000,16000.000,378000.000
AmortizationOfIntangibleAssets,100000.000,100000.000,1200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,17551471.000
CapitalizedComputerSoftwareAdditions,3300000.000,3400000.000,4300000.000
CapitalizedComputerSoftwareAmortization1,,,1800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-187225000.000
ComprehensiveIncomeNetOfTax,,,-14417000.000
CostOfRevenue,28203000.000,31285000.000,37286000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,200000.000,900000.000
Depreciation,1600000.000,1900000.000,2800000.000
DepreciationDepletionAndAmortization,,,3955000.000
EarningsPerShareBasicAndDiluted,-0.450,-0.130,-0.160
EffectOfExchangeRateOnCashAndCashEquivalents,,,11000.000
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,400000.000,400000.000,709000.000
GainLossOnContractTermination,,,295000.000
GainLossOnSaleOfSecuritiesNet,0.000,0.000,
GeneralAndAdministrativeExpense,11635000.000,14545000.000,17203000.000
GoodwillAcquiredDuringPeriod,,,12688000.000
GoodwillForeignCurrencyTranslationGainLoss,,,-70000.000
GrossProfit,36307000.000,40248000.000,50086000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-10881000.000,-11138000.000,-14257000.000
IncomeTaxExpenseBenefit,113000.000,116000.000,-30000.000
IncomeTaxesPaid,,,42000.000
IncreaseDecreaseInAccountsPayable,,,149000.000
IncreaseDecreaseInAccountsReceivable,,,1950000.000
IncreaseDecreaseInDeferredRevenue,,,885000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,178000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,306000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,972000.000
InvestmentIncomeAmortizationOfPremium,,,63000.000
InvestmentIncomeInterest,,,500000.000
LeaseAndRentalExpense,2000000.000,2100000.000,1900000.000
NetCashProvidedByUsedInFinancingActivities,,,12342000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,12342000.000
NetCashProvidedByUsedInInvestingActivities,,,-202018000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-202018000.000
NetCashProvidedByUsedInOperatingActivities,,,2440000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,2440000.000
NetIncomeLoss,-10994000.000,-11254000.000,-14227000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-10994000.000,-11254000.000,-14227000.000
OperatingExpenses,47160000.000,51524000.000,64841000.000
OperatingIncomeLoss,-10853000.000,-11276000.000,-14755000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,-88000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,-102000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,-190000.000
OtherNonoperatingIncomeExpense,-28000.000,138000.000,498000.000
PaymentsOfStockIssuanceCosts,,,238000.000
PaymentsToAcquireAvailableForSaleSecuritiesDebt,,,170769000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,22621000.000
PaymentsToAcquireIntangibleAssets,,,8000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,4971000.000
PaymentsToDevelopSoftware,,,3649000.000
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,,,0.000
ProceedsFromStockOptionsExercised,,,12735000.000
ProvisionForDoubtfulAccounts,544000.000,170000.000,72000.000
ResearchAndDevelopmentExpense,17369000.000,21106000.000,26522000.000
Revenues,64510000.000,71533000.000,87372000.000
SalesRevenueNet,64510000.000,71533000.000,87372000.000
SellingAndMarketingExpense,18156000.000,15873000.000,21116000.000
ShareBasedCompensation,,,9385000.000
UnrealizedGainLossOnSecurities,0.000,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,24261903.000,83887901.000,88612804.000
