,2011-12-31,2012-03-31,2012-09-12
AccountsPayableCurrent,343842.000,348671.000,
AccountsReceivableNetCurrent,238460.000,229804.000,
AccruedLiabilitiesCurrent,124409.000,104382.000,
AdditionalPaidInCapital,22157447.000,22162322.000,
Assets,2366645.000,2677240.000,
AssetsCurrent,495246.000,679287.000,
BankOverdrafts,11873.000,24.000,
CashAndCashEquivalentsAtCarryingValue,73664.000,264679.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,
CommonStockSharesAuthorized,200000000.000,200000000.000,
CommonStockSharesIssued,133443434.000,133568434.000,
CommonStockSharesOutstanding,133443434.000,133568434.000,
CommonStockSharesSubscribedButUnissuedValue,50000.000,50000.000,
CommonStockValue,133443.000,133568.000,
ConvertibleLongTermNotesPayable,,770000.000,
ConvertibleNotesPayable,220000.000,,
ConvertiblePreferredStockSharesIssued,5736333.000,5736333.000,
ConvertiblePreferredStockSharesOutstanding,5736333.000,5736333.000,
CustomerDepositsCurrent,,36100.000,
Deposits,,176875.000,
DepositsAssetsCurrent,176875.000,,
IntangibleAssetsNetExcludingGoodwill,140000.000,130000.000,
InterestPayableCurrent,47548.000,,
Liabilities,2350130.000,3045828.000,
LiabilitiesAndStockholdersEquity,2366645.000,2677240.000,
LiabilitiesCurrent,2070353.000,1326412.000,
LinesOfCreditCurrent,90223.000,13177.000,
LoansReceivableNet,,2864.000,
LongTermDebt,279777.000,,
LongTermDebtCurrent,29057.000,1719416.000,
LongTermNotesPayable,59777.000,949416.000,
NotesPayableCurrent,930646.000,117217.000,
NotesPayableRelatedPartiesCurrentAndNoncurrent,492755.000,492755.000,
OtherAssets,146324.000,132864.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,
PreferredStockSharesAuthorized,75000000.000,75000000.000,
PreferredStockValue,5736.000,5736.000,
PrepaidExpenseCurrent,6247.000,7929.000,
PropertyPlantAndEquipmentGross,,1865089.000,
PropertyPlantAndEquipmentNet,1725075.000,1865089.000,
RetainedEarningsAccumulatedDeficit,-22330111.000,-22720214.000,
ShortTermNonBankLoansAndNotesPayable,,141345.000,
StockholdersEquity,16515.000,-368588.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,16515.000,-368588.000,
