,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,2562000.000,3250000.000,2801000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,2562000.000,,
AccountsReceivableNetCurrent,,,,7179000.000,5634000.000,6554000.000
AccruedIncomeTaxesCurrent,,,,0.000,342000.000,423000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,300000.000,400000.000,500000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,0.000,,
AdditionalPaidInCapitalCommonStock,,,,35245000.000,35257000.000,35270000.000
Assets,,,,115571000.000,113279000.000,111148000.000
AssetsCurrent,,,,30824000.000,26497000.000,27372000.000
AssetsHeldForSaleCurrent,,,,220000.000,139000.000,139000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,994000.000,984000.000,933000.000,411000.000,403000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,933000.000,411000.000,403000.000
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,76200000.000,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,,-1405000.000,0.000,0.000,0.000,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,10900000.000,10900000.000,10900000.000,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,59400000.000,59400000.000,59400000.000,,
CashAndCashEquivalentsAtCarryingValue,,,,16671000.000,17495000.000,17118000.000
CashAndCashEquivalentsFairValueDisclosure,,24954000.000,24486000.000,19171000000.000,19995000.000,
CommonStockParOrStatedValuePerShare,,,,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,30000000.000,30000000.000,30000000.000
CommonStockSharesIssued,,,,24242249.000,24249825.000,24257178.000
CommonStockSharesOutstanding,,,,24242249.000,24249825.000,24257178.000
CommonStockValue,,,,24000.000,24000.000,24000.000
DebtInstrumentBasisSpreadOnVariableRate,,0.160,,,,
DebtInstrumentInterestRateAtPeriodEnd,,0.170,0.170,0.170,0.170,0.170
DebtInstrumentInterestRateEffectivePercentage,,0.180,0.180,0.180,0.180,0.180
DebtInstrumentUnamortizedDiscount,,1300000.000,1200000.000,1200000.000,1100000.000,1000000.000
DeferredFinanceCostsNet,,1400000.000,1300000.000,1200000.000,1100000.000,1100000.000
DeferredTaxAssetsGross,,45810000.000,39849000.000,38361000.000,39591000.000,36908000.000
DeferredTaxAssetsGrossCurrent,,45800000.000,,,,
DeferredTaxAssetsGrossNoncurrent,,-17640000.000,-18695000.000,-18343000.000,,
DeferredTaxAssetsLiabilitiesNet,,1405000.000,0.000,0.000,19927000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,0.000,21154000.000,20018000.000,19927000.000,19267000.000
DeferredTaxAssetsNet,,,21154000.000,20018000.000,37919000.000,19267000.000
DeferredTaxAssetsNetCurrent,,1405000.000,5513000.000,3956000.000,982000.000,2201000.000
DeferredTaxAssetsNetNoncurrent,,,15641000.000,16062000.000,18945000.000,17066000.000
DeferredTaxAssetsOperatingLossCarryforwards,,44868000.000,39171000.000,37386000.000,38579000.000,35783000.000
DeferredTaxAssetsPropertyPlantAndEquipment,,260000.000,184000.000,147000.000,109000.000,73000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,495000.000,451000.000,147000.000,144000.000,141000.000
DeferredTaxAssetsValuationAllowance,,26765000.000,0.000,0.000,1672000.000,0.000
DeferredTaxAssetsValuationAllowanceCurrent,,26800000.000,,,,
DeferredTaxLiabilities,,,,,,17641000.000
DeferredTaxLiabilitiesGrossNoncurrent,,17640000.000,-18695000.000,18343000.000,,
DeferredTaxLiabilitiesNoncurrent,,,,0.000,,
DisposalGroupIncludingDiscontinuedOperationAccruedIncomeTaxesPayable,,21000.000,20000.000,11000.000,11000.000,11000.000
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilities,,356000.000,357000.000,341000.000,341000.000,340000.000
DisposalGroupIncludingDiscontinuedOperationPensionPlanBenefitObligation,,988000.000,984000.000,421000.000,411000.000,403000.000
DividendsPayableCurrentAndNoncurrent,,,,7300000.000,,
EquityMethodInvestmentOwnershipPercentage,,0.805,0.805,0.500,0.500,0.500
FiniteLivedIntangibleAssetsAccumulatedAmortization,,5017000.000,6020000.000,7024000.000,8027000.000,9031000.000
FiniteLivedIntangibleAssetsGross,,59434000.000,59434000.000,59434000.000,59434000.000,59434000.000
FiniteLivedIntangibleAssetsNet,,54417000.000,53414000.000,52410000.000,51407000.000,50403000.000
Goodwill,,,,10920000.000,10920000.000,10920000.000
