,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,30068000.000,26853000.000,24556000.000,27791000.000,24453000.000,23098000.000,19880000.000,23404000.000,22440000.000,20189000.000,20161000.000,26496000.000,24280000.000,22242000.000,22300000.000,24069000.000,24437000.000
AccountsReceivableNetCurrent,248602000.000,246290000.000,247292000.000,246771000.000,237189000.000,253112000.000,264849000.000,263211000.000,239609000.000,236641000.000,242472000.000,257352000.000,253038000.000,265046000.000,279227000.000,255214000.000,253979000.000
AccruedIncomeTaxesCurrent,4655000.000,5198000.000,2921000.000,2949000.000,1981000.000,2687000.000,4271000.000,4954000.000,3977000.000,5912000.000,7510000.000,7913000.000,7098000.000,7821000.000,6521000.000,5939000.000,4316000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,85960000.000,83733000.000,88838000.000,85923000.000,85235000.000,90304000.000,85755000.000,90844000.000,85713000.000,84276000.000,74886000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,237797000.000,233038000.000,241586000.000,239398000.000,241235000.000,252848000.000,261635000.000,268955000.000,279687000.000,280205000.000,282635000.000,281569000.000,290906000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,-4003000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,-121000.000,,,,,,,2612000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,-26757000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-22154000.000,-32091000.000,-38326000.000,-30432000.000,-33846000.000,-31789000.000,-33400000.000,-30881000.000,-49163000.000,-49963000.000,-53964000.000,-48851000.000,-44570000.000,-49947000.000,-57186000.000,-59744000.000,-61668000.000
AdditionalPaidInCapital,384366000.000,380739000.000,376629000.000,372957000.000,369004000.000,364907000.000,375243000.000,371382000.000,367479000.000,363425000.000,357518000.000,353111000.000,347629000.000,342331000.000,334657000.000,326578000.000,317988000.000
AllowanceForDoubtfulAccountsReceivableCurrent,5402000.000,3094000.000,3129000.000,3227000.000,2828000.000,2752000.000,2990000.000,2804000.000,1373000.000,2026000.000,2081000.000,1989000.000,2782000.000,2567000.000,2562000.000,1287000.000,1813000.000
AssetRetirementObligation,,,,,,,3574000.000,,,,3584000.000,,,,4150000.000,,
AssetRetirementObligationsNoncurrent,,,,,,,3574000.000,,,,3584000.000,,,,4150000.000,,
Assets,683398000.000,663373000.000,649204000.000,647990000.000,639644000.000,647886000.000,642349000.000,634988000.000,597996000.000,602614000.000,620221000.000,639837000.000,653696000.000,650570000.000,649669000.000,621833000.000,623490000.000
AssetsCurrent,341773000.000,335281000.000,327993000.000,331749000.000,326203000.000,337346000.000,333736000.000,339244000.000,304238000.000,304174000.000,303670000.000,329552000.000,339688000.000,343219000.000,344795000.000,321903000.000,319542000.000
AssetsFairValueDisclosure,,,,,2336000.000,2855000.000,3324000.000,4044000.000,1016000.000,1816000.000,403000.000,883000.000,1205000.000,781000.000,1577000.000,2754000.000,972000.000
AssetsHeldForSaleCurrent,,,,,,,1741000.000,,,,1200000.000,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,0.000,,
BuildingsAndImprovementsGross,,,,,,,29739000.000,24976000.000,25001000.000,25871000.000,26219000.000,26288000.000,26540000.000,26458000.000,26353000.000,26270000.000,27015000.000
CapitalLeaseObligationsCurrent,3571000.000,3667000.000,3571000.000,3824000.000,3393000.000,3078000.000,3023000.000,1988000.000,2688000.000,1998000.000,2005000.000,1988000.000,2623000.000,2761000.000,2952000.000,3088000.000,3324000.000
CapitalLeaseObligationsNoncurrent,6691000.000,5087000.000,4373000.000,3404000.000,2704000.000,2423000.000,1763000.000,481000.000,3008000.000,2096000.000,3125000.000,2730000.000,3724000.000,3502000.000,3272000.000,2835000.000,2690000.000
CapitalLeasedAssetsGross,,,,,,,25751000.000,,,,25268000.000,,,,27245000.000,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,5867000.000,,,,5222000.000,,,,6574000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,3814000.000,,,,2839000.000,,,,3821000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,0.000,,,,250000.000,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,6000.000,,,,428000.000,,,,384000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,283000.000,,,,1540000.000,,,,720000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,1758000.000,,,,2196000.000,,,,3064000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,0.000,,,,0.000,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,1075000.000,,,,2123000.000,,,,1765000.000,,
CapitalLeasesFutureMinimumPaymentsNetMinimumPayments1,,,,,,,5861000.000,,,,7253000.000,,,,7989000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,4786000.000,,,,5130000.000,,,,6224000.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,19884000.000,,,,20046000.000,,,,20671000.000,,
CapitalizedComputerSoftwareGross,,,,,,,44659000.000,44671000.000,44161000.000,44934000.000,46850000.000,47246000.000,48140000.000,49828000.000,50376000.000,49622000.000,49741000.000
CapitalizedComputerSoftwareNet,,,,,,,19822000.000,,,,16671000.000,,,,14839000.000,,
CashAndCashEquivalentsAtCarryingValue,18806000.000,23591000.000,19337000.000,16894000.000,23385000.000,19022000.000,12245000.000,15208000.000,9686000.000,12292000.000,7366000.000,10505000.000,24051000.000,15862000.000,8857000.000,7074000.000,7507000.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,2653000.000,2653000.000,1852000.000,1852000.000,1852000.000,1852000.000,1852000.000,1852000.000,1852000.000,1852000.000,,,,,,,
CommonStockSharesAuthorized,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000,361000000.000
CommonStockValue,,,,,1253000.000,1253000.000,1268000.000,1270000.000,1271000.000,1273000.000,1275000.000,1276000.000,1277000.000,1277000.000,1277000.000,1278000.000,1278000.000
ConstructionInProgressGross,,,,,,,3126000.000,2375000.000,6951000.000,7095000.000,9075000.000,9858000.000,13400000.000,7516000.000,3771000.000,8116000.000,13149000.000
DebtInstrumentCarryingAmount,,,,,723663000.000,725346000.000,745311000.000,738797000.000,729569000.000,726327000.000,745496000.000,769366000.000,727741000.000,725305000.000,754540000.000,734921000.000,750653000.000
DebtInstrumentUnamortizedDiscount,,,,,13932000.000,13461000.000,12976000.000,12476000.000,11960000.000,11429000.000,10882000.000,10319000.000,9738000.000,9140000.000,8524000.000,7888000.000,7234000.000
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,43000.000,,13000.000,,,,12000.000,,,,11000.000,,
DeferredFinanceCostsNoncurrentGross,,,,,,,,,,,,,,719000.000,,,
DeferredIncomeTaxLiabilities,,,,,,,26014000.000,,,,16663000.000,,,,17548000.000,,
DeferredRentCreditNoncurrent,,,,,,,2577000.000,,,,2085000.000,,,,2696000.000,,
DeferredRevenue,,,,,,,989000.000,,,,2419000.000,,,,646000.000,,
DeferredRevenueAndCredits,,,,,,,9379000.000,,,,9719000.000,,,,10769000.000,,
DeferredRevenueCurrent,,,,,,,7957000.000,,,,7420000.000,,,,12577000.000,,
DeferredRevenueNoncurrent,,,,,,,3484000.000,,,,3253000.000,,,,3509000.000,,
DeferredTaxAssetsDeferredIncome,,,,,,,191000.000,,,,0.000,,,,2278000.000,,
DeferredTaxAssetsGross,,,,,,,239683000.000,,,,233802000.000,,,,229510000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,7254000.000,,,,31604000.000,,,,23960000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,1518000.000,,,,1797000.000,,,,1925000.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,14213000.000,,,,35975000.000,,,,28951000.000,,
DeferredTaxAssetsNetCurrent,,,,,,,1518000.000,,,,1797000.000,,,,1925000.000,,
DeferredTaxAssetsNetNoncurrent,25102000.000,17483000.000,17156000.000,16625000.000,14541000.000,13912000.000,14213000.000,12177000.000,11600000.000,20054000.000,35975000.000,30792000.000,30941000.000,29241000.000,28951000.000,26979000.000,27260000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,185142000.000,,,,177291000.000,,,,170875000.000,,
DeferredTaxAssetsOther,,,,,,,1320000.000,,,,2523000.000,,,,1481000.000,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,25296000.000,,,,26690000.000,,,,28729000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,14303000.000,,,,13712000.000,,,,12566000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,2614000.000,,,,3946000.000,,,,3272000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,8635000.000,,,,8815000.000,,,,3353000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsRestructuringCharges,,,,,,,1629000.000,,,,632000.000,,,,610000.000,,
DeferredTaxAssetsUnrealizedCurrencyLosses,,,,,,,553000.000,,,,193000.000,,,,6346000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,206415000.000,,,,185535000.000,,,,188002000.000,,
DeferredTaxLiabilitiesCurrent,,,,,,,4545000.000,,,,2340000.000,,,,997000.000,,
DeferredTaxLiabilitiesDeferredExpense,,,,,,,,,,,229000.000,,,,0.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,14844000.000,,,,12748000.000,,,,12727000.000,,
DeferredTaxLiabilitiesNoncurrent,8005000.000,7445000.000,10283000.000,10351000.000,9920000.000,9950000.000,3932000.000,3702000.000,3682000.000,3783000.000,3828000.000,3817000.000,3796000.000,3710000.000,5919000.000,5812000.000,5938000.000
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,,,,11170000.000,,,,3686000.000,,,,4821000.000,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiability,,,,,,,19085000.000,,,,,,,,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,,,,,,,,,,,12162000.000,,,,12455000.000,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeLossAfterTax,,,,,,,84000.000,,,,1632000.000,,,,,,
DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeNetGainsLossesAfterTax,,,,,,,2084000.000,,,,469000.000,,,,-723000.000,,
