,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,116336000.000,139572000.000,123253000.000,116350000.000,122469000.000,133479000.000
AccountsReceivableNetCurrent,440858000.000,471523000.000,439845000.000,441294000.000,443661000.000,483451000.000
AccruedBonusesCurrentAndNoncurrent,26626000.000,31502000.000,8679000.000,12892000.000,16359000.000,20715000.000
AccruedIncomeTaxesCurrent,0.000,13683000.000,14882000.000,16278000.000,0.000,14640000.000
AccruedIncomeTaxesNoncurrent,,,,3779000.000,2100000.000,2089000.000
AccruedLiabilitiesCurrent,152667000.000,153375000.000,150802000.000,163694000.000,156136000.000,154889000.000
AccruedLiabilitiesCurrentAndNoncurrent,152667000.000,153375000.000,150802000.000,163694000.000,156136000.000,154889000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,11557000.000,13809000.000,8727000.000,11826000.000,13380000.000,16201000.000
AccruedSalesCommissionCurrentAndNoncurrent,14090000.000,,13982000.000,14070000.000,14953000.000,
AccruedVacationCurrentAndNoncurrent,13543000.000,14368000.000,12070000.000,11193000.000,11580000.000,8651000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,676582000.000,683948000.000,698518000.000,698453000.000,706586000.000,667007000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-673000.000,,,,178000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,5108000.000,,,,-2355000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-72594000.000,,,,-238525000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-74422000.000,-68159000.000,-85718000.000,-94028000.000,-274558000.000,-240702000.000
AllowanceForDoubtfulAccountsReceivableCurrent,10759000.000,11185000.000,9420000.000,8979000.000,8819000.000,10357000.000
AssetRetirementObligation,17402000.000,10342000.000,,,,9953000.000
AssetRetirementObligationCurrent,0.000,0.000,,,,
AssetRetirementObligationsNoncurrent,17402000.000,10342000.000,10059000.000,10033000.000,9482000.000,9953000.000
Assets,5350283000.000,5346416000.000,5293171000.000,5210625000.000,4886946000.000,4924455000.000
AssetsCurrent,965708000.000,972525000.000,945885000.000,956196000.000,970341000.000,1017802000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,462000.000,477000.000,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,918000.000,1405000.000,
AvailableForSaleSecuritiesAmortizedCost,6675000.000,5970000.000,10451000.000,12224000.000,12237000.000,12128000.000
BuildingsAndImprovementsGross,440504000.000,446277000.000,443234000.000,445124000.000,417373000.000,393692000.000
BusinessCombinationContingentConsiderationLiability,4557000.000,5886000.000,5956000.000,7420000.000,6997000.000,4451000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,806526000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,2302355000.000,,,,,
CapitalizedComputerSoftwareGross,121944000.000,126180000.000,131487000.000,132140000.000,124467000.000,119920000.000
CashAndCashEquivalentsAtCarryingValue,231360000.000,248841000.000,242423000.000,254351000.000,264857000.000,282918000.000
CommonStockNoParValue,0.000,,,,,
CommonStockParOrStatedValuePerShare,0.150,0.150,,,,
CommonStockSharesAuthorized,170060000.000,170060000.000,,,,
CommonStockSharesIssued,85885000.000,85920000.000,86151000.000,85380000.000,84928000.000,84948000.000
CommonStockSharesOutstanding,85879000.000,85920000.000,86151000.000,85380000.000,84928000.000,84948000.000
CommonStockValue,1846700000.000,2151719000.000,2161050000.000,2112834000.000,2082921000.000,2085134000.000
ConstructionInProgressGross,87661000.000,79291000.000,89692000.000,100158000.000,69309000.000,77421000.000
DebtInstrumentFaceAmount,662460000.000,662580000.000,666000000.000,666000000.000,666000000.000,960684000.000
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,,345.000,,,,
DeferredCompensationPlanAssets,,1696000.000,,,,1604000.000
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsNet,,,-3299000.000,3178000.000,3057000.000,3927000.000
DeferredRevenue,42928000.000,56238000.000,64205000.000,66792000.000,64574000.000,71020000.000
DeferredTaxAndOtherLiabilitiesNoncurrent,,3744000.000,,,,3631000.000
DeferredTaxAssetsDeferredIncome,,7910000.000,,,,8962000.000
DeferredTaxAssetsGrossCurrent,,87682000.000,,,,87335000.000
DeferredTaxAssetsLiabilitiesNet,,245113000.000,,,,163045000.000
DeferredTaxAssetsNet,,71247000.000,,,,70969000.000
