,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,4252290.000,4366118.000,10375239.000,24841342.000,37057965.000,39169037.000,32512315.000,38609740.000,40473700.000,63168422.000,79263138.000,91416789.000,98355284.000,120136903.000,48017693.000,59492828.000,38762753.000
AccountsReceivableNetCurrent,1587232.000,2387481.000,3247412.000,5421851.000,6215270.000,12573156.000,18266020.000,18305731.000,4537655.000,8715821.000,8811512.000,9352780.000,10106403.000,7203455.000,6263180.000,9107331.000,4002942.000
AccruedLiabilitiesCurrent,153931.000,151626.000,206122.000,15972.000,9911.000,420521.000,827938.000,1977640.000,6015432.000,11821729.000,12149221.000,13238341.000,8575206.000,11267831.000,5865788.000,4546468.000,5073975.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,11821729.000,,,,11267831.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2905231.000,4240851.000,5505288.000,7514417.000,23708158.000,80230517.000,83410491.000,87026331.000,42055419.000,48176522.000,54519514.000,63201890.000,72499921.000,149703417.000,245471677.000,317035267.000,486650786.000
AdditionalPaidInCapital,86355199.000,86661605.000,86958174.000,87486570.000,173489875.000,180439530.000,187966399.000,279526394.000,270019428.000,416301344.000,418371593.000,420571408.000,423337799.000,455008596.000,487533032.000,504815448.000,507612218.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,0.000,,,,,,,
AssetRetirementObligation,,,,,238315.000,296074.000,349427.000,432149.000,434109.000,692137.000,1083597.000,1243136.000,2425731.000,2671975.000,2994560.000,3141859.000,3265518.000
AssetRetirementObligationsNoncurrent,,86193.000,116119.000,161890.000,238315.000,296074.000,349427.000,432149.000,434109.000,692137.000,1083597.000,1243136.000,2425731.000,2671975.000,2994560.000,3141859.000,3265518.000
Assets,97956475.000,98508222.000,104839421.000,122864442.000,213021379.000,173886362.000,213705478.000,282306627.000,279843051.000,429887663.000,620922065.000,641899301.000,674385349.000,689059876.000,579895708.000,587047704.000,405440939.000
AssetsCurrent,34590645.000,24716072.000,17223009.000,10432140.000,39635675.000,24002557.000,54420032.000,92694660.000,112055034.000,200278683.000,242225110.000,188055763.000,69200218.000,57748652.000,24859688.000,45601580.000,25320392.000
AvailableForSaleSecuritiesCurrent,0.000,0.000,,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,-13381000.000,-13381000.000,-13381.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,40898000.000,20595000.000,20595.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,-20303000.000,-20303000.000,-20303.000,,,,,,,,,,
