,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,454.000,2364.000,2197.000,0.000,,,,0.000,
AccruedLiabilitiesCurrent,,,,4485.000,3359.000,8374.000,8524.000,10797.000,10116.000
AdditionalPaidInCapital,6596.000,6596.000,6596.000,6596.000,6596.000,6596.000,6596.000,6596.000,6596.000
AssetsCurrent,0.000,0.000,0.000,0.000,,,,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000,39062500.000
CommonStockSharesIssued,,,,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000
CommonStockSharesOutstanding,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000,998275.000
CommonStockValue,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000,128.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,14581.000,16945.000,17260.000,11909.000,15487.000,22002.000,24402.000,27175.000,30094.000
DueToAffiliateCurrent,7403.000,7857.000,8339.000,0.000,,,,0.000,
DueToOfficersOrStockholdersCurrent,,,,,,6904.000,9154.000,9654.000,13254.000
LiabilitiesAndStockholdersEquity,,0.000,0.000,0.000,,,,,
LiabilitiesCurrent,7857.000,10221.000,10536.000,5185.000,8763.000,15278.000,17678.000,20451.000,23370.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000,781250.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,0.000,,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000,,0.000,,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,,,,,
StockholdersEquity,-7857.000,-10221.000,-10536.000,-5185.000,-8763.000,-15278.000,-17678.000,-20451.000,-23370.000
