,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2016-03-31,2016-06-30,2016-09-30
AmortizationOfIntangibleAssets,,,,,,,,9536.000,,,
AmortizationOfLeasedAsset,,,,,,,,24522.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,1053113.000,,,,-57831.000,21540.000,,
CashPeriodIncreaseDecrease,-15060.000,,,,,,,,,,
CostOfGoodsSold,,,,322412.000,969064.000,586629.000,758957.000,363770.000,1097604.000,1437532.000,1038778.000
CostOfGoodsSoldMaintenanceCosts,,,,,,,,363770.000,,,
DepreciationAndAmortization,,,,28583.000,,,,36409.000,60900.000,,
DepreciationDepletionAndAmortization,,,,,,,,2351.000,60900.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,-0.020,-0.020,-0.040,-0.010,-0.020,-0.020,-0.020
FairValueOfAssetsAcquired,,,,,,,,,159703.000,,
GeneralAndAdministrativeExpense,15062.000,436.000,197.000,141956.000,286241.000,131057.000,-84120.000,116083.000,,,
GrossProfit,,,,434072.000,-114107.000,107655.000,-291486.000,141602.000,-100371.000,-158171.000,-246563.000
IncomeLossFromContinuingOperations,,,,-78366.000,-757283.000,-619192.000,-781761.000,-267504.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-78366.000,-772951.000,-627000.000,-870270.000,-270704.000,-797885.000,-829767.000,-872207.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,3200.000,30755.000,35276.000,42843.000
IncomeTaxExpenseBenefit,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaidNet,0.000,,,0.000,,,,0.000,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,16009.000,,,-70616.000,,,,110061.000,301636.000,,
IncreaseDecreaseInAccountsReceivable,,,,101457.000,,,,66021.000,-113507.000,,
IncreaseDecreaseInCustomerAdvances,,,,-154042.000,,,,,,,
IncreaseDecreaseInCustomerDeposits,,,,,,,,-73350.000,0.000,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,-10095.000,-13236.000,,
IncreaseDecreaseInDueToOtherRelatedParties,3000.000,,,,,,,,,,
IncreaseDecreaseInInventories,,,,286294.000,,,,-120533.000,0.000,,
IncreaseDecreaseInMaterialsAndSupplies,,,,,,,,0.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,157.000,,,,-11786.000,-896.000,,
InterestExpense,-1007.000,-984.000,-996.000,0.000,,,,,,,
InterestPaidNet,0.000,,,0.000,,,,0.000,0.000,,
InventoryWriteDown,,,,0.000,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,,,,,,,,,
ManagementFeesRevenue,,,3000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,1749098.000,,,,83550.000,375362.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,1749098.000,,,,83550.000,375362.000,,
NetCashProvidedByUsedInInvestingActivities,,,,-33636.000,,,,0.000,-19640.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,-33636.000,,,,0.000,-19640.000,,
NetCashProvidedByUsedInOperatingActivities,-15060.000,,,-662349.000,,,,-141381.000,-334182.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-15060.000,,,-662349.000,,,,-141381.000,-334182.000,,
NetIncomeLoss,-34069.000,,30807.000,-78366.000,-772951.000,-627000.000,-870270.000,-270704.000,-704991.000,-766905.000,-748941.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,-92894.000,-62862.000,-123266.000
NonoperatingIncomeExpense,,,,0.000,-15668.000,-7807.000,-88510.000,-3200.000,-23027.000,-35039.000,-19897.000
OccupancyNet,,,,,,130234.000,,119668.000,,,
OperatingExpenses,33062.000,6936.000,6197.000,512439.000,643176.000,726847.000,490274.000,409106.000,674487.000,636557.000,605746.000
OperatingIncomeLoss,-33062.000,-6936.000,-6197.000,,,,,,-774858.000,-794728.000,-852309.000
OtherNoncashIncomeExpense,,,37004.000,,,,,,,,
OtherNonoperatingExpense,,,,,15668.000,,,,,,
OtherNonoperatingIncomeExpense,,,,,,-7807.000,,,7728.000,237.000,22946.000
PaymentsForLeasingCostsCommissionsAndTenantImprovements,,,,,,,,,9640.000,,
PaymentsForRent,,,,-100409.000,-76005.000,,,,,,
PaymentsForRepurchaseOfCommonStock,,,,0.000,,,,,,,
PaymentsForTenantImprovements,,,,,,,,,66055.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,14404.000,,,,0.000,10000.000,,
PaymentsToAcquireSoftware,,,,19232.000,,,,0.000,,,
PaymentsToEmployees,,,,-209601.000,-208036.000,,,,,,
ProceedsFromIssuanceOfCommonStock,0.000,,,2267997.000,,,,,,,
ProceedsFromNotesPayable,,,,,,,,83550.000,,,
ProceedsFromRelatedPartyDebt,0.000,,,,,,,,,,
