,2011-11-30,2012-05-31,2012-08-31,2012-11-30
AdjustmentForAmortization,,0.000,,
AssetImpairmentCharges,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,0.000,,
CostOfRevenue,,0.000,0.000,0.000
Depreciation,0.000,,,
DepreciationNonproduction,,0.000,,
DirectOperatingCosts,0.000,,,
EarningsPerShareBasicAndDiluted,0.000,-0.000,0.000,0.000
GainLossOnSaleOfPropertyPlantEquipment,71370.000,,,
GeneralAndAdministrativeExpense,37042.000,,,
GrossProfit,,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-135848.000,-4850.000,-37040.000,-135848.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsReceivable,,0.000,,
IncreaseDecreaseInInventories,,0.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,0.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,0.000,,
InterestExpense,-27436.000,0.000,0.000,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,0.000,,
NetCashProvidedByUsedInFinancingActivities,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,0.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,0.000,,
NetIncomeLoss,-135848.000,-4850.000,-37040.000,
NonoperatingIncomeExpense,98806.000,,,
OperatingExpenses,37042.000,1400.000,0.000,0.000
OperatingIncomeLoss,-37042.000,-1400.000,0.000,0.000
PaymentsToAcquireMachineryAndEquipment,,0.000,,
ProceedsFromIssuanceOfCommonStock,,0.000,,
ProfitLoss,,,,0.000
ReorganizationItems,,3450.000,37040.000,0.000
RepaymentsOfNotesPayable,,0.000,,
Revenues,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000,0.000
ShareBasedCompensation,,0.000,,
