,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,1931.000,58593.000,14509.000,1070.000,17965.000,8650.000,3239.000,15465.000,3000.000,6879.000
AdditionalPaidInCapital,861550.000,842680.000,1126287.000,1133061.000,1130114.000,1129619.000,1128633.000,1128633.000,1128633.000,1128633.000
Assets,254644.000,99204.000,315005.000,254413.000,242897.000,203858.000,148437.000,133278.000,96057.000,83896.000
AssetsCurrent,238644.000,83204.000,299005.000,238413.000,226897.000,187858.000,132437.000,117278.000,80057.000,67896.000
AssetsNoncurrent,16000.000,16000.000,16000.000,16000.000,16000.000,16000.000,16000.000,16000.000,16000.000,16000.000
Cash,,,,,,,131337.000,114129.000,76145.000,65420.000
CashAndCashEquivalentsAtCarryingValue,238109.000,68904.000,296509.000,237313.000,222466.000,181571.000,,,76145.000,65420.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
CommonStockSharesAuthorized,5000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,,500000000.000
CommonStockSharesIssued,46020000.000,46020000.000,48020000.000,48020000.000,48020000.000,48020000.000,48020000.000,48020000.000,,48020000.000
CommonStockSharesOutstanding,,,48020000.000,48020000.000,48020000.000,48020000.000,48020000.000,48020000.000,,48020000.000
CommonStockValue,4602.000,4602.000,4802.000,4802.000,4802.000,4802.000,4802.000,4802.000,4802.000,4802.000
DeferredTaxAssetsNet,,,,,,,0.000,,,
DepositAssets,16000.000,16000.000,16000.000,16000.000,16000.000,,,,,
DepositsAssetsNoncurrent,,,,,,16000.000,16000.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,-939213.000,-988237.000,-1015622.000,-1040378.000,-1056418.000
LiabilitiesAndStockholdersEquity,254644.000,99204.000,315005.000,254413.000,242897.000,203858.000,148437.000,133278.000,96057.000,83896.000
LiabilitiesCurrent,1931.000,58593.000,14509.000,1070.000,17965.000,8650.000,3239.000,15465.000,3000.000,6879.000
OperatingLossCarryforwards,,,,,,,279700.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,,,,,
PreferredStockSharesOutstanding,,0.000,0.000,0.000,0.000,,,,,
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
PrepaidExpenseCurrent,535.000,14300.000,2496.000,1100.000,4431.000,6287.000,1100.000,3149.000,3912.000,2476.000
RetainedEarningsAccumulatedDeficit,-613439.000,-806671.000,-830593.000,-884520.000,-909984.000,,,,,
SharesOutstanding,,,,,,,145198.000,,,
StockholdersEquity,252713.000,40611.000,300496.000,253343.000,224932.000,195208.000,145198.000,117803.000,93057.000,77017.000
ValuationAllowanceAmount,,,,,,,-279700.000,,,
