,2011-10-31,2012-01-31,2012-04-30,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,90217.000,177185.000,368758.000,370265.000,274375.000,175234.000,126404.000,146075.000,122697.000,165291.000,162016.000,196478.000
AccountsPayableCurrent,42241.000,4133.000,14082.000,5981.000,37031.000,57536.000,113198.000,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,25000.000
AccountsReceivableNetCurrent,,,,,,,49980.000,,,,500000.000,,,,100000.000,50000.000,50000.000,472.000,472.000
AccruedBonusesCurrent,,,,,,,,,,42677.000,,,,,,834986.000,,,
AccruedLiabilitiesCurrent,,1847.000,1705.000,24373.000,40373.000,,,,,,,,,,,,,,
AccruedPayrollTaxesCurrent,1492.000,1457.000,25638.000,10848.000,10654.000,,,3578.000,,14879.000,42832.000,64132.000,64132.000,64132.000,64132.000,87583.000,87583.000,87583.000,97415.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,2000.000,,,,,,,,
AccruedSalariesCurrent,,,,,,,,,,,,,,,284124.000,,,,
AccruedSalariesCurrentAndNoncurrent,9600.000,,11139.000,10995.000,741.000,877.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-321.000,428.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,4074.000,6695.000,-5801.000,-10832.000,-10832.000,1249293.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentBeforeTax,,,-2609.000,-2718.000,934.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,-10807.000,,,,-10807.000,,,
AdditionalPaidInCapitalCommonStock,27000.000,63962.000,63962.000,63962.000,63962.000,72062.000,97314.000,139630.000,1048189.000,1150889.000,4409.000,717372.000,1248225.000,1890226.000,1897868.000,2157038.000,2536115.000,2548269.000,2543212.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,,,,,,,,,-376000.000,,,,-875000.000,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,-46000.000,,,,-46000.000,,,
Assets,30497.000,3239.000,45034.000,136639.000,71584.000,4961.000,1374380.000,1145808.000,912147.000,794517.000,1394815.000,955050.000,765769.000,702183.000,868027.000,729148.000,631077.000,556689.000,500646.000
