,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccretionExpense,,,,,,,,,,,,,13733000.000,,,,2700000.000
AcquisitionCosts,,,,,,,,,,100000.000,544029.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,,,127445.000,,,,190683.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,,27000.000,,,,,,,,
AmortizationOfAcquisitionCosts,,,,,,,,,,,,,355000.000,656000.000,86000.000,-36000.000,19000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,-87000.000,,,,-89000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,25630.000,-100025.000,522288.000,-449096.000,914.000,,,,367502.000,,,,-2431000.000,,,,227000.000
CostOfRealEstateRevenue,,,,,,,,,,,,,1509000.000,1258000.000,1384000.000,1600000.000,1412000.000
DepreciationAndAmortization,,,,,,,,,,,,,3108000.000,3058000.000,2991000.000,2979000.000,3028000.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,3108000.000,,,,3028000.000
DividendsCommonStockStock,,,,,128.000,,,,191.000,,,,,,,,
DividendsStock,,,,,127573.000,,,,190874.000,,,,,,,,
EarningsPerShareBasicAndDiluted,,,-17.010,,-2.850,-2.240,-1.200,1.200,-0.310,-0.570,-0.940,-12.370,-15.950,-9.380,-5.970,-5.350,-10.780
EquityMethodInvestmentDividendsOrDistributions,,,,,44178.000,,,,152386.000,,,,13000.000,,,,49000.000
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,1374000.000,,
GainLossOnSaleOfSecuritiesNet,205.000,,,,,,,,,,,,,,,,
GeneralInsuranceExpense,,,,,18969.000,62561.000,12439.000,41046.000,19671.000,20214.000,7078.000,,,,,,
IncomeLossFromEquityMethodInvestments,,,16477.000,,23263.000,-172524.000,-27636.000,-411649.000,35038.000,100273.000,118817.000,-79128.000,-8000.000,-28000.000,-47000.000,-2000.000,30000.000
IncreaseDecreaseInAccountsPayable,,,,,62448.000,,,,-58200.000,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,-93000.000,,,,1543000.000
IncreaseDecreaseInAccruedLiabilities,,,,,-229273.000,,,,11732.000,,,,,,,,
IncreaseDecreaseInCustomerDeposits,,,,,173509.000,,,,,,,,,,,,
IncreaseDecreaseInDueFromAffiliatesCurrent,,-100000.000,-100000.000,,4149.000,,,,6208.000,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,,,,,,53000.000
IncreaseDecreaseInOtherDeferredLiability,,,,,,,,,,,,,2898000.000,,,,7615000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,,,,-8000.000,,,,
IncreaseDecreaseInRestrictedCash,,,,,173509.000,,,,-100005.000,,,,6000.000,,,,7000.000
IncreaseDecreaseInSecurityDeposits,,,,,,,,,16733.000,,,,,,,,
InterestExpense,,,,,,,,,,,82778.000,,19559000.000,11057000.000,7829000.000,6231000.000,13784000.000
InterestIncomeExpenseNet,,,,,,,,,,1.000,,,,,,,
InterestIncomeOperating,,,,,,4.000,1.000,,,,,,,,,,
InterestPaid,,,,,,,,,,,,,2928000.000,,,,1390000.000
LaborAndRelatedExpense,,,245402.000,,,,,,,,,,,,,,
LeaseAndRentalExpense,,,79821.000,,37650.000,81344.000,38435.000,41813.000,61406.000,103088.000,83449.000,,,,,,
LiabilitiesAssumed1,,,,,,,,,,,,,,,,,59000.000
MarketingExpense,,,,,1825.000,91535.000,65153.000,133072.000,712.000,9391.000,8250.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,3235980.000,,796178.000,,,,760500.000,,,,-156000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,3235980.000,,796178.000,,,,760500.000,,,,-156000.000,,,,
NetCashProvidedByUsedInInvestingActivities,25630.000,,-1850000.000,,,,,,152386.000,,,,-561000.000,,,,-209000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,25630.000,,-1850000.000,,,,,,152386.000,,,,-561000.000,,,,-209000.000
NetCashProvidedByUsedInOperatingActivities,,-100025.000,-863692.000,,-795264.000,,,,-545384.000,,,,-1714000.000,,,,436000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-100025.000,-863692.000,,-795264.000,,,,-545384.000,,,,-1714000.000,,,,436000.000
NetIncomeLoss,205.000,-25.000,-947215.000,-1219643.000,-616028.000,-927461.000,-758136.000,-1170599.000,-374398.000,-748952.000,-1240657.000,-16064993.000,-21184000.000,-12455000.000,-7932000.000,-7094000.000,-14316000.000
NoninterestExpenseDirectorsFees,,,,,42000.000,49500.000,42000.000,42000.000,,,,,,,,,
OperatingExpenses,,25.000,963692.000,,639291.000,754941.000,730501.000,758960.000,409436.000,849226.000,1276696.000,5785642.000,6466000.000,6234000.000,6316000.000,5558000.000,5370000.000
OperatingIncomeLoss,,,,,,,,,,,-1157879.000,,-1625000.000,-1398000.000,-1477000.000,-869000.000,-532000.000
OperatingLeasesRentExpenseNet,,,,,,,,,,,,,80000.000,,,,80000.000
OtherGeneralAndAdministrativeExpense,,,77309.000,,41979.000,145828.000,185244.000,-120678.000,169495.000,39529.000,111420.000,2981556.000,1494000.000,1262000.000,917000.000,1015000.000,911000.000
OtherNonoperatingExpense,,,,,,,,,,,,,19559000.000,11057000.000,6455000.000,,13784000.000
OtherPaymentsToAcquireBusinesses,,,,,,,,,,,,,550000.000,,,,
PaymentsForCapitalImprovements,,,,,,,,,,,,,24000.000,,,,258000.000
PaymentsForProceedsFromMortgageDeposits,,,100000.000,,,,,,,,,,,,,,
PaymentsOfStockIssuanceCosts,,,,,,,,,27000.000,,,,,,,,
PaymentsToAcquireRealEstateHeldForInvestment,,,1750000.000,,,,,,,,,,,,,,
ProceedsFromIssuanceInitialPublicOffering,,,,,4646000.000,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,3235980.000,,752000.000,,,,787500.000,,,,,,,,
ProceedsFromLimitedPartnershipInvestments,,,,,44178.000,,,,,161021.000,143248.000,,,,,,
ProceedsFromSaleOfShortTermInvestments,25630.000,,,,,,,,,,,,,,,,
ProfessionalFees,,,455260.000,,40000.000,219582.000,325482.000,249224.000,96424.000,113831.000,180742.000,,,,,,
RealEstateRevenueNet,,,,,,,,,,,,,4849000.000,4864000.000,4886000.000,4691000.000,4808000.000
Revenues,205.000,,16477.000,,23263.000,-172520.000,-27635.000,-411639.000,35038.000,100274.000,118817.000,2584871.000,4841000.000,4836000.000,4839000.000,4689000.000,4838000.000
SalariesAndWages,,,,,426788.000,104591.000,61748.000,61728.000,61728.000,463173.000,341728.000,,,,,,
SalesCommissionsAndFees,,,105900.000,,30080.000,,,,,,,,,,,,
SalesRevenueNet,205.000,,16477.000,,23263.000,-172520.000,-27635.000,-411639.000,35038.000,100274.000,118817.000,2584871.000,4841000.000,4836000.000,4839000.000,4689000.000,4838000.000
ShareBasedCompensation,,,,,15001.000,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,,,,,,,,,,,,0.000,,,,0.000
StockIssuedDuringPeriodSharesNewIssues,,,,,485648.000,,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForCash,,,,,752000.000,752000.000,752000.000,4537926.000,760500.000,,,,,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,15001.000,,,,,,,,,,,,
StraightLineRentAdjustments,,,,,,,,,,,,,111000.000,,,,-75000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,55699.000,,216040.000,413282.000,632884.000,-580575.000,1205516.000,1312338.000,1325792.000,-2545004.000,1327859.000,1327859.000,1327859.000,-2655718.000,1327859.000
WriteOffOfDeferredDebtIssuanceCost,,,,,,,,,,,,,,,938000.000,,
