,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,1850.000,1925.000,,,,,,,,,,,
AccountsPayableCurrent,,,428309.000,621397.000,760343.000,954069.000,1054544.000,991875.000,1112556.000,1468932.000,1219419.000,1197987.000,1129963.000
AccountsPayableRelatedParties,,,,2705.000,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,0.000,,,,,,
AccountsReceivableNet,,,521173.000,430087.000,261477.000,538490.000,1384296.000,1091927.000,1831841.000,1473812.000,173803.000,231419.000,140695.000
AccruedLiabilities,,,,38860.000,,,,,,,,,
AccruedLiabilitiesCurrent,,,283462.000,,,,,,,,,,
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,118535.000,66991.000,111144.000,163994.000,96990.000,103723.000,175859.000,74960.000
AccruedSalariesCurrentAndNoncurrent,,,,,,132900.000,138900.000,198484.000,254733.000,329733.000,330374.000,377119.000,
AccruedSalesCommissionCurrent,,,,,,171778.000,171778.000,171778.000,17000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,62833.000,-62833.000,,,,,-7766.000,,,,-12776.000,,
AdditionalPaidInCapital,265761.000,268461.000,1882136.000,1303412.000,,2726617.000,3212623.000,3371383.000,3817924.000,3959469.000,4191572.000,4239006.000,5179529.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,430402.000,0.000,430402.000,0.000,,
Assets,,,2050599.000,737500.000,621965.000,703145.000,2904452.000,2691099.000,6359752.000,9246197.000,7180115.000,6050795.000,5734765.000
AssetsCurrent,109258.000,106478.000,2035295.000,730935.000,612670.000,692724.000,2893471.000,2682319.000,6350865.000,4886290.000,3729564.000,2543545.000,1569312.000
AssetsHeldForSaleLongLived,2167.000,2167.000,,,,,,,,,,,
AssetsNet,111425.000,108645.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,96208.000,93428.000,29466.000,152464.000,100961.000,47904.000,714178.000,544443.000,50748.000,25367.000,49850.000,221075.000,68992.000
CashEquivalentsAtCarryingValue,,,29466.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,4914500.000,4914500.000,24537891.000,25107891.000,25857891.000,26422891.000,26760891.000,27000891.000,27055891.000,27055891.000,27055891.000,27055891.000,27055891.000
CommonStockSharesOutstanding,4914500.000,4914500.000,22354500.000,25108.000,25858.000,26422891.000,26760891.000,27000891.000,27055891.000,27055891.000,27055891.000,27055891.000,27055891.000
CommonStockValue,4915.000,4915.000,24538.000,,,26423.000,26761.000,27001.000,27056.000,27056.000,27056.000,27056.000,27056.000
CustomerDepositsCurrent,14700.000,14700.000,,,,,,,,,,,
CustomerFunds,,,,,,,115464.000,22800.000,,34200.000,-9561.000,,
DebtInstrumentCarryingAmount,,,,,,,191960.000,0.000,0.000,0.000,0.000,,
DeferredLongTermLiabilityCharges,0.000,,,,,,,,,,,,
DeferredRevenue,,,,,,,,,,,100000.000,100000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1021431.000,,,,2004441.000,,
DeferredTaxAssetsOtherTaxCarryforwards,,,,,,,,,,,-52748.000,,
DeferredTaxAssetsValuationAllowance,,,,,,,-1021431.000,,,,1951693.000,,
DueToAffiliateCurrent,,,,317293.000,87203.000,299997.000,1008320.000,369703.000,691058.000,869208.000,312500.000,351271.000,178528.000
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,,,245000.000,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,523501.000,498231.000,498231.000,498231.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,245000.000,,245000.000,245000.000,245000.000,245000.000,245000.000,245000.000
FIFOInventoryAmount,,,,,,,,,,,1121923.000,875621.000,880055.000
InterestPayableCurrent,,,83350.000,,42530.000,57162.000,54946.000,9613.000,78691.000,234046.000,153305.000,283779.000,299324.000
InventoryGross,13050.000,,,,,,,,,,,,
InventoryNet,,13050.000,49201.000,41723.000,23188.000,4689.000,94696.000,9097.000,164712.000,771684.000,,,
Liabilities,,,1582463.000,1885848.000,1853808.000,2854854.000,5018587.000,4991338.000,10371635.000,14673264.000,14046921.000,14364150.000,13167127.000
LiabilitiesAndStockholdersEquity,111425.000,108645.000,2050599.000,737500.000,621965.000,703145.000,2904452.000,2691099.000,6359752.000,9246197.000,7180115.000,6050795.000,5734765.000
LiabilitiesCurrent,23853.000,23668.000,1047615.000,1702348.000,1670308.000,2671354.000,3600707.000,2511941.000,2871635.000,3673264.000,2836254.000,3153483.000,2209006.000
LiabilitiesNoncurrent,,,534848.000,,,,,,,,,,
LiabilitiesSubjectToCompromise,,,191778.000,,,,,,,,,,
LoansPayable,,,,358629.000,382434.000,567827.000,618748.000,526898.000,426788.000,,,,
LoansReceivableNet,,,4000.000,,,,,,,,,,
LongTermDebt,,,,183500.000,183500.000,183500.000,1417880.000,2479397.000,7500000.000,11000000.000,11210667.000,11210667.000,10958121.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,913810.000,560590.000,477648.000,564201.000,531418.000,,0.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,985901.000,5400000.000,8900000.000,7710667.000,,7458121.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,1417880.000,1455326.000,2100000.000,2100000.000,3500000.000,,3500000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,,,,,,0.000
MachineryAndEquipmentGross,65000.000,65000.000,,,,,,,,,,,
MinorityInterest,,,144617.000,-123696.000,-235601.000,-346081.000,-486422.000,-594556.000,-656782.000,-814325.000,-1202804.000,-1384389.000,-1283527.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,,,0.345,,,,,,,
MinorityInterestOwnershipPercentageByParent,,,,,,,0.345,0.345,0.345,0.345,0.345,0.345,0.345
NotesPayable,,,192802.000,28000.000,,,,,,,,,
NotesPayableCurrent,,,32716.000,,,,,,,40700.000,33187.000,28000.000,28000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,134987.000,181788.000,281898.000,181788.000,278501.000,253231.000,253231.000,253231.000
NotesPayableRelatedPartiesCurrent,,,28000.000,,28000.000,,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,293132.000,295062.000,33692.000,50861.000,,,,
NotesPayableRelatedPartiesNoncurrent,,,342046.000,,,,,,,,,,
NotesPayableToBankCurrent,2303.000,2043.000,,,,,,,,,,,
NotesPayableToBankNoncurrent,0.000,,,,,,,,,,,,
OperatingLossCarryforwards,,,,,,,4621859.000,,,,9069923.000,,
OtherAccruedLiabilitiesCurrent,,,,,,499167.000,569087.000,580160.000,511681.000,536877.000,619612.000,794215.000,74960.000
OtherAdditionalCapital,,,,163097.000,313677.000,288177.000,911347.000,1298658.000,327656.000,450798.000,483373.000,606514.000,734269.000
OtherLiabilitiesCurrent,,,,335464.000,369798.000,499167.000,569087.000,580160.000,511681.000,536877.000,619612.000,794215.000,74960.000
PrepaidExpense,,,,106661.000,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,1431455.000,,227044.000,101641.000,100301.000,286801.000,320668.000,188220.000,441830.000,828222.000,272362.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,50310.000,43918.000,4167.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentGross,,,,,,,,,,,3463327.000,,
