,2011-06-30
BankingFeesAndCommissions,107000.000
EarningsPerShareBasic,0.010
EarningsPerShareDiluted,0.010
FederalDepositInsuranceCorporationPremiumExpense,389000.000
GainLossOnSaleOfSecuritiesNet,-24000.000
GainLossOnSalesOfLoansNet,12000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-333000.000
IncomeTaxExpenseBenefit,-398000.000
InformationTechnologyAndDataProcessing,190000.000
InterestAndDividendIncomeOperating,3964000.000
InterestAndFeeIncomeLoansAndLeases,3065000.000
InterestExpense,1439000.000
InterestExpenseBorrowings,64000.000
InterestExpenseDeposits,1375000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,3982000.000
InterestIncomeExpenseNet,2525000.000
InterestIncomeSecuritiesMortgageBacked,805000.000
LaborAndRelatedExpense,1892000.000
NoninterestExpense,4490000.000
NoninterestIncome,175000.000
NoninterestIncomeOtherOperatingIncome,80000.000
OccupancyNet,516000.000
OtherInterestAndDividendIncome,94000.000
OtherNoninterestExpense,659000.000
ProfessionalFees,844000.000
ProfitLoss,65000.000
ProvisionForLoanLossesExpensed,-1457000.000
WeightedAverageNumberOfDilutedSharesOutstanding,12652063.000
WeightedAverageNumberOfSharesOutstandingBasic,12652063.000
