,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,4000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,1662000.000,,,,1942000.000,,,,3395000.000,,,,2341000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,327000.000,,,,390000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,986000.000,1662000.000,1901000.000,1946000.000,1842000.000,1942000.000,2398000.000,3864000.000,4708000.000,4040000.000,3440000.000,3323000.000,6182000.000,2341000.000
AmortizationOfFinancingCostsAndDiscounts,,193000.000,,,,340000.000,,,,340000.000,,,,340000.000
AmortizationOfIntangibleAssets,5721000.000,4412000.000,4429000.000,2777000.000,151000.000,15401000.000,15336000.000,15317000.000,15427000.000,15416000.000,15217000.000,15240000.000,15177000.000,3820000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,200000.000,300000.000,300000.000,,300000.000,600000.000,1300000.000,-1100000.000,2500000.000,2200000.000,2100000.000,-4500000.000,2800000.000
CapitalExpendituresIncurredButNotYetPaid,,500000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,-19205000.000,,,,7328000.000,,,,-30558000.000
ComprehensiveIncomeNetOfTax,8253000.000,10185000.000,8266000.000,-3068000.000,-2161000.000,-4620000.000,25257000.000,-21442000.000,-85402000.000,-720000.000,3455000.000,-12789000.000,-90744000.000,10830000.000
CostOfGoodsSold,67667000.000,118353000.000,100599000.000,71097000.000,94333000.000,231509000.000,223093000.000,113504000.000,179914000.000,209343000.000,205296000.000,103838000.000,166699000.000,192127000.000
CostOfServices,4802000.000,5136000.000,5224000.000,4983000.000,4884000.000,4916000.000,4934000.000,4763000.000,4960000.000,4683000.000,4669000.000,4405000.000,4709000.000,4247000.000
CostsAndExpenses,116083000.000,174327000.000,156996000.000,121177000.000,150409000.000,363541000.000,345608000.000,203580000.000,378276000.000,327286000.000,320462000.000,184852000.000,370139000.000,
DeferredIncomeTaxesAndTaxCredits,,-1908000.000,,,,-4833000.000,,,,-2515000.000,,,,3152000.000
Depreciation,2200000.000,2500000.000,2700000.000,2500000.000,2300000.000,5400000.000,5800000.000,6000000.000,6600000.000,5900000.000,6000000.000,5700000.000,6400000.000,5500000.000
DepreciationDepletionAndAmortization,,6927000.000,,5268000.000,,20755000.000,21158000.000,21352000.000,21986000.000,21277000.000,,,,9298000.000
EarningsPerShareBasic,,0.500,0.240,0.240,0.200,0.070,0.610,-0.570,-2.850,0.070,0.430,-0.360,-3.170,0.320
EarningsPerShareBasicAndDiluted,0.010,,,,,,,,,,,,,
EarningsPerShareDiluted,,0.500,0.240,0.240,0.190,0.070,0.610,-0.570,-2.850,0.070,0.430,-0.360,-3.170,0.320
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,-13000.000,,,,-929000.000,,,,57000.000,,,,366000.000
EffectiveIncomeTaxRateContinuingOperations,1.125,,0.530,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,0.350,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,262000.000,599000.000,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,327000.000,,,,390000.000,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,390000.000,,,,,,,,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,21000.000,,,,1905000.000,,,,12000.000,,,,211000.000
GeneralAndAdministrativeExpense,16709000.000,15898000.000,17039000.000,19737000.000,22269000.000,33135000.000,29363000.000,30252000.000,29489000.000,29495000.000,28138000.000,25745000.000,29342000.000,28755000.000
GoodwillAcquiredDuringPeriod,,,,,,13181000.000,,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,1243000.000
GoodwillImpairmentLoss,,,,,,,,,,,,,,285300000.000
GoodwillTranslationAdjustments,,622000.000,,,,-4496000.000,,,,-2227000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1445000.000,14674000.000,9941000.000,2436000.000,5409000.000,1921000.000,18271000.000,-17258000.000,-82743000.000,2811000.000,15858000.000,-14001000.000,-92925000.000,15542000.000
IncomeTaxExpenseBenefit,-1625000.000,5054000.000,5232000.000,-2178000.000,1522000.000,-113000.000,452000.000,-779000.000,-543000.000,720000.000,3755000.000,-4028000.000,-5513000.000,6519000.000
IncomeTaxesPaidNet,,1533000.000,,,,1849000.000,,,,436000.000,,,,2032000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-4732000.000,,,,125000.000,,,,-9355000.000,,,,-143000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,5910000.000,,,,2579000.000,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,1965000.000,,,,4487000.000,,,,2694000.000,,,,2335000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,,,,,,,,2781000.000,,,,1240000.000
IncreaseDecreaseInInventories,,-2235000.000,,,,2330000.000,,,,1949000.000,,,,1999000.000
IncreaseDecreaseInOtherNoncurrentAssets,,-1130000.000,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,-84000.000,,,,-2991000.000,,,,-1441000.000,,,,-904000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,-4325000.000,,,,-4206000.000,,,,-3141000.000
IncreaseDecreaseInReceivables,,7428000.000,,,,4439000.000,,,,4709000.000,,,,3941000.000
InterestExpense,4067000.000,1386000.000,1393000.000,1557000.000,1727000.000,2452000.000,2464000.000,2450000.000,2349000.000,2435000.000,2409000.000,2429000.000,2441000.000,2388000.000
InterestIncomeExpenseNet,,,,-1413000.000,,-2308000.000,-2359000.000,-2328000.000,-2248000.000,-2314000.000,-2255000.000,-2294000.000,-2332000.000,-2273000.000
InterestPaidNet,,1204000.000,,,,2156000.000,,,,1441000.000,,,,1904000.000
InvestmentIncomeInterest,153000.000,148000.000,150000.000,144000.000,147000.000,144000.000,105000.000,122000.000,101000.000,121000.000,154000.000,135000.000,,115000.000
NetCashProvidedByUsedInContinuingOperations,,13164000.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-840000.000,,,,-36615000.000,,,,-6637000.000,,,,-51944000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-840000.000,,,,-36615000.000,,,,-6637000.000,,,,-51944000.000
NetCashProvidedByUsedInInvestingActivities,,-1498000.000,,,,-3602000.000,,,,-3667000.000,,,,-3196000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-1498000.000,,,,-3602000.000,,,,-3667000.000,,,,-3196000.000
NetCashProvidedByUsedInOperatingActivities,,15515000.000,,,,21941000.000,,,,17575000.000,,,,24216000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,15515000.000,,,,21941000.000,,,,17575000.000,,,,24216000.000
NetIncomeLoss,180000.000,9620000.000,4709000.000,4614000.000,3887000.000,2034000.000,17819000.000,-16479000.000,-82200000.000,2091000.000,12103000.000,-9973000.000,-87412000.000,9023000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,9417000.000,4600000.000,4506000.000,3793000.000,2002000.000,17451000.000,-16479000.000,-81800000.000,2052000.000,11850000.000,-9973000.000,-87120000.000,8817000.000
OperatingExpenses,,,,,,,,,,,,,,298653000.000
OperatingIncomeLoss,2444000.000,15526000.000,11098000.000,3923000.000,7057000.000,4240000.000,20193000.000,-15061000.000,-80624000.000,3316000.000,18109000.000,-11698000.000,-90467000.000,17840000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,8336000.000,793000.000,3744000.000,-7678000.000,-5934000.000,-6638000.000,7431000.000,-5020000.000,-3263000.000,-2879000.000,-8729000.000,-2902000.000,-3424000.000,1722000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,-142000.000,-146000.000,-119000.000,-3000.000,-73000.000,-10000.000,5000.000,37000.000,36000.000,43000.000,51000.000,54000.000,48000.000,54000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,8073000.000,565000.000,3557000.000,-7682000.000,-6048000.000,-6654000.000,7438000.000,-4963000.000,-3202000.000,-2811000.000,-8648000.000,-2816000.000,-3332000.000,1807000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-226000.000,-228000.000,-187000.000,-4000.000,-114000.000,-16000.000,7000.000,57000.000,61000.000,68000.000,81000.000,86000.000,92000.000,85000.000
OtherNoncashIncomeExpense,,6000.000,,,,-52000.000,,,,-1000.000,,,,17000.000
OtherNonoperatingIncomeExpense,25000.000,386000.000,86000.000,-74000.000,-68000.000,-11000.000,437000.000,131000.000,129000.000,1809000.000,4000.000,-9000.000,-126000.000,-25000.000
PaymentsForRepurchaseOfCommonStock,,1167000.000,,,,12012000.000,,,,1633000.000,,,,1944000.000
PaymentsForRestructuring,,-104000.000,,,,18000.000,,,,765000.000,,,,2618000.000
PaymentsToAcquirePropertyPlantAndEquipment,,1498000.000,,,,3602000.000,,,,4611000.000,,,,3196000.000
PreferredStockDividendsAndOtherAdjustments,,203000.000,109000.000,108000.000,94000.000,32000.000,368000.000,,,39000.000,253000.000,,,206000.000
ProceedsAndExcessTaxBenefitFromSharebasedCompensation,,-327000.000,,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,,,,15000000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,7000.000,,,,,,,,
ProceedsFromLifeInsurancePolicies,,,,,,,,,,944000.000,,,,0.000
ProvisionForDoubtfulAccounts,,358000.000,,,,285000.000,,,,1693000.000,,,,350000.000
ProvisionForLoanLeaseAndOtherLosses,,27000.000,,,,87000.000,,,,42000.000,,,,85000.000
RepaymentsOfLongTermDebt,,,,,,25000000.000,,,,5000000.000,,,,65000000.000
RestructuringCharges,,,287000.000,-67000.000,,2168000.000,2244000.000,1495000.000,158000.000,433000.000,1185000.000,612000.000,9528000.000,808000.000
RestructuringCosts,3300000.000,,,,,,,,,,,,,
RestructuringReserveAccrualAdjustment,,,,,,,,,,1000.000,,,,
RestructuringReserveSettledWithoutCash2,,,,,,,,,,,,,,3373000.000
Revenues,118527000.000,189853000.000,168094000.000,125100000.000,157466000.000,367781000.000,365801000.000,188519000.000,297652000.000,330602000.000,338571000.000,173154000.000,279672000.000,316493000.000
SalesRevenueGoodsNet,88633000.000,153172000.000,132274000.000,94052000.000,123117000.000,331739000.000,330536000.000,157745000.000,262617000.000,293679000.000,302581000.000,142726000.000,245971000.000,280964000.000
SalesRevenueNet,118527000.000,189853000.000,168094000.000,125100000.000,157466000.000,367781000.000,365801000.000,188519000.000,297652000.000,330602000.000,338571000.000,173154000.000,279672000.000,316493000.000
SalesRevenueServicesNet,29894000.000,36681000.000,35820000.000,31048000.000,34349000.000,36042000.000,35265000.000,30774000.000,35035000.000,36923000.000,35990000.000,30428000.000,33701000.000,35529000.000
SellingAndMarketingExpense,21184000.000,30528000.000,29418000.000,22650000.000,28772000.000,76412000.000,70638000.000,38249000.000,63328000.000,67916000.000,65957000.000,35012000.000,60684000.000,68896000.000
ShareBasedCompensation,,1662000.000,,,,1942000.000,,,,4040000.000,,,,2341000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,7000.000,,,,,,,,
StockRepurchasedAndRetiredDuringPeriodShares,,,,,,331084.000,,,,,,,,
StockRepurchasedDuringPeriodValue,,,,,,10000000.000,,,,,,,,
TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseNetOfTax,-37000.000,,,,,,,,,,,,,
TranslationAdjustmentForNetInvestmentHedgeTaxBenefitExpense,24000.000,,,,,,,,,,,,,
TreasuryStockAcquiredAverageCostPerShare,,,,,,30.200,,,,,,,,
TreasuryStockSharesAcquired,,,,,,,,0.000,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,18930000.000,18970000.000,19012000.000,-37899000.000,29283820.000,28727531.000,28667000.000,-57956351.000,27716000.000,27695000.000,27386000.000,-55314000.000,27435000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,18584000.000,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,18877000.000,18932000.000,18949000.000,-37796000.000,29217246.000,28692592.000,28667000.000,-57854838.000,27655000.000,27640000.000,27386000.000,-55198000.000,27368000.000
