,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdvertisingExpense,,,868907.000,456784.000,459152.000,2832246.000,3287088.000,434346.000,459152.000,2266217.000,-3159710.919,439425.000,453806.000,360048.430
AllocatedShareBasedCompensationExpense,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AmortizationOfIntangibleAssets,,,418716.000,421772.000,,400924.000,,215267.000,213572.000,214534.000,212568.000,80514.000,81507.000,49041.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,52667.000,52667.000,52667.000,52667.000,-105334.000,52667.000,52667.000,0.000,-105334.000,0.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-788912.000,,7174106.000,,,,-5361556.000,,,,-6312064.000,,
ComprehensiveIncomeNetOfTax,5528571.000,553336.000,-6500857.000,-3185454.000,-2468129.000,-7520851.000,-9112544.000,-6489156.000,-7331118.000,-14384347.000,-9538299.000,-7366127.000,-7496695.000,-7080382.000
CostOfGoodsAndServicesSoldDepreciationAndAmortization,,710517.000,,724895.000,,,,439684.000,,,,1730107.000,,
CostOfGoodsSold,2767364.000,2607971.000,2881487.000,2071166.000,1979290.000,2023626.000,1485111.000,1432394.000,1450074.000,1653194.000,1193878.000,1190331.000,1198661.000,1079606.000
CurrentIncomeTaxExpenseBenefit,54622.000,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,77884.000,-117060.000,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,0.000,,,,,,,,,,,
DefinedBenefitPlanContributionsByEmployer,,,,37255.000,44967.000,28431.000,,,,,,,,
DefinedContributionPlanCostRecognized,,,,,,,,29413.000,30998.000,38953.000,14541.000,16738.000,6260.000,7281.000
Depreciation,,,1026989.000,1124221.000,927308.000,1241271.000,1080508.000,716613.000,746614.000,958494.000,821031.000,742558.000,606253.000,589768.000
DepreciationAndAmortization,475871.000,824611.000,735966.000,808372.000,785847.000,839763.000,852965.000,492196.000,523968.000,742605.000,609817.000,444716.000,304909.000,275149.000
DepreciationDepletionAndAmortization,,824611.000,,808372.000,,,,492196.000,,,,-907035.000,,
EarningsPerShareBasic,0.300,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,-0.010,-0.620,-0.350,-0.350,-0.740,-0.890,-0.560,-0.700,-1.360,-0.910,-0.700,-0.720,-0.620
EarningsPerShareDiluted,0.300,,,,,,,-0.560,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,475187.000,,283112.000,,,,-443012.000,,,,48484.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,0.250,,,,0.250,,
GainLossOnDispositionOfAssets,-5908.000,-15818.000,-83309.000,-2769.000,-7363.000,-4324.000,-8403.000,-5453.000,-10709.000,-385.000,-21663.000,-10136.000,-21109.000,-16586.000
GainLossOnDispositionOfProperty,,,,-2769.000,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,-5453.000,,,,-10136.000,,
GeneralAndAdministrativeExpense,1358716.000,1024985.000,2833040.000,1649961.000,1846937.000,3089854.000,2115015.000,3702847.000,5001944.000,9742804.000,5299489.000,5167964.000,5096159.000,4599770.000
GoodwillAndIntangibleAssetImpairment,,,0.000,606032.000,0.000,0.000,2140590.000,,,,,,625922.000,-5798.000
GrossProfit,6791737.000,2201636.000,-814461.000,371366.000,-68643.000,-396141.000,-755945.000,-707700.000,-860536.000,-581615.000,-852118.000,-1000682.000,-1011870.000,-913111.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,1993855.000,,,,,,,,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,606032.000,,,,,,,,,,
IncomeLossAttributableToNoncontrollingInterest,-177136.000,-26203.000,-50263.000,-42252.000,-147991.000,-131331.000,-642300.000,-67937.000,-138388.000,2762.000,-1430084.000,-54668.000,-326805.000,-2301.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,-6045002.000,-7530160.000,-14437379.000,-10997011.000,-7497622.000,-7933153.000,-6545458.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3130684.000,-257422.000,-6622948.000,-3745271.000,-3887839.000,-7978200.000,,,,,,,,
IncomeTaxesPaid,,101269.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-1036791.000,,-27153.000,,,,587796.000,,,,-78227.000,,
IncreaseDecreaseInAccountsReceivable,,107184.000,,76471.000,,,,450678.000,,,,,,
IncreaseDecreaseInAccruedTaxesPayable,,-346680.000,,,,,,53040.000,,,,-1960.000,,
IncreaseDecreaseInDeferredIncomeTaxes,,114223.000,,,,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,-1345418.000,,171183.000,,,,220901.000,,,,11696.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-381728.000,,-636015.000,,,,219159.000,,,,-364773.000,,
InvestmentIncomeInterest,470716.000,482936.000,453472.000,51716.000,58678.000,56546.000,49036.000,45586.000,42284.000,35663.000,23870.000,17477.000,12459.000,6729.000
LeaseAndRentalExpense,,,,,,,,394478.000,382883.000,269467.000,314911.000,273121.000,269427.000,67847.000
NetCashProvidedByUsedInFinancingActivities,,-127033.000,,-109732.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-127033.000,,-109732.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,-629.000,,7954450.000,,,,-2775.000,,,,7584.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-629.000,,7954450.000,,,,-2775.000,,,,7584.000,,
NetCashProvidedByUsedInOperatingActivities,,-1136437.000,,-953724.000,,,,-4915769.000,,,,-6368132.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1136437.000,,-953724.000,,,,-4915769.000,,,,-6368132.000,,
NetIncomeLoss,3175313.000,-114159.000,-6572685.000,-3703019.000,-3739848.000,-7846869.000,-9380039.000,-5977065.000,-7391772.000,-14440141.000,-9566927.000,-7442954.000,-7606348.000,-6543157.000
NonoperatingIncomeExpense,372721.000,459373.000,370663.000,-558802.000,50225.000,44629.000,-2113912.000,68189.000,41542.000,28387.000,-3253248.000,7930.000,-635402.000,-4836.000
OperatingExpenses,4033773.000,2918431.000,6179150.000,3557835.000,3869421.000,7626688.000,7152482.000,5405491.000,6711166.000,13884151.000,6891645.000,6504870.000,6285881.000,5627511.000
OperatingIncomeLoss,2757963.000,-716795.000,-6993611.000,-3186469.000,-3938064.000,-8022829.000,-7908427.000,-6113191.000,-7571702.000,-14465766.000,-7743763.000,-7505552.000,-7297751.000,-6540622.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,2353258.000,667495.000,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,71828.000,517565.000,1271719.000,326018.000,267495.000,-512091.000,60654.000,55794.000,28628.000,76827.000,109653.000,-537225.000
OtherNonoperatingIncomeExpense,-92088.000,-7745.000,500.000,-1717.000,-1090.000,-7593.000,-13955.000,28056.000,9967.000,-6891.000,-1147.000,589.000,-830.000,-777.000
PaymentsOfDividends,,127033.000,0.000,305883.000,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,4729.000,,11520.000,,,,3527.000,,,,,,
ProceedsFromLoans,,,,7965715.000,,,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,4100.000,,255.000,,,,752.000,,,,7584.000,,
ProfitLoss,2998178.000,-140362.000,-6622948.000,-3745271.000,-3887839.000,-7978200.000,-10022339.000,-6045002.000,-7530160.000,-14437379.000,-10997011.000,-7497622.000,-7933153.000,-6545458.000
ProvisionForDoubtfulAccounts,,18905.000,,,,,,,,,,,,
RelatedPartyTransactionAmountsOfTransaction,,,,,,,,960503.000,0.000,0.000,-960503.000,,0.000,0.000
Revenues,9559101.000,4809607.000,2067026.000,2442532.000,1910647.000,1627485.000,729166.000,724694.000,589538.000,1071579.000,341760.000,189649.000,186791.000,166495.000
SalesRevenueNet,9559101.000,4809607.000,2067026.000,2442532.000,1910647.000,1627485.000,729166.000,724694.000,589538.000,1071579.000,341760.000,189649.000,186791.000,166495.000
SellingExpense,2199187.000,1068835.000,2610144.000,1099502.000,1236637.000,3697071.000,4184502.000,1210448.000,1185254.000,3398742.000,982339.000,892190.000,884813.000,752592.000
ShareBasedCompensation,,2642.000,595.000,595.000,199.000,0.000,0.000,,,,,,,
StockholdersEquityNoteStockSplitConversionRatio,,,,3.000,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,10582503.000,,10582530.000,10582530.000,10582530.000,10582530.000,-21165060.000,10582530.000,10582530.000,10582530.000,-21165060.000,10582530.000,10582530.000,10582530.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,10582530.000,10582530.000,10582530.000,10582530.000,-21165060.000,10582530.000,10582530.000,10582530.000,-21165060.000,10582530.000,10582530.000,10582530.000
WeightedAverageNumberOfSharesOutstandingBasic,10582503.000,,10582530.000,10582530.000,10582530.000,10582530.000,-21165060.000,10582530.000,10582530.000,10582530.000,-21165060.000,10582530.000,10582530.000,10582530.000
