,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28
AdjustmentsToReconcileIncomeLossToNetCashProvidedByUsedInContinuingOperations,,,,,,0.000,,,,,,,
BankingFeesAndCommissions,,,,,,32.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-33.000,,,,1299.000,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,0.000,
ClosedBlockOperationsResultsBeforeIncomeTaxes,,,,,,,-13587.000,,-15041.000,-9482.000,,-3800.000,-6765.000
CostsAndExpenses,2033.000,868.000,4847.000,1431.000,3701.000,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.006,-0.001,-0.006,0.001,-0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.000,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.340,,,,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,-0.340,,,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,0.000,,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,,,15142.000,10482.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2033.000,-868.000,-4847.000,-1431.000,-3701.000,,,,,,,,
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,,,,,,-0.003,,,,,,,
IncomeTaxesPaid,,,,,,0.000,,,0.000,0.000,,0.000,0.000
IncreaseDecreaseInAccruedLiabilities,,,,,,0.000,,,,,,,
InterestPaid,,,,,,0.000,,,,,,,
LegalFees,,,,,1985.000,,,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,,,,-6147.000,,,,,,0.000,
NetCashProvidedByUsedInFinancingActivities,2000.000,,,,5000.000,5000.000,,0.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2000.000,,,,5000.000,5000.000,,0.000,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,0.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,0.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-2033.000,,,,-3701.000,,,0.000,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2033.000,,,,-3701.000,,,0.000,,,,,
NetIncomeLoss,-2033.000,-868.000,-4847.000,-1431.000,-3701.000,-2446.000,-13587.000,-17503.000,-15041.000,-9482.000,17497.000,-3800.000,-6765.000
OperatingExpenses,,,,,,2946.000,14152.000,17503.000,,,,3800.000,6765.000
ProceedsFromIssuanceOfCommonStock,,,,,,0.000,,,,,,,
ProceedsFromRelatedPartyDebt,2000.000,,,,5000.000,,,,,,,,
ProfessionalAndContractServicesExpense,,,,,,2914.000,2565.000,,,,,,
ProfessionalFees,1676.000,836.000,4831.000,547.000,1200.000,,,,,,,3000.000,2765.000
ProfitLoss,-2033.000,,,,-3701.000,,,,,,,,
Revenues,,,,,,500.000,565.000,0.000,101.000,1000.000,-1101.000,0.000,0.000
SalesRevenueNet,,,,,,500.000,565.000,0.000,101.000,1000.000,-1101.000,0.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,425000000.000,425500000.000,425000000.000,425000000.000,-816089781.000,163756667.000,137090000.000
