,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentForAmortization,,,,,,,,,,,,,,,,,,,,,1106000.000,1595000.000,,,653000.000,1988000.000
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,,,,,,,,,,,8000.000,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,-12000.000,,,,40000.000,,,,99000.000,,,,81000.000,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,,,,,,,,,,,,,,,,,,,2487000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1054000.000,,,,740000.000,,,,1215000.000,,,,3130000.000,,,,,,,,3160000.000,,,,6615000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,32000.000,,,,-6000.000,,,,-16000.000,,,,43000.000,,,,-6000.000,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,,,,,,,,,,,,,,,,,1460000.000,
AllocatedShareBasedCompensationExpense,,,,,,,,,1215000.000,1543000.000,785000.000,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,154000.000,,,,154000.000,,,,112000.000,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,0.000,0.000,,511000.000,,,,557000.000,
AssetImpairmentCharges,,,,,754000.000,,,,4696000.000,,6965000.000,,,,,,,,,,0.000,0.000,0.000,,0.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,23000.000,173000.000,,,1000.000,0.000,,3000.000,0.000,-40000.000,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,,,253000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,149000.000,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,1420000.000,,,,1779000.000,,,,632000.000,,,,1151000.000,,,,979000.000,,,,2443000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-1820000.000,,,,7978000.000,,,,-19770000.000,,,,-11511000.000,,,,-280000.000,,,,-14818000.000,,,,-46355000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,0.120,0.120,0.120,0.120,,,,,0.120,0.120,0.120,0.120,0.120,0.120
ComprehensiveIncomeNetOfTax,8792000.000,,,,15600000.000,12517000.000,3584000.000,500000.000,2936000.000,4653000.000,2591000.000,-7935000.000,-7972000.000,-14406000.000,-6119000.000,-1859000.000,9832000.000,5061000.000,10319000.000,-1285000.000,14111000.000,805000.000,10979000.000,7830000.000,897000.000,5092000.000
CostOfGoodsAndServicesSold,73247000.000,88829000.000,64455000.000,88652000.000,68397000.000,85484000.000,61406000.000,69166000.000,74866000.000,96855000.000,70947000.000,80360000.000,84716000.000,121747000.000,78417000.000,92735000.000,,,,,,,,,,
CostOfGoodsSoldDepreciationDepletionAndAmortization,,,,,4559000.000,1085000.000,2132000.000,1023000.000,,,,,,,,,,,,,,,,,,
CostOfRevenue,,,,,,,,,,,,,,,,,109701000.000,87312000.000,98270000.000,102033000.000,93334000.000,132020000.000,87637000.000,117041000.000,109153000.000,136387000.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
DebtInstrumentPeriodicPayment,,,,,,,,,,,,,,,,,406000.000,,,,,,,,,
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,,,,,,,406000.000,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-1653000.000,,,,-2477000.000,,,,456000.000,,,,5140000.000,,,,-6821000.000,,,,1939000.000,,,,44000.000,
Depreciation,,,,,3805000.000,4708000.000,5045000.000,5593000.000,4846000.000,5696000.000,6111000.000,6253000.000,4607000.000,7499000.000,7314000.000,5639000.000,5493000.000,5412000.000,5147000.000,5055000.000,5281000.000,5655000.000,5887000.000,6372000.000,6429000.000,5937000.000
DepreciationAndAmortization,3635000.000,3644000.000,3593000.000,4108000.000,3918000.000,4821000.000,5307000.000,5978000.000,,6084000.000,6503000.000,,5008000.000,7909000.000,7730000.000,6058000.000,5913000.000,5844000.000,5571000.000,5432000.000,5587000.000,5966000.000,6194000.000,6664000.000,6868000.000,6377000.000
DepreciationDepletionAndAmortization,3635000.000,,,,3918000.000,,,,5232000.000,,,,5008000.000,,,,6892000.000,,,,6736000.000,,,,8534000.000,
DividendsCommonStock,-21062000.000,,,,-8937000.000,,,,8977000.000,,,,9018000.000,,,,0.120,0.120,0.120,,,,,,,
DividendsCommonStockCash,,,,,8937000.000,8938000.000,8970000.000,8970000.000,,,,,,,,,-9064000.000,,,,9113000.000,,,,,
EarningsPerShareBasic,,0.190,0.140,,0.210,0.160,0.050,0.000,0.040,0.070,,,,,,,0.130,,,,,,0.150,,,0.070
EarningsPerShareBasicAndDiluted,0.110,,,,,,,,,,0.030,,-0.110,-0.190,-0.080,,,0.070,0.140,,0.180,0.010,,,0.010,
EarningsPerShareDiluted,,0.190,0.140,,0.200,0.160,0.050,0.010,0.040,0.070,,,,,,,0.130,,,,,,0.140,,,0.060
EffectiveIncomeTaxRateContinuingOperations,,,,,0.070,,,,0.370,,,,,,,,,,,,,,,,,
