,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,188000000.000,114000000.000,145000000.000,158000000.000,169000000.000,174000000.000,192000000.000,164000000.000,171000000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,0.000,,0.000,0.000
AccountsReceivableNetCurrent,81000000.000,173000000.000,137000000.000,159000000.000,167000000.000,187000000.000,214000000.000,178000000.000,176000000.000
AccountsReceivableRelatedParties,,,,,,0.000,,0.000,0.000
AccruedLiabilitiesCurrent,,,1179000000.000,1145000000.000,1181000000.000,1272000000.000,1459000000.000,1300000000.000,1407000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2505000000.000,,,,3018000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,24000000.000,3000000.000,-9000000.000,-27000000.000,52000000.000,39000000.000,59000000.000,2000000.000,-98000000.000
AdditionalPaidInCapital,,12910000000.000,13100000000.000,13188000000.000,13305000000.000,13419000000.000,13579000000.000,13724000000.000,13873000000.000
AllowanceForNotesAndLoansReceivableCurrent,,,233000000.000,257000000.000,279000000.000,314000000.000,339000000.000,364000000.000,385000000.000
AociTaxAttributableToParent,0.000,-1000000.000,-3000000.000,-1000000.000,3000000.000,1000000.000,-1000000.000,-2000000.000,-3000000.000
Assets,26911000000.000,27896000000.000,28881000000.000,29470000000.000,30631000000.000,31356000000.000,33103000000.000,33493000000.000,35290000000.000
AssetsCurrent,19713000000.000,20554000000.000,20648000000.000,21968000000.000,23457000000.000,24161000000.000,25733000000.000,25425000000.000,27035000000.000
AvailableForSaleSecurities,4077000000.000,4785000000.000,4314000000.000,3775000000.000,3943000000.000,4557000000.000,4501000000.000,4589000000.000,4790000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,1000000.000,,0.000,3000000.000,6000000.000,3000000.000,2000000.000,4000000.000,5000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,3000000.000,,16000000.000,8000000.000,1000000.000,1000000.000,5000000.000,4000000.000,3000000.000
AvailableForSaleSecuritiesAmortizedCost,4079000000.000,,4330000000.000,3780000000.000,3938000000.000,4555000000.000,4504000000.000,4589000000.000,4788000000.000
