,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,1172.000,,,
EarningsPerShareBasic,,,,,-0.000,
GeneralAndAdministrativeExpense,15837.000,14091.000,1902.000,1099.000,425.000,2503.000
IncreaseDecreaseInAccountsPayable,,,1000.000,,,
IncreaseDecreaseInAccruedLiabilities,51.000,126.000,,,,
IncreaseDecreaseInDueToOtherRelatedParties,,,125.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,337.000,-337.000,,,,
InterestExpenseRelatedParty,51.000,126.000,125.000,126.000,128.000,128.000
NetCashProvidedByUsedInFinancingActivities,15500.000,14428.000,10724.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,15500.000,14428.000,10724.000,,,
NetCashProvidedByUsedInOperatingActivities,-15500.000,-14428.000,-9552.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-15500.000,-14428.000,-9552.000,,,
NetIncomeLoss,-15888.000,-14217.000,-10677.000,-5425.000,-4753.000,-6831.000
NonoperatingIncomeExpense,-51.000,-126.000,-125.000,-126.000,-128.000,-128.000
OperatingExpenses,,,10552.000,5299.000,4625.000,
OperatingIncomeLoss,-15837.000,-14091.000,-10552.000,-5299.000,-4625.000,-6703.000
ProceedsFromContributionsFromAffiliates,3000.000,14428.000,9552.000,,,
ProceedsFromIssuanceOfCommonStock,,,1172.000,,,
ProceedsFromRelatedPartyDebt,12500.000,,,,,
ProfessionalFees,,,8650.000,4200.000,4200.000,4200.000
WeightedAverageNumberOfSharesOutstandingBasic,5000000.000,9235734.000,11718750.000,11718750.000,9723166.000,-22925437.000
