,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
CashAndCashEquivalentsPeriodIncreaseDecrease,-2988.000,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,-0.000
EffectiveIncomeTaxRateContinuingOperations,0.000,,,,0.000,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.150,,,,0.250,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationDeductions,,,,,0.250,,,,,,,,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,-39653.000,-17268.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-1340.000,-2550.000,-9752.000,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,-0.010,-0.010,0.000,0.000,0.000,0.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,1340.000,,,,3201.000,,,,3300.000,,,,965.000
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,,,,,150000.000
InterestPaid,,,,,0.000,,,,,,,,,,,,
LegalFees,3436.000,6627.000,2640.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,590.000,,,,,,,,,,,,3000.000,,,,1420.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,590.000,,,,,,,,,,,,3000.000,,,,1420.000
NetCashProvidedByUsedInOperatingActivities,-3578.000,,,,,,,,,,,,-3000.000,,,,-1420.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3578.000,,,,,,,,,,,,-3000.000,,,,-1420.000
NetIncomeLoss,-3578.000,-39653.000,-17268.000,-3440.000,-1340.000,-2550.000,-9752.000,-12265.000,-3201.000,-6800.000,-1300.000,-4830.000,-6300.000,-10300.000,-2300.000,-5300.000,-2385.000
OfficersCompensation,,32640.000,14360.000,,,,,,,,,,,,,,
OperatingCostsAndExpenses,3578.000,39653.000,17268.000,,,,,,3201.000,6800.000,1300.000,4830.000,6300.000,10300.000,2300.000,5300.000,2385.000
OperatingExpenses,,,,,1340.000,2550.000,9752.000,12265.000,,,,,,,,,
OtherCostAndExpenseOperating,53.000,386.000,268.000,,,,,,,,,,4000.000,8000.000,,,
OtherGeneralExpense,,,,,70.000,,,,,,,,,,,,
ProceedsFromNotesPayable,590.000,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfDebt,,,,,,,,,,,,,3000.000,,,,1420.000
ProfessionalFees,,,,,1270.000,2550.000,9752.000,11245.000,2500.000,6500.000,1000.000,4500.000,2000.000,2000.000,2000.000,5000.000,2000.000
ProfitLoss,-3578.000,,,,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,89.000,,,,,,,,,,,,,,,,
Revenues,0.000,,,,,,,,,,,,,,,,
SalesRevenueNet,0.000,,,,,,,,,,,,,,,,
ShareBasedCompensation,,,,,,,,,,,,,,,,,150000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,3000000.000,3078043.000,3250000.000,-6045416.000,4000000.000,3250000.000,3250000.000,-6500000.000,4000000.000,4000000.000,4000000.000,-8000000.000,4000000.000,4000000.000,4000000.000,-8000000.000,4305556.000
