,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
EarningsPerShareBasic,,-0.000,-0.000,,0.000
GeneralAndAdministrativeExpense,4613.000,3189.000,4750.000,7629.000,10180.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-4613.000,-3189.000,-4750.000,-7629.000,-10180.000
IncomeTaxExpenseBenefit,,0.000,-0.000,,0.000
IncomeTaxesPaid,,,,,0.000
IncreaseDecreaseInAccountsPayable,,,,,0.000
InterestPaid,,,,,0.000
NetCashProvidedByUsedInFinancingActivities,4613.000,,,,10180.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,4613.000,,,,10180.000
NetCashProvidedByUsedInOperatingActivities,-4613.000,,,,-10180.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4613.000,,,,-10180.000
NetIncomeLoss,-4613.000,-3189.000,-4750.000,-7629.000,-10180.000
OperatingExpenses,4613.000,3189.000,4750.000,7629.000,10180.000
OperatingIncomeLoss,-4613.000,-3189.000,-4750.000,-7629.000,-10180.000
ProceedsFromContributedCapital,1619.000,,,,
ProceedsFromRelatedPartyDebt,4613.000,,,,10180.000
RelatedPartyTransactionAmountsOfTransaction,990.000,,,,
Revenues,,0.000,0.000,,0.000
SalesRevenueNet,,0.000,0.000,,0.000
StockRedeemedOrCalledDuringPeriodValue,,,,,0.000
WeightedAverageNumberOfSharesOutstandingBasic,10052747.000,10100000.000,10100000.000,-20164254.000,10100000.000
