,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30
AdjustmentForAmortization,,,,,,,,,,,,,17671.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,-60.000,,,,,,
CashPeriodIncreaseDecrease,80.000,,,,-334.000,,,,,,,,,,
CostsAndExpensesRelatedParty,,,,,,,,,0.000,81664.000,15000.000,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,,-0.010,-0.040,-0.020
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,0.000,,,,,
GeneralAndAdministrativeExpense,20.000,95.000,912.000,111.000,35334.000,126590.000,3647.000,-159722.000,60.000,1590.000,3647.000,-3667.000,15682.000,10191.000,7172.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,-19679.000,-252570.000,-212419.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,-105622.000,-427316.000,-229491.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,,,,-0.000,,-0.000,,,,,,,,
IncomeTaxesPaid,,,,,0.000,,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayable,356.000,,,,11130.000,,,,16569.000,,,,10032.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,2750.000,,,,12071.000,,
IncreaseDecreaseInPrepaidRoyalties,,,,,,,,,,,,,6000.000,,
IncreaseDecreaseInReceivables,,,,,,,,,,,,,-45000.000,,
InterestExpense,,,,,,-1343.000,-2632.000,,-2750.000,-1343.000,-2632.000,17725.000,8995.000,23530.000,29513.000
InterestExpenseRelatedParty,,,,,,,,,,,,,20722.000,32955.000,26713.000
InterestPaid,,,,,0.000,,,,0.000,,,,,,
NetCashProvidedByUsedInContinuingOperations,,,,,,,,,,,,,10944.000,,
NetCashProvidedByUsedInFinancingActivities,100.000,,,,,,,,300.000,,,,37792.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,100.000,,,,,,,,300.000,,,,37792.000,,
NetCashProvidedByUsedInOperatingActivities,-20.000,,,,-334.000,,,,-360.000,,,,-26848.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-20.000,,,,-334.000,,,,-360.000,,,,-26848.000,,
NetIncomeLoss,-376.000,,,,-46464.000,,,,,,,,-105622.000,-427316.000,-229491.000
NonoperatingIncomeExpense,,,,,,,,,,,,,-29717.000,-56485.000,-56226.000
OperatingExpenses,376.000,745.000,10897.000,33516.000,46464.000,251227.000,209787.000,541479.000,16929.000,251227.000,209787.000,-432016.000,75905.000,370831.000,173265.000
OperatingIncomeLoss,-376.000,-745.000,-10897.000,-33516.000,-46464.000,-252570.000,-212419.000,-544224.000,-19679.000,-252570.000,-211419.000,437741.000,-75905.000,-370831.000,-173265.000
OtherNonoperatingIncomeExpense,,,,,,,,,-2750.000,-1343.000,-2632.000,,,,
ProceedsFromNotesPayable,,,,,,,,,,,,,10000.000,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,29500.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,,,,,-1708.000,,
ProfessionalFees,356.000,650.000,9985.000,33405.000,11130.000,42973.000,186140.000,161701.000,16869.000,42973.000,186140.000,-204388.000,60223.000,104240.000,16593.000
ProfitLoss,-376.000,-745.000,-10897.000,-33516.000,-46464.000,-251227.000,-209787.000,-541479.000,-16929.000,-251227.000,-209787.000,,,,
Revenues,,,,,,,,,,0.000,,,,,
SalesRevenueNet,,,,,,,,,,0.000,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,,,,,,,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,80449631.000,71266298.000,79616298.000,-228092324.000,11217985.000,11287692.000,11308049.000
