,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,41612.000,149464.000,487016.000,1047908.000,1630000.000,1646000.000,1787000.000,,,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,168095.000,,,,395000.000,,,,1853000.000,,,,
AmortizationOfFinancingCosts,,74419.000,,,,291000.000,,,,339000.000,,,,352000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,153000.000,,,,154000.000
BusinessCombinationAcquisitionRelatedCosts,,563334.000,4166910.000,2235798.000,7759958.000,39000.000,606000.000,4161000.000,2755000.000,148000.000,3162000.000,177000.000,1337000.000,2186000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,2280000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,1625688.000,,,,11044000.000,,,,2253000.000,,,,-3566000.000
CommonStockDividendsPerShareDeclared,,0.150,0.160,0.160,,0.160,0.160,0.160,,0.160,,,,
ComprehensiveIncomeNetOfTax,,,,,,13774000.000,1189000.000,-7949000.000,111000.000,-3216000.000,-2848000.000,3629000.000,7048000.000,2098000.000
Depreciation,,102340.000,459911.000,1396598.000,2615151.000,3651000.000,3660000.000,4124000.000,,,,,,
DepreciationAndAmortization,,,,,,,,,,,7631000.000,8246000.000,,9370000.000
DepreciationDepletionAndAmortization,,,,,,,,,,6744000.000,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,,,,,,,,,,,0.000,,,0.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,80484.000,213921.000,738151.000,1348444.000,1599000.000,1174000.000,963000.000,-304000.000,944000.000,1286000.000,1301000.000,1557000.000,1403000.000
DistributionAndServicingFees,,,,,,,,,,,,,,127000.000
DividendsCommonStock,,56844.000,,,,3959000.000,,,,7189000.000,,,,10424000.000
EarningsPerShareBasicAndDiluted,-0.920,-2.080,-1.150,-0.100,2.080,0.560,-0.030,-0.120,-0.190,0.030,,,,
EscrowDepositDisbursementsRelatedToPropertyAcquisition1,,,,,,,,,,0.000,,,,
GeneralAndAdministrativeExpense,18417.000,154859.000,236655.000,414577.000,518909.000,502000.000,1069000.000,1019000.000,1536000.000,1225000.000,1265000.000,1395000.000,1138000.000,1095000.000
ImpairmentOfRealEstate,,,,,,,,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,196119.000,,,,-136000.000,,,,-835000.000,,,,451000.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,,465000.000
IncreaseDecreaseInDueToAffiliates,,,,,,-2964000.000,,,,295000.000,,,,-634000.000
