,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AllocatedShareBasedCompensationExpense,,,,454000.000,433000.000,,873000.000,778000.000,887000.000,1062000.000,903000.000,903000.000,995000.000,899000.000,1000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,291000.000,280000.000,,536000.000,481000.000,565000.000,618000.000,570000.000,469000.000,631000.000,630000.000,641000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,2159000.000,,686000.000,222000.000,523000.000,98000.000,353000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,500000.000,200000.000,,750000.000,5300000.000,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,290000.000,67000.000,,-195000.000,-25000.000,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,553000.000,17000.000,,-350000.000,-5399000.000,-1660000.000,15668000.000,465000.000,1271000.000,2200000.000,232000.000,93000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,319000.000,,,,,,,,5000.000,,,,306000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,1191000.000
ComprehensiveIncomeNetOfTax,,,2316000.000,3511000.000,4485000.000,4632000.000,3688000.000,1608000.000,1528000.000,5425000.000,4643000.000,4676000.000,5628000.000,4806000.000,5107000.000
DeferredIncomeTaxExpenseBenefit,,,-280000.000,,,,-182000.000,,,,-654000.000,,,,-827000.000
DepreciationAmortizationAndAccretionNet,,,287000.000,,,,293000.000,,,,305000.000,,,,247000.000
DepreciationDepletionAndAmortization,,,,287000.000,287000.000,,293000.000,292000.000,279000.000,336000.000,305000.000,301000.000,290000.000,304000.000,247000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,,,-180000.000,-182000.000,,
EarningsPerShareBasic,0.130,0.150,0.190,0.230,0.300,0.240,0.240,0.130,0.310,0.340,0.250,0.290,0.370,0.280,0.260
EarningsPerShareDiluted,0.120,0.150,0.180,0.220,0.290,0.230,0.230,0.120,0.290,0.330,0.240,0.270,0.350,0.270,0.250
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,,,0.000,,,,0.000,0.000,0.000,0.000,0.000
FeesAndCommissionsDepositorAccounts,720000.000,707000.000,805000.000,834000.000,888000.000,826000.000,873000.000,920000.000,926000.000,955000.000,916000.000,978000.000,951000.000,1002000.000,995000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,,350000.000,5400000.000,1700000.000,850000.000,,,,,
GainLossOnSaleOfLoansAndLeases,,,,,227000.000,,400000.000,1278000.000,253000.000,751000.000,213000.000,1113000.000,1080000.000,166000.000,195000.000
GainLossOnSaleOfSecuritiesNet,,,,,,,,804000.000,,,5000.000,,,,306000.000
GainLossOnSalesOfLoansNet,,,276000.000,358000.000,,,400000.000,,,,213000.000,,,,195000.000
GainsLossesOnSalesOfOtherRealEstate,,,,,,,370000.000,,,,,,,,
