,2011-09-10,2011-12-03
ComprehensiveIncomeNetOfTax,-99484000.000,-123204000.000
CostOfGoodsAndServicesSold,1183264000.000,1126059000.000
DebtorReorganizationItemsOtherExpenseIncome,7000.000,0.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,-1464000.000,-243000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,0.000,0.000
EarningsPerShareBasic,-1.880,-2.320
EarningsPerShareDiluted,-1.880,-2.320
GeneralAndAdministrativeExpense,506902000.000,499610000.000
GrossProfit,455430000.000,445283000.000
IncomeLossFromContinuingOperations,-97831000.000,-123231000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-96269000.000,-124413000.000
IncomeLossFromContinuingOperationsPerBasicShare,-1.840,-2.310
IncomeLossFromContinuingOperationsPerDilutedShare,-1.840,-2.310
IncomeLossFromDiscontinuedOperationsNetOfTax,-2022000.000,-335000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-2014000.000,-335000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.040,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.040,-0.010
IncomeTaxExpenseBenefit,1562000.000,-1182000.000
InterestExpense,37829000.000,34499000.000
NetIncomeLoss,-99845000.000,-123566000.000
NonoperatingIncomeExpense,8000.000,61000.000
OperatingIncomeLoss,-75596000.000,-79465000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,361000.000,362000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,361000.000,362000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansPlanAmendmentsTaxEffect,0.000,0.000
ReorganizationItems,-8000.000,
RestructuringCharges,-17148000.000,10510000.000
Revenues,1638694000.000,1571342000.000
SalesRevenueNet,1638694000.000,1571342000.000
WeightedAverageNumberOfDilutedSharesOutstanding,53852470.000,53852470.000
WeightedAverageNumberOfSharesOutstandingBasic,53852470.000,53852470.000
