,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1461000.000,1275000.000,1556000.000,1922000.000,1912000.000,1388000.000,1697000.000,2138000.000,2121000.000,1025000.000,3903000.000,1157000.000,1896000.000,1018000.000,1613000.000,1136000.000,1096000.000,689000.000,2763000.000,2424000.000,1506000.000,1518000.000,5563000.000,1178000.000
AccountsReceivableNetCurrent,,,,,,,,,,,5750000.000,,,,5750000.000,106000.000,350000.000,163000.000,203000.000,195000.000,95000.000,,0.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,20236000.000,,,,22384000.000,,,,23121000.000,,,,18150000.000,,,,18792000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,60000.000,-22000.000,6000.000,25000.000,37000.000,106000.000,82000.000,78000.000,17000.000,129000.000,47000.000,38000.000,42000.000,16000.000,-7000.000,17000.000,11000.000,25000.000,-44000.000,49000.000,53000.000,9000.000,-18000.000,-29000.000
AdditionalPaidInCapitalCommonStock,890243000.000,893535000.000,897479000.000,901065000.000,904960000.000,909401000.000,1049174000.000,1050967000.000,1053536000.000,1055599000.000,1057390000.000,1059778000.000,1062571000.000,1064656000.000,1068347000.000,1070418000.000,1073339000.000,1075251000.000,1082980000.000,1084422000.000,1096215000.000,1111107000.000,1115807000.000,1160163000.000
Assets,289867000.000,275865000.000,257106000.000,233911000.000,214360000.000,194316000.000,310043000.000,282939000.000,261674000.000,239537000.000,226058000.000,203290000.000,182431000.000,163219000.000,154135000.000,165689000.000,148353000.000,139170000.000,131747000.000,108280000.000,99320000.000,88641000.000,78134000.000,101326000.000
AssetsCurrent,282569000.000,268592000.000,250233000.000,226075000.000,206373000.000,186629000.000,302458000.000,275405000.000,254576000.000,233013000.000,220075000.000,197828000.000,177540000.000,158943000.000,150537000.000,162522000.000,145522000.000,136180000.000,129024000.000,105606000.000,96897000.000,86547000.000,76214000.000,99524000.000
AvailableForSaleSecurities,,,,,,,,,,,,,,,132957000.000,,,,97867000.000,,,,65030000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,42000.000,,34000.000,29000.000,29000.000,,54000.000,55000.000,19000.000,,1000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,26000.000,,17000.000,18000.000,4000.000,,5000.000,2000.000,10000.000,,30000.000
