,2011-01-29,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,3101000000.000,3324000000.000,4528000000.000,2912000000.000,3258000000.000,3088000000.000,3851000000.000,2761000000.000,2862000000.000,2903000000.000,3517000000.000,2496000000.000,2612000000.000,2506000000.000,2431000000.000,1621000000.000,1685000000.000,1704000000.000,2295000000.000,1574000000.000,1337000000.000,1345000000.000,1556000000.000,1048000000.000,961000000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccountsReceivableNetCurrent,683000000.000,782000000.000,656000000.000,695000000.000,644000000.000,569000000.000,665000000.000,635000000.000,608000000.000,641000000.000,541000000.000,553000000.000,562000000.000,516000000.000,546000000.000,429000000.000,474000000.000,460000000.000,475000000.000,419000000.000,437000000.000,390000000.000,372000000.000,466000000.000,479000000.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,557000000.000,502000000.000,515000000.000,523000000.000,511000000.000,535000000.000,516000000.000,480000000.000,440000000.000,484000000.000,473000000.000,460000000.000,435000000.000,436000000.000,406000000.000,380000000.000,371000000.000,363000000.000,324000000.000,284000000.000,301000000.000,317000000.000,355000000.000,339000000.000,293000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4350000000.000,,,4633000000.000,,,,5191000000.000,,,,4715000000.000,,,,3864000000.000,,3097000000.000,2925000000.000,2960000000.000,2999000000.000,3032000000.000,2886000000.000,2841000000.000,2803000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-5000000.000,9000000.000,-5000000.000,-3000000.000,,0.000,0.000,0.000,,2000000.000,2000000.000,1000000.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,725000000.000,715000000.000,1575000000.000,1530000000.000,1485000000.000,1440000000.000,1408000000.000,1364000000.000,1319000000.000,1276000000.000,1036000000.000,1007000000.000,975000000.000,893000000.000,2028000000.000,1963000000.000,1897000000.000,1832000000.000,1915000000.000,1851000000.000,1787000000.000,1723000000.000,1549000000.000,1499000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-15000000.000,-38000000.000,-29000000.000,-35000000.000,-29000000.000,-24000000.000,-51000000.000,-55000000.000,-66000000.000,-65000000.000,-83000000.000,-75000000.000,-74000000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000,-3000000.000,-3000000.000,-3000000.000,-3000000.000,-3000000.000,-2000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-779000000.000,-745000000.000,-744000000.000,-1609000000.000,-1568000000.000,-1514000000.000,-1464000000.000,-1459000000.000,-1419000000.000,-1385000000.000,-1339000000.000,-1117000000.000,-1081000000.000,-1049000000.000,-895000000.000,-2030000000.000,-1965000000.000,-1899000000.000,-1834000000.000,-1918000000.000,-1854000000.000,-1790000000.000,-1726000000.000,-1552000000.000,-1501000000.000
AdditionalPaidInCapital,10185000000.000,,,10005000000.000,,,,9298000000.000,,,,9298000000.000,,,,9189000000.000,,,,9173000000.000,,,,9130000000.000,
AllowanceForDoubtfulAccountsReceivable,,,,28000000.000,,,,26000000.000,,,,28000000.000,,,,25000000.000,,,,34000000.000,,,,37000000.000,
Assets,24268000000.000,23800000000.000,25521000000.000,21381000000.000,21607000000.000,21183000000.000,21802000000.000,19340000000.000,19396000000.000,19278000000.000,20209000000.000,18261000000.000,16930000000.000,16438000000.000,15169000000.000,13209000000.000,13290000000.000,13186000000.000,12769000000.000,11337000000.000,11175000000.000,10614000000.000,10865000000.000,9362000000.000,9071000000.000
AssetsCurrent,11535000000.000,11304000000.000,13019000000.000,10244000000.000,10628000000.000,10345000000.000,11278000000.000,9265000000.000,9451000000.000,9500000000.000,10528000000.000,8959000000.000,8527000000.000,8157000000.000,7591000000.000,5863000000.000,6063000000.000,7577000000.000,7219000000.000,6045000000.000,6120000000.000,5625000000.000,5966000000.000,4996000000.000,4938000000.000
AssetsHeldForSaleAtCarryingValue,,,,55000000.000,,,,57000000.000,,,,39000000.000,,,,,,,,,,,,,
AssetsHeldForSaleLongLived,,,,55000000.000,,,,,,,,,,,,,,,,,,,,,
