,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,41097000.000,42820000.000,,45703000.000,45411000.000,50430000.000,,51046000.000,49792000.000,57996000.000,,64566000.000,79541000.000,81670000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,19726000.000,20365000.000,21426000.000,22342000.000,38985000.000,40098000.000,41514000.000,42870000.000,44420000.000,40231000.000,41067000.000,42858000.000,44668000.000,46460000.000,48216000.000,49973000.000,51722000.000,53505000.000,55287000.000,57032000.000,58790000.000,60068000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,3098000.000,2387000.000,,,,,,,,,-7915000.000,,,,-1733000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,156000.000,153000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2007000.000,3254000.000,2540000.000,1963000.000,2457000.000,1969000.000,3569000.000,3483000.000,2233000.000,-4441000.000,-4900000.000,-7915000.000,-5936000.000,-3209000.000,-4681000.000,-1622000.000,1747000.000,-1775000.000,1191000.000,-2476000.000,3352000.000,5969000.000,4896000.000,-3818000.000,-3261000.000
AdditionalPaidInCapital,524671000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,524841000.000,525012000.000,525171000.000,618031000.000,618184000.000,618176000.000,618429000.000,618711000.000,619036000.000,616968000.000,617538000.000,617978000.000,617709000.000,616997000.000,617475000.000,617845000.000,618044000.000,616252000.000,616899000.000,617477000.000,617738000.000,616142000.000,616734000.000,617364000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,6393000.000,6847000.000,6943000.000,6513000.000,7156000.000,6942000.000,7066000.000,6946000.000,7823000.000,7465000.000,8008000.000,7889000.000,8696000.000,8359000.000,8757000.000,8501000.000,8414000.000,7494000.000,7996000.000,7516000.000,7905000.000,7419000.000,8166000.000,7645000.000,8032000.000
AdvancesFromFederalHomeLoanBanks,,,,,,,,,,,,768773000.000,,,,1004026000.000,0.000,,,861866000.000,,,,910774000.000,
AmortizationMethodQualifiedAffordableHousingProjectInvestments,,,,,,,,,,,,,,,,,10790000.000,10400000.000,9990000.000,,,,,,
Assets,3057772000.000,3114582000.000,3157498000.000,3299013000.000,4877124000.000,4972381000.000,5061444000.000,5147534000.000,5110378000.000,5150480000.000,5236229000.000,5325106000.000,5418785000.000,5587486000.000,5717965000.000,5799880000.000,5755146000.000,5782934000.000,5839529000.000,6042338000.000,6181030000.000,6296502000.000,6380312000.000,6438129000.000,6497721000.000
AssetsHeldForSaleAtCarryingValue,,,,,6046000.000,6046000.000,6046000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,,,,,,561622000.000,532465000.000,524142000.000,516645000.000,530549000.000,523246000.000,516245000.000,529236000.000,533162000.000
AvailableForSaleSecurities,318597000.000,274448000.000,253510000.000,217431000.000,461498000.000,384533000.000,466822000.000,481323000.000,486625000.000,479177000.000,480402000.000,492428000.000,527073000.000,528586000.000,527516000.000,550761000.000,565115000.000,530476000.000,526764000.000,513201000.000,536182000.000,532967000.000,,,
