,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,5743794.000,5182511.000,7081471.000,9177055.000,12450573.000,16993440.000,16459918.000,17153289.000,17172075.000,16428976.000,15834274.000,4733532.000,5118284.000,5478275.000,6021974.000,4622037.000
AccountsPayableCurrent,76404.000,238286.000,29497.000,546271.000,2637304.000,859358.000,983465.000,,,,,,,,,
AccountsPayableFairValueDisclosure,,,668143.000,,,,,,,,,,,,,
AccountsPayableTradeCurrent,,2966035.000,4020205.000,6493594.000,9648276.000,13784050.000,13184825.000,14882475.000,14043285.000,12640725.000,12006592.000,2157901.000,2628992.000,3568194.000,4601835.000,2637070.000
AccountsPayableTradeCurrentAndNoncurrent,3430662.000,,,,,,,,,,,,,,,
AccountsReceivableFairValueDisclosure,,,936225.000,,,,,,,,,,,,,
AccountsReceivableNetCurrent,627295.000,574141.000,754987.000,579900.000,627508.000,334594.000,476851.000,420384.000,406559.000,226924.000,978634.000,1430032.000,2191901.000,3973067.000,986935.000,293296.000
AccruedProfessionalFeesCurrent,,346398.000,203958.000,489049.000,286995.000,428944.000,614993.000,560420.000,760471.000,1010403.000,2021858.000,1241699.000,661102.000,407067.000,635722.000,607480.000
AccruedProfessionalFeesCurrentAndNoncurrent,1211557.000,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,185651.000,224610.000,274778.000,332018.000,393976.000,371286.000,367088.000,388269.000,460119.000,495081.000,1242986.000,2379220.000,3377002.000,4477147.000,5540601.000,6748583.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-674413.000,-275332.000,-373983.000,-963757.000,56204.000,-2751112.000,-4632628.000,-7829978.000,-8175297.000,-13117967.000,-15157048.000,-10872344.000,-10741099.000,-11118003.000,-12564172.000,-12169892.000
AdditionalPaidInCapital,173621316.000,174637777.000,177275934.000,178765992.000,181956603.000,219045886.000,220460559.000,221973090.000,256528245.000,257370108.000,258792171.000,271559194.000,272387562.000,273399458.000,280819681.000,296881867.000
AdditionalPaidInCapitalCommonStock,,,,8120700.000,8120700.000,24608700.000,24608700.000,2062458.000,4302323.000,8896696.000,8896696.000,17725999.000,17725999.000,,,
AssetRetirementObligationCurrent,,,45000.000,,,,45000.000,,,,45000.000,,,,,
AssetRetirementObligationsNoncurrent,,,180000.000,,,,180000.000,,,,180000.000,,,,180000.000,
Assets,124146165.000,118810201.000,114079014.000,117235545.000,118868258.000,162443077.000,152440400.000,144335366.000,190072322.000,173201932.000,143087196.000,157682970.000,148690803.000,157610083.000,161330465.000,150731681.000
AssetsCurrent,114476421.000,106549996.000,94963364.000,85210355.000,66052085.000,86661046.000,57092121.000,30975063.000,54729787.000,38038275.000,10844113.000,20137457.000,11938717.000,23413377.000,31421552.000,20798107.000
AssetsFairValueDisclosure,,,5579363.000,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,,,,,,,,85597851.000,90426780.000,90760309.000,89491026.000,87296018.000,88130156.000
BusinessAcquisitionSharePrice,,,6.630,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,204251.000,207823.000,238143.000,297877.000,406108.000,195705.000,134248.000,167178.000,199431.000,187462.000,182720.000,189361.000,189569.000,188583.000,184865.000,186022.000
