,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1138000.000
AllocatedShareBasedCompensationExpense,1138000.000
AmortizationOfFinancingCosts,3847000.000
AmortizationOfIntangibleAssets,1500000.000
BusinessExitCosts1,246000.000
CapitalExpendituresIncurredButNotYetPaid,12113000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,36876000.000
CostOfServices,223992000.000
CostOfServicesDepreciation,28123000.000
CostsAndExpenses,271917000.000
DeferredIncomeTaxExpenseBenefit,134000.000
DepreciationAndAmortization,30373000.000
DepreciationDepletionAndAmortization,30373000.000
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,0.000
EarningsPerShareBasicAndDiluted,-0.700
EffectOfExchangeRateOnCashAndCashEquivalents,28000.000
EffectiveIncomeTaxRateContinuingOperations,-0.002
GainsLossesOnExtinguishmentOfDebt,-31084000.000
GrossProfit,16161000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-72121000.000
IncomeTaxExpenseBenefit,-134000.000
IncomeTaxesPaid,0.000
IncreaseDecreaseInAccountsPayable,9067000.000
IncreaseDecreaseInAccountsReceivable,60152000.000
IncreaseDecreaseInAccruedLiabilities,9622000.000
IncreaseDecreaseInInventories,5537000.000
IncreaseDecreaseInOtherNoncurrentAssets,150000.000
IncreaseDecreaseInOtherOperatingLiabilities,889000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-4920000.000
InterestExpense,40361000.000
InterestPaidNet,11383000.000
NetCashProvidedByUsedInFinancingActivities,92112000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,92112000.000
NetCashProvidedByUsedInInvestingActivities,-7858000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7858000.000
NetCashProvidedByUsedInOperatingActivities,-47406000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-47406000.000
NetIncomeLoss,-72255000.000
NonoperatingIncomeExpense,-40357000.000
NotesReduction,0.000
OperatingIncomeLoss,-31764000.000
OperatingLeasesRentExpenseMinimumRentals,2600000.000
OperatingLeasesRentExpenseSubleaseRentals1,100000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,184000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,13000.000
OtherComprehensiveIncomeLossNetOfTax,197000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-72058000.000
OtherNoncashIncomeExpense,436000.000
OtherNonoperatingIncomeExpense,4000.000
PaymentsForCapitalImprovements,157000.000
PaymentsForSoftware,7000.000
PaymentsOfDebtExtinguishmentCosts,15817000.000
PaymentsOfDebtIssuanceCosts,8800000.000
PaymentsToAcquireBusinessesGross,0.000
PaymentsToAcquireProductiveAssets,22236000.000
PaymentsToAcquirePropertyPlantAndEquipment,10070000.000
ProceedsFromIssuanceOfCommonStock,255494000.000
ProceedsFromIssuanceOfLongTermDebt,150000000.000
ProceedsFromSaleOfProductiveAssets,2376000.000
ReclassificationFromAociCurrentPeriodNetOfTaxAttributableToParent,-173000.000
RepaymentsOfLongTermCapitalLeaseObligations,662000.000
RepaymentsOfLongTermDebt,288103000.000
Revenues,240153000.000
SalesRevenueNet,240153000.000
SellingGeneralAndAdministrativeExpense,17552000.000
ShareBasedCompensation,1138000.000
StockIssued1,0.000
StockIssuedDuringPeriodValueNewIssues,246933000.000
UnrealizedGainLossOnDerivatives,-184000.000
WeightedAverageNumberOfDilutedSharesOutstanding,103108000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,103013000.000
WeightedAverageNumberOfSharesOutstandingBasic,103013000.000
