,2017-03-31,2017-06-30
AmortizationOfAboveAndBelowMarketLeases,-434000.000,
AmortizationOfBelowMarketLease,447000.000,447000.000
AmortizationOfFinancingCosts,721000.000,
BusinessCombinationAcquisitionRelatedCosts,21000.000,6000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,67664000.000,
CostOfRevenue,17909000.000,18038000.000
Depreciation,3705000.000,
DepreciationAndAmortization,3935000.000,4063000.000
Dividends,3798000.000,
EarningsPerShareBasicAndDiluted,-0.030,-0.040
GainLossOnDerivativeInstrumentsNetPretax,-137000.000,
GeneralAndAdministrativeExpense,2196000.000,2588000.000
IncomeTaxExpenseBenefit,0.000,
IncreaseDecreaseInAccountsAndOtherReceivables,869000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1485000.000,
IncreaseDecreaseInOtherOperatingLiabilities,364000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-4305000.000,
IncreaseDecreaseInRestrictedCash,5434000.000,
IncreaseDecreaseInSecurityDeposits,132000.000,
InterestExpense,8652000.000,8931000.000
InterestPaid,8441000.000,
NetCashProvidedByUsedInFinancingActivities,78475000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,78475000.000,
NetCashProvidedByUsedInInvestingActivities,-11962000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-11962000.000,
NetCashProvidedByUsedInOperatingActivities,1151000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1151000.000,
NetIncomeLossAttributableToNoncontrollingInterest,-833000.000,-965000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-469000.000,-650000.000
OperatingIncomeLoss,7354000.000,7320000.000
OperatingLeasesIncomeStatementLeaseRevenue,23508000.000,23550000.000
PaymentsOfFinancingCosts,135000.000,
PaymentsToAcquireBusinessesGross,8860000.000,
PaymentsToAcquireRealEstate,3102000.000,6037000.000
PreferredStockDividendRatePercentage,0.125,
PreferredStockDividendsAndOtherAdjustments,4000.000,4000.000
ProfitLoss,-1298000.000,-1611000.000
RealEstateRevenueNet,25263000.000,25358000.000
RealEstateTaxesAndInsurance,4652000.000,4817000.000
RecognitionOfDeferredRevenue,-77000.000,
RepaymentsOfNotesPayable,245000.000,
ShareBasedCompensation,595000.000,
StockIssuedDuringPeriodValueNewIssues,78855000.000,
TenantReimbursements,1044000.000,1017000.000
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,-43000.000,-62000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,0.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,14644000.000,17813000.000
