,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-533000.000,,,,-756000.000,,,,-256000.000,,,,-293000.000,,,,-667000.000,,,,-1066000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,71000.000,160000.000,130000.000,119000.000,449000.000,190000.000,298000.000,116000.000,248000.000,135000.000,26000.000,524000.000,91000.000
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,-283000.000,-151000.000,,-1155000.000,-445000.000,-828000.000,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,1381000.000,2250000.000,,840000.000,175000.000,294000.000,643000.000,408000.000,187000.000,157000.000,175000.000,214000.000,9000.000,17000.000,298000.000,117000.000,23000.000,160000.000,1707000.000,366000.000
AllowanceForLoanAndLeaseLossesWriteoffsNet,,,,,,,,,,,,27000.000,27000.000,,-235000.000,-181000.000,-281000.000,182000.000,-131000.000,-112000.000,134000.000,1183000.000,275000.000
AmortizationOfIntangibleAssets,,,123000.000,,,,118000.000,,,,115000.000,,,,189000.000,,277000.000,,392000.000,392000.000,392000.000,392000.000,345000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,279000.000,,,720000.000,,288000.000,,,,,,180000.000,364000.000,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,-272000.000,,,670000.000,,241000.000,,,,,,,17000.000,,,6000.000
BankOwnedLifeInsuranceIncome,419000.000,426000.000,429000.000,429000.000,434000.000,428000.000,416000.000,410000.000,414000.000,414000.000,398000.000,397000.000,401000.000,404000.000,400000.000,396000.000,429000.000,472000.000,449000.000,440000.000,428000.000,430000.000,422000.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,439000.000,688000.000,,,,,,
