,2011-04-30,2012-04-30,2013-04-30,2014-04-30,2015-04-30,2016-04-30,2017-04-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,14000000.000
AdjustmentsToAdditionalPaidInCapitalStockSplit,,,,,,,0.000
AdvertisingExpense,366000000.000,395000000.000,408000000.000,436000000.000,437000000.000,417000000.000,383000000.000
AmortizationOfIntangibleAssets,5000000.000,3000000.000,0.000,0.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,350000.000,291000.000,398000.000,309000.000,361000.000,453000.000,1716000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,335000000.000,-229000000.000,-134000000.000,233000000.000,-67000000.000,-107000000.000,-81000000.000
CommonStockDividendsPerShareCashPaid,,1.340,4.980,1.090,1.210,1.310,0.705
ComprehensiveIncomeNetOfTax,617000000.000,414000000.000,610000000.000,682000000.000,572000000.000,1017000000.000,629000000.000
CostOfGoodsSold,862000000.000,928000000.000,894000000.000,913000000.000,951000000.000,945000000.000,973000000.000
CurrentFederalTaxExpenseBenefit,171000000.000,160000000.000,197000000.000,243000000.000,259000000.000,347000000.000,226000000.000
CurrentForeignTaxExpenseBenefit,41000000.000,24000000.000,41000000.000,49000000.000,42000000.000,47000000.000,40000000.000
CurrentIncomeTaxExpenseBenefit,230000000.000,194000000.000,248000000.000,293000000.000,312000000.000,412000000.000,274000000.000
CurrentStateAndLocalTaxExpenseBenefit,18000000.000,10000000.000,10000000.000,1000000.000,11000000.000,18000000.000,8000000.000
DeferredFederalIncomeTaxExpenseBenefit,46000000.000,48000000.000,23000000.000,3000000.000,15000000.000,24000000.000,-1000000.000
DeferredForeignIncomeTaxExpenseBenefit,-1000000.000,,1000000.000,-6000000.000,-11000000.000,-17000000.000,-9000000.000
DeferredIncomeTaxExpenseBenefit,27000000.000,53000000.000,26000000.000,-5000000.000,6000000.000,10000000.000,-10000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-18000000.000,5000000.000,2000000.000,-2000000.000,2000000.000,3000000.000,0.000
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnAccumulatedPostretirementBenefitObligation,,7000000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointDecreaseOnServiceAndInterestCostComponents,,1000000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnAccumulatedPostretirementBenefitObligation,,8000000.000,,,,,
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,1000000.000,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsDebtSecurities,,0.350,,,,,
DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstate,,0.080,,,,,
DefinedBenefitPlanTargetPlanAssetAllocations,,,1.000,1.000,1.000,,
DefinedBenefitPlanUltimateHealthCareCostTrendRate,0.050,0.050,,,,,
DefinedContributionPlanCostRecognized,,,9000000.000,10000000.000,10000000.000,11000000.000,11000000.000
DepreciationAndAmortization,56000000.000,49000000.000,51000000.000,50000000.000,51000000.000,56000000.000,58000000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,38000000.000,,0.000,,,485000000.000,0.000
DividendsCommonStockCash,,,,,,,274000000.000
EarningsPerShareBasic,3.920,3.590,2.770,3.080,3.230,5.260,1.720
EarningsPerShareDiluted,3.900,3.560,2.750,3.060,3.210,5.220,1.710
EffectOfExchangeRateOnCashAndCashEquivalents,11000000.000,-15000000.000,2000000.000,-1000000.000,-19000000.000,-4000000.000,-13000000.000
EffectiveIncomeTaxRateContinuingOperations,0.310,0.325,0.317,0.305,0.317,0.283,0.283
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationDeductionsOther,,,0.000,,,,
EffectiveIncomeTaxRateReconciliationDeductionsQualifiedProductionActivities,-0.022,-0.022,0.021,0.028,0.025,0.024,0.024
EffectiveIncomeTaxRateReconciliationDispositionOfBusiness,,,,,,-0.011,0.000
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.004,-0.012,-0.014,-0.022,-0.005,-0.025,-0.017
