,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,100000.000,,,,,,,,,
AccountsPayableCurrent,2001000.000,2661000.000,6908000.000,6788000.000,7878000.000,7416000.000,9500000.000,10304000.000,9155000.000,13711000.000
AccountsReceivableNetCurrent,28718000.000,37713000.000,47336000.000,58080000.000,60934000.000,62922000.000,74692000.000,80410000.000,87334000.000,94144000.000
AccruedIncomeTaxes,,,,,2527000.000,,,,244000.000,
AccruedLiabilitiesCurrent,10411000.000,10641000.000,17983000.000,20476000.000,21653000.000,19889000.000,23097000.000,21302000.000,26742000.000,24865000.000
AccruedLiabilitiesCurrentAndNoncurrent,10411000.000,,,,,,,,,
AccruedProfessionalFeesCurrent,317000.000,,,,479000.000,,,,915000.000,
AccruedSalariesCurrent,6536000.000,,,,10090000.000,,,,13501000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,8014000.000,9218000.000,10605000.000,12061000.000,14641000.000,18217000.000,22090000.000,25763000.000,30187000.000,35343000.000
AdditionalPaidInCapitalCommonStock,88238000.000,89871000.000,92995000.000,120438000.000,121923000.000,124819000.000,142387000.000,144876000.000,145963000.000,148323000.000
AllowanceForDoubtfulAccountsReceivable,8468000.000,8600000.000,9785000.000,13589000.000,16877000.000,18464000.000,21369000.000,24523000.000,28128000.000,34035000.000
Assets,145952000.000,188983000.000,210265000.000,290911000.000,316049000.000,314995000.000,362200000.000,380342000.000,383884000.000,396622000.000
AssetsCurrent,79922000.000,99585000.000,97666000.000,76724000.000,86524000.000,81832000.000,85688000.000,96919000.000,96479000.000,104921000.000
CapitalLeaseObligations,1200000.000,,,,,,,,1742000.000,
CashAndCashEquivalentsAtCarryingValue,48540000.000,59186000.000,45021000.000,10764000.000,18750000.000,13237000.000,7269000.000,13276000.000,3964000.000,5880000.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,106728.000,,,,106728.000,,,,,
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000,70000000.000
CommonStockSharesIssued,,21780874.000,21816054.000,21374374.000,22813809.000,22969135.000,23696224.000,23706294.000,23673907.000,24076469.000
CommonStockSharesOutstanding,,21780874.000,21816054.000,22407311.000,22813809.000,22813809.000,23696224.000,23706294.000,22813809.000,24076469.000
CommonStockValue,,21000.000,21000.000,22000.000,23000.000,23000.000,23000.000,23000.000,24000.000,24000.000
DebtAndCapitalLeaseObligations,26667000.000,74428000.000,74326000.000,120371000.000,143946000.000,143088000.000,167523000.000,189426000.000,189106000.000,198421000.000
DebtInstrumentCarryingAmount,28793000.000,,,,147090000.000,,,,191492000.000,
DebtInstrumentUnamortizedDiscount,55000.000,,,,,,,,,
DeferredIncomeTaxLiabilities,2865000.000,,,,6078000.000,,,,6056000.000,
DeferredTaxAssetsLiabilitiesNet,-265000.000,,,,,,,,598000.000,
DeferredTaxAssetsNet,2600000.000,,,,4883000.000,,,,6654000.000,
DeferredTaxAssetsNetCurrent,1214000.000,609000.000,844000.000,2380000.000,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,598000.000,1316000.000
DeferredTaxAssetsOperatingLossCarryforwards,2476000.000,,,,1060000.000,,,,1462000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,700000.000,,,,600000.000,,,,600000.000,
DeferredTaxAssetsOther,109000.000,,,,903000.000,,,,363000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,329000.000,,,,178000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,613000.000,,,,1642000.000,,,,2628000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,478000.000,,,,310000.000,,,,542000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,58000.000,,,,,,,,213000.000,
DeferredTaxAssetsValuationAllowance,656000.000,,,,615000.000,,,,623000.000,
DeferredTaxLiabilities,,,,,1195000.000,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,2435000.000,,,,5368000.000,
DeferredTaxLiabilitiesNoncurrent,1479000.000,749000.000,303000.000,1942000.000,1195000.000,1195000.000,1050000.000,,,
DeferredTaxLiabilitiesOther,,,,,607000.000,,,,479000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,2387000.000,,,,3036000.000,,,,209000.000,
DerivativeFairValueOfDerivativeLiability,431000.000,653000.000,546000.000,683000.000,464000.000,639000.000,654000.000,513000.000,284000.000,200000.000
DueFromRelatedPartiesNoncurrent,0.000,,,,,,,,,
DueToRelatedPartiesCurrent,1787000.000,1640000.000,1542000.000,1195000.000,1195000.000,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,1974000.000,1640000.000,1542000.000,1195000.000,1195000.000,,,,,
DueToRelatedPartiesNoncurrent,187000.000,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,3200000.000,,,,,,,,,
FairValueAssumptionsExercisePrice,0.640,0.640,0.640,0.640,0.640,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,1275000.000,1411000.000,1581000.000,1888000.000,2211000.000,2545000.000,2903000.000,3350000.000,3753000.000,4156000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,788000.000,,,,3714000.000,,,,3564000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,547000.000,,,,1335000.000,,,,1527000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,295000.000,,,,1042000.000,,,,1267000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,295000.000,,,,1046000.000,,,,1318000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,463000.000,,,,1082000.000,,,,1322000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,547000.000,,,,1251000.000,,,,1358000.000,
FiniteLivedIntangibleAssetsGross,4210000.000,4510000.000,5591000.000,11350000.000,11681000.000,11681000.000,12693000.000,14109000.000,14109000.000,14109000.000
FiniteLivedIntangibleAssetsNet,2935000.000,,,,9470000.000,,,,10356000.000,
Goodwill,12702000.000,22990000.000,24962000.000,103132000.000,108722000.000,108722000.000,134847000.000,134674000.000,134396000.000,134396000.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,0.000,,,,0.000,,,,0.000,
IntangibleAssetsNetExcludingGoodwill,2935000.000,3099000.000,4010000.000,9462000.000,9470000.000,9136000.000,9790000.000,10759000.000,10356000.000,9953000.000
InterestRateDerivativeLiabilitiesAtFairValue,400000.000,700000.000,500000.000,700000.000,500000.000,600000.000,700000.000,500000.000,300000.000,200000.000
Liabilities,42963000.000,90771000.000,103813000.000,155271000.000,179561000.000,175880000.000,205675000.000,225339000.000,229096000.000,241118000.000
LiabilitiesAndStockholdersEquity,145952000.000,188983000.000,210265000.000,290911000.000,316049000.000,314995000.000,362200000.000,380342000.000,383884000.000,396622000.000
LiabilitiesCurrent,16769000.000,17742000.000,30118000.000,32120000.000,34337000.000,31397000.000,37299000.000,40223000.000,45342000.000,49541000.000
LitigationReserve,,,1500000.000,2200000.000,,,,,,
LongTermDebt,28641000.000,,,,165686000.000,,,,225516000.000,1547000.000
LongTermDebtAndCapitalLeaseObligations,24097000.000,71628000.000,70641000.000,116710000.000,140335000.000,138996000.000,162821000.000,180809000.000,179661000.000,187456000.000
LongTermDebtCurrent,2570000.000,2800000.000,3685000.000,3661000.000,3611000.000,4092000.000,4702000.000,8617000.000,9445000.000,10965000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,25000000.000,,,,25000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,4409000.000,,,,5225000.000,,,,10149000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,11150000.000,,,,90125000.000,,,,25000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,8047000.000,,,,11266000.000,,,,96000000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,2905000.000,,,,9572000.000,,,,19002000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,2282000.000,,,,5902000.000,,,,16341000.000,
LongTermDebtNoncurrent,24097000.000,71628000.000,70641000.000,116710000.000,140335000.000,138996000.000,162821000.000,180809000.000,179661000.000,187456000.000
MinorityInterest,-2333000.000,-2933000.000,-3372000.000,-4080000.000,-5166000.000,-6021000.000,-7051000.000,-8537000.000,-10318000.000,-11359000.000
OperatingLeasesFutureMinimumPaymentsDue,1606000.000,,,,31414000.000,,,,41607000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,788000.000,,,,5595000.000,,,,6518000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,2953000.000,,,,4331000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,24000.000,,,,3035000.000,,,,4652000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,191000.000,,,,3189000.000,,,,5127000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,603000.000,,,,4249000.000,,,,5562000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,12393000.000,,,,15417000.000,
OtherAssetsNoncurrent,1197000.000,1853000.000,1431000.000,4566000.000,1609000.000,3333000.000,3252000.000,1819000.000,748000.000,626000.000
OtherLiabilities,3400000.000,,,,6270000.000,,,,8470000.000,
OtherLiabilitiesNoncurrent,431000.000,652000.000,2751000.000,4499000.000,3694000.000,4292000.000,4505000.000,4307000.000,4093000.000,4121000.000
PrepaidExpenseAndOtherAssetsCurrent,1450000.000,2077000.000,4465000.000,5500000.000,6840000.000,5673000.000,3727000.000,3233000.000,5181000.000,4897000.000
PropertyPlantAndEquipmentGross,57210000.000,70674000.000,92801000.000,109088000.000,124365000.000,130189000.000,150713000.000,161934000.000,171494000.000,180753000.000
PropertyPlantAndEquipmentNet,49196000.000,61456000.000,82196000.000,97027000.000,109724000.000,111972000.000,128623000.000,136171000.000,141307000.000,145410000.000
RedeemableNoncontrollingInterestEquityPreferredCarryingAmount,7848000.000,,,,,,,,,
RestructuringReserve,13000.000,,,,,,,,,
RetainedEarningsAccumulatedDeficit,9215000.000,11253000.000,16808000.000,19260000.000,19708000.000,20294000.000,21166000.000,18641000.000,19119000.000,18516000.000
SharePrice,1.360,1.360,1.360,1.360,1.360,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedNumberOfShares,196882.000,518667.000,478958.000,445668.000,820529.000,816143.000,,,522175.000,791134.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,18.530,26.880,26.230,26.120,24.990,23.810,,,23.220,15.520
SharesIssued,19090.000,,,,,,,,,
SharesIssuedPricePerShare,5.240,,,,,,,,,
StockholdersEquity,,101145000.000,109824000.000,139720000.000,141654000.000,145136000.000,163576000.000,163540000.000,165106000.000,166863000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,95141000.000,98212000.000,106452000.000,135640000.000,136488000.000,139115000.000,156525000.000,155003000.000,154788000.000,155504000.000
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,7848000.000,,,,,,,,,
UnamortizedDebtIssuanceExpense,,,,,,,,,2386000.000,2533000.000
UnrecognizedTaxBenefits,100000.000,,,,100000.000,,,,0.000,
VariableInterestEntityConsolidatedCarryingAmountAssets,17617000.000,,,,,,,,,
VariableInterestEntityConsolidatedCarryingAmountLiabilities,17617000.000,,,,,,,,,
