,2011-11-30,2012-02-29,2012-05-31
AssetImpairmentCharges,233202.000,0.000,10000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2494.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,0.000
GeneralAndAdministrativeExpense,7610.000,9223.000,9180.000
IncomeTaxesPaidNet,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,5951.000,,
InterestExpense,-4599.000,-4606.000,-5150.000
InterestPaid,0.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,,
NetCashProvidedByUsedInFinancingActivities,4700.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,4700.000,,
NetCashProvidedByUsedInInvestingActivities,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,
NetCashProvidedByUsedInOperatingActivities,-7194.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7194.000,,
NetIncomeLoss,-247411.000,,
NonoperatingIncomeExpense,-4599.000,-4606.000,-5150.000
OperatingExpenses,242812.000,27463.000,30550.000
PaymentsToAcquireMineralRights,0.000,,
ProceedsFromIssuanceOfCommonStock,0.000,,
ProfessionalFees,2000.000,18240.000,11370.000
ProfitLoss,-247411.000,-32069.000,-35700.000
RepaymentsOfDebt,0.000,,
Revenues,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000
