,2011-06-30,2011-09-30,2012-03-31
AdjustmentForAmortization,,,13723.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-67648.000
ComprehensiveIncomeNetOfTax,72270.000,-888952.000,-991664.000
CostOfGoodsAndServicesSold,3585184.000,3430280.000,1886962.000
Depreciation,,,283819.000
DividendsPreferredStock,150000.000,150000.000,150000.000
EarningsPerShareBasic,-0.080,-0.360,-0.280
EarningsPerShareDiluted,-0.080,-0.360,-0.280
EffectOfExchangeRateOnCashAndCashEquivalents,,,253.000
GeneralAndAdministrativeExpense,831606.000,734379.000,713468.000
GrossProfit,745132.000,280702.000,-170821.000
IncomeLossFromContinuingOperations,-86474.000,-453677.000,-884289.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-129634.000,-1176498.000,-981399.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-839744.000
IncreaseDecreaseInAccountsReceivable,,,0.000
IncreaseDecreaseInAccruedTaxesPayable,,,197919.000
IncreaseDecreaseInCustomerAdvances,,,575782.000
IncreaseDecreaseInIncomeTaxesReceivable,,,0.000
IncreaseDecreaseInInventories,,,-1062684.000
IncreaseDecreaseInNotesReceivableCurrent,,,0.000
IncreaseDecreaseInOtherOperatingLiabilities,,,9737.000
IncreaseDecreaseInOtherReceivables,,,49630.000
IncreaseDecreaseInPrepaidExpense,,,42540.000
InterestExpense,66225.000,728433.000,99090.000
InterestPaid,,,79930.000
InvestmentIncomeInterest,18846.000,6714.000,3042.000
NetCashProvidedByUsedInFinancingActivities,,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000
NetCashProvidedByUsedInInvestingActivities,,,-313111.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-313111.000
NetCashProvidedByUsedInOperatingActivities,,,245210.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,245210.000
NetIncomeLoss,-129634.000,-1176498.000,-981399.000
NetIncomeLossAvailableToCommonStockholdersBasic,-279634.000,-1326498.000,-1131399.000
NonoperatingIncomeExpense,-43160.000,-722821.000,-97110.000
OperatingExpenses,831606.000,734379.000,713468.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,201904.000,287546.000,-10265.000
OtherNonoperatingExpense,,,2660.000
OtherNonoperatingIncome,,,1598.000
OtherNonoperatingIncomeExpense,4219.000,-1102.000,
PreferredStockAccretionOfRedemptionDiscount,,,0.000
PropertyPlantAndEquipmentTransfersAndChanges,,,0.000
ProvisionForDoubtfulAccounts,,,14859.000
RepaymentsOfRelatedPartyDebt,,,0.000
SalesRevenueGoodsNet,4330316.000,3710982.000,1716141.000
StockIssuedDuringPeriodValueStockDividend,,,150000.000
TemporaryEquityIssuePeriodIncreaseOrDecrease,0.000,0.000,
WeightedAverageNumberOfDilutedSharesOutstanding,3566439.000,3654167.000,4014738.000
WeightedAverageNumberOfSharesOutstandingBasic,3566439.000,3654167.000,4014738.000
