,2016-12-31
AllocatedShareBasedCompensationExpense,244000000.000
AmortizationOfDebtDiscountPremium,-256000000.000
AmortizationOfIntangibleAssets,1900000000.000
AssetImpairmentCharges,0.000
BusinessAcquisitionsProFormaNetIncomeLoss,1890000000.000
BusinessAcquisitionsProFormaRevenue,40023000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1319000000.000
ComprehensiveIncomeNetOfTax,1462000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,1000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1463000000.000
CostsAndExpenses,25395000000.000
CurrentFederalTaxExpenseBenefit,0.000
CurrentIncomeTaxExpenseBenefit,-3000000.000
CurrentStateAndLocalTaxExpenseBenefit,-3000000.000
DeferredFederalIncomeTaxExpenseBenefit,0.000
DeferredIncomeTaxExpenseBenefit,6000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,6000000.000
DefinedBenefitPlanActualReturnOnPlanAssets,162000000.000
DefinedBenefitPlanActuarialGainLoss,-149000000.000
DefinedBenefitPlanAmortizationOfGainsLosses,195000000.000
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostDiscountRate,0.037
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,0.065
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostRateOfCompensationIncrease,0.000
DefinedBenefitPlanBenefitsPaid,98000000.000
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsBenefitObligation,4009000000.000
DefinedBenefitPlanBusinessCombinationsAndAcquisitionsPlanAssets,2877000000.000
DefinedBenefitPlanContributionsByEmployer,5000000.000
DefinedBenefitPlanCurtailments,675000000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,116000000.000
DefinedBenefitPlanInterestCost,87000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,-813000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,675000000.000
DefinedBenefitPlanServiceCost,86000000.000
Depreciation,5000000000.000
DepreciationAmortizationAndAccretionNet,6902000000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
ForeignCurrencyTransactionGainLossRealized,279000000.000
GainLossOnDispositionOfAssets1,3000000.000
GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments,-179000000.000
GainLossOnInterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstruments,8000000.000
GainsLossesOnExtinguishmentOfDebt,-111000000.000
GoodwillPeriodIncreaseDecrease,28300000000.000
ImpairmentOfLongLivedAssetsHeldForUse,0.000
