,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,4725.000,2100.000,3327.000,1130.000,,
AdditionalPaidInCapital,2812.000,7318.000,17130.000,21730.000,21730.000,21730.000,21730.000
CashEquivalentsAtCarryingValue,,,,,,,0.000
CommonStockDiscountOnShares,350.000,350.000,350.000,350.000,350.000,350.000,350.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,3500000.000,3500000.000,3500000.000,3500000.000,3500000.000,3500000.000,3500000.000
CommonStockSharesOutstanding,3500000.000,3500000.000,3500000.000,3500000.000,3500000.000,3500000.000,3500000.000
CommonStockValue,350.000,350.000,350.000,350.000,350.000,350.000,350.000
DeferredTaxAssetsGross,,5124.000,,,,-14786.000,
DeferredTaxAssetsOperatingLossCarryforwards,,5124.000,,,,-14786.000,
DeferredTaxAssetsValuationAllowance,,5124.000,,,,-14786.000,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,5427.000,13026.000,26855.000
EquityMethodInvestmentOwnershipPercentage,1.000,1.000,1.000,1.000,1.000,1.000,1.000
Liabilities,,4725.000,2100.000,3327.000,6557.000,13026.000,26855.000
OperatingLossCarryforwards,,,,,,14786.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,,,,0.000
PreferredStockSharesOutstanding,,,,,,,0.000
RetainedEarningsAccumulatedDeficit,-2812.000,-12043.000,-19230.000,-25057.000,-28287.000,-34756.000,-48585.000
StockholdersEquity,,-4725.000,-2100.000,-3327.000,-6557.000,-13026.000,-26855.000
