,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,839000.000,,,,421000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,4351000.000,,,,2420000.000
AllocatedShareBasedCompensationExpense,4400000.000,25700000.000,2600000.000,2800000.000,2400000.000
AmortizationOfFinancingCostsAndDiscounts,4143000.000,,,,2009000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2900000.000,3000000.000,,
CapitalLeasesIncomeStatementInterestExpense,,58300000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-42717000.000,,,,-35850000.000
CasinoExpenses,267133000.000,266659000.000,288389000.000,313770000.000,313239000.000
CasinoRevenue,520841000.000,505698000.000,530097000.000,571390000.000,574169000.000
ComprehensiveIncomeNetOfTax,41026000.000,-488924000.000,-486000.000,-9108000.000,17217000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-8000.000,-7000.000,-9000.000,-13000.000,-9000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,41018000.000,-488931000.000,-495000.000,-9121000.000,17208000.000
CostsAndExpenses,474341000.000,1000060000.000,497893000.000,552886000.000,528963000.000
DeferredIncomeTaxesAndTaxCredits,4990000.000,,,,-2291000.000
DepreciationAndAmortization,,,54354000.000,,56018000.000
DepreciationDepletionAndAmortization,54096000.000,,,,56018000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,100000.000,300000.000,,,
EarningsPerShareBasic,0.670,-8.040,-0.010,-0.410,0.310
EarningsPerShareDiluted,0.650,-8.040,-0.010,-0.390,0.280
EffectiveIncomeTaxRateContinuingOperations,0.109,0.067,1.177,-1.295,-0.018
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,,,,0.350
FoodAndBeverageCostOfSales,29910000.000,28182000.000,31175000.000,31524000.000,31414000.000
FoodAndBeverageRevenue,31995000.000,29746000.000,32160000.000,33026000.000,33255000.000
GainLossOnDispositionOfAssets,-2716000.000,,,,
GainLossOnDispositionOfAssets1,,-4200000.000,-6200000.000,,-358000.000
GainsLossesOnExtinguishmentOfDebt,,,0.000,,
GeneralAndAdministrativeExpense,104862000.000,127006000.000,108999000.000,113923000.000,112615000.000
GoodwillImpairedAdjustmentToInitialEstimateAmount,,,-11600000.000,,
GoodwillImpairmentLoss,,332900000.000,-11600000.000,,
