,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,417.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,100.000,1020.000,3100.000,4034.000,3180.000,3100.000,3200.000,3180.000,3400.000,7200.000,3200.000,3200.000,9223.000
AdditionalPaidInCapital,10000.000,31560.000,59000.000,59000.000,59000.000,59000.000,59000.000,59000.000,59000.000,59000.000,59000.000,59000.000,59000.000,59000.000,59000.000,-22000.000
Assets,8327.000,26875.000,38503.000,13598.000,9773.000,1047.000,126.000,0.000,3166.000,222.000,312.000,482.000,533.000,356.000,540.000,22245.000
AssetsCurrent,8327.000,26875.000,38503.000,13598.000,9773.000,1047.000,126.000,,3166.000,222.000,312.000,482.000,533.000,356.000,540.000,22245.000
CashAndCashEquivalentsAtCarryingValue,7972.000,26638.000,38385.000,13598.000,9396.000,796.000,,,2869.000,24.000,213.000,482.000,217.000,145.000,434.000,22020.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,1125000000.000
CommonStockSharesIssued,5000000.000,5440000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,90000000.000
CommonStockSharesOutstanding,,5440000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,6000000.000,90000000.000
CommonStockValue,5000.000,5440.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,90000.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,,0.000,0.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,,,,31326.000,38779.000
DeferredTaxAssetsGross,,,,18026.000,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,0.000,0.000,0.000,0.000,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,0.000,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,51502.000,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,,,,,,,,5447.000,,,,
DeferredTaxAssetsValuationAllowance,,,,-18026.000,,,,,,,,-5447.000,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,7090.000,10125.000,26497.000,51502.000,56247.000,67053.000,70408.000,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,,,1500.000,5760.000,13956.000,13956.000,16906.000,21586.000,22008.000,29658.000,32608.000,711.000
LiabilitiesAndStockholdersEquity,8327.000,26875.000,38503.000,13598.000,9773.000,1047.000,126.000,0.000,3166.000,222.000,312.000,482.000,533.000,356.000,540.000,22245.000
LiabilitiesCurrent,417.000,,,100.000,1020.000,3100.000,5534.000,8940.000,17056.000,17156.000,20086.000,24986.000,29208.000,32858.000,35808.000,65042.000
LoansAndLeasesReceivableRelatedParties,,,,,,,,,,,,,,,,32608.000
LoansPayable,,,,,,,,,,,,,,,,22500.000
OperatingLossCarryforwards,555.000,,,50947.000,,,,,,,,,,,,
PrepaidExpenseCurrent,,,,,,,,,,,,,,,,225.000
PrepaidRent,355.000,237.000,118.000,,377.000,251.000,126.000,,297.000,198.000,99.000,,316.000,211.000,106.000,
RetainedEarningsAccumulatedDeficit,,,,,,,,-73940.000,-78890.000,-81934.000,-84774.000,-89504.000,-93675.000,-97502.000,-100268.000,-110797.000
SaleOfStockPricePerShare,,0.050,,,,,,,,,,,,,,
SharesIssued,,,,,,,,,,,,,,,,-42797.000
StockholdersEquity,7910.000,26875.000,38503.000,13498.000,8753.000,-2053.000,-5408.000,-8940.000,-13890.000,-16934.000,-19774.000,-24504.000,-28675.000,-32502.000,-35268.000,-42797.000
