,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,,0.000,0.000,0.000,0.000
AccountsReceivableNet,,,,0.000,
AccountsReceivableNetCurrent,,0.000,0.000,,
AccruedLiabilitiesCurrent,5559.000,10908.000,11953.000,22012.000,16283.000
AdditionalPaidInCapital,63515.000,73366.000,73366.000,84164.000,116162.000
Assets,2845.000,8381.000,1041.000,1339.000,12460.000
AssetsCurrent,2845.000,8381.000,1041.000,1339.000,12460.000
Cash,2845.000,8381.000,,1339.000,2393.000
CashAndCashEquivalentsAtCarryingValue,,8381.000,1041.000,1339.000,2393.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,99000000.000,99000000.000,99000000.000,99000000.000,99000000.000
CommonStockSharesIssued,2558000.000,2656611.000,2656611.000,2764691.000,4372641.000
CommonStockSharesOutstanding,2558000.000,2656611.000,2656611.000,2764691.000,4372641.000
CommonStockSharesSubscribedButUnissuedValue,,0.000,0.000,0.000,0.000
CommonStockValue,256.000,266.000,266.000,276.000,437.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,40943.000
DeferredTaxAssetsValuationAllowance,,,,,0.000
DueFromRelatedPartiesCurrent,,,,0.000,
DueToRelatedPartiesCurrent,,,,0.000,0.000
Liabilities,5559.000,10908.000,11953.000,22012.000,16283.000
LiabilitiesAndStockholdersEquity,2845.000,8381.000,1041.000,1339.000,12460.000
LiabilitiesCurrent,5559.000,10908.000,11953.000,22012.000,16283.000
MinorityInterest,0.000,0.000,0.000,0.000,0.000
NotesReceivableNet,,,,,10000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,1000000.000,10000000.000,10000000.000,1000000.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-66485.000,-76159.000,-84544.000,-105113.000,-120422.000
StockholdersEquity,-2714.000,-2527.000,-10912.000,-20673.000,-3823.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2714.000,-2527.000,-10912.000,-20673.000,-3823.000
ValuationAllowanceAmount,,,,,-40943.000
