,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AdjustmentForAmortization,,,,,,242000.000,241000.000,,,
AmortizationOfIntangibleAssets,,,,,,,,,402000.000,402000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2336000.000,4544000.000,,6557000.000,6807000.000,6938000.000,-16470000.000,6721000.000,6861000.000
AssetImpairmentCharges,,,,,,360000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,20362000.000,,,,24893000.000,,,,-25300000.000,
ComprehensiveIncomeNetOfTax,,,,,-10689000.000,-49597000.000,-19783000.000,-23155000.000,-25467000.000,-30395000.000
CostOfRevenue,54671000.000,45604000.000,39317000.000,34260000.000,32323000.000,25816000.000,26499000.000,23831000.000,16132000.000,16891000.000
DeferredIncomeTaxExpenseBenefit,-3509000.000,,,,,,,,,
DepreciationDepletionAndAmortization,2974000.000,,,,3935000.000,,,,3346000.000,
EarningsPerShareBasic,0.280,0.190,0.100,-0.070,-0.230,-1.070,-0.420,-0.500,-0.540,-0.650
EarningsPerShareDiluted,0.270,0.180,0.090,-0.040,-0.230,-1.070,-0.420,-0.500,-0.540,-0.650
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,-0.004,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,,,,0.350,
EntityWideRevenueMajorCustomerPercentage,,,,,,0.100,0.100,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1424000.000,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,1424000.000,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,304000.000,258000.000,,281000.000,,,,,
FiniteLivedIntangibleAssetsUsefulLifeMaximum,,,,,5.000,,,,,
FiniteLivedIntangibleAssetsUsefulLifeMinimum,,,,,3.000,,,,,
FutureAmortizationExpenseYearFive,,,,,299000.000,,,,,
FutureAmortizationExpenseYearFour,,,,,855000.000,,,,,
FutureAmortizationExpenseYearOne,,,,,1100000.000,,,,,
FutureAmortizationExpenseYearThree,,,,,1900000.000,,,,,
FutureAmortizationExpenseYearTwo,,,,,1800000.000,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-34000.000,,,,-4000.000,,,,-7000.000,
GainLossRelatedToLitigationSettlement,,,,,,15000000.000,187500.000,,,
GeneralAndAdministrativeExpense,7409000.000,7905000.000,7332000.000,7917000.000,9214000.000,13315000.000,12751000.000,11816000.000,12102000.000,16096000.000
GrossProfit,40273000.000,36847000.000,33212000.000,23875000.000,18092000.000,14889000.000,15554000.000,11304000.000,5893000.000,6563000.000
IncomeLossFromContinuingOperations,,9694000.000,4844000.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,725000.000,639000.000,,,,,,385000.000,290000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,15151000.000,9992000.000,5530000.000,-5368000.000,-13650000.000,-37119000.000,-20429000.000,-23169000.000,-25375000.000,-30516000.000
IncomeLossFromContinuingOperationsPerBasicShare,,0.190,0.100,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,0.180,0.090,,,,,,,
IncomeTaxExpenseBenefit,1003000.000,298000.000,686000.000,-1782000.000,-2961000.000,12478000.000,-646000.000,-14000.000,92000.000,-121000.000
IncomeTaxHolidayAggregateDollarAmount,,1900000.000,1035000.000,,,,,,,
IncomeTaxHolidayIncomeTaxBenefitsPerShare,,0.040,0.020,,,,,,,
IncreaseDecreaseInAccountsPayable,-15066000.000,,,,-1373000.000,,,,1557000.000,
IncreaseDecreaseInAccountsReceivable,-6726000.000,,,,-9012000.000,,,,-6104000.000,
IncreaseDecreaseInAccruedLiabilities,936000.000,,,,1027000.000,,,,2038000.000,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,3033000.000,,,,27000.000,
IncreaseDecreaseInIncomeTaxes,,,,,2526000.000,,,,61000.000,
IncreaseDecreaseInInventories,-7299000.000,,,,-21176000.000,,,,330000.000,
IncreaseDecreaseInOtherOperatingAssets,529000.000,,,,150000.000,,,,-1236000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,1157000.000,596000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,3691000.000,,,,522000.000,,,,-15184000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3691000.000,,,,522000.000,,,,-15184000.000,
NetCashProvidedByUsedInInvestingActivities,-2187000.000,,,,-1820000.000,,,,-1454000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2187000.000,,,,-1820000.000,,,,-1454000.000,
NetCashProvidedByUsedInOperatingActivities,18858000.000,,,,26191000.000,,,,-8662000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,18858000.000,,,,26191000.000,,,,-8662000.000,
NetIncomeLoss,14148000.000,9694000.000,4844000.000,-3586000.000,-10689000.000,-49597000.000,-19783000.000,-23155000.000,-25467000.000,-30395000.000
NonoperatingIncomeExpense,-47000.000,90000.000,6000.000,58000.000,231000.000,,985000.000,,41000.000,-26000.000
OperatingExpenses,25075000.000,26945000.000,27688000.000,29301000.000,31973000.000,37666000.000,36968000.000,35294000.000,31309000.000,37053000.000
OperatingIncomeLoss,15198000.000,9902000.000,5524000.000,-5426000.000,-13881000.000,-22777000.000,-21414000.000,-23990000.000,-25416000.000,-30490000.000
OtherNonoperatingIncomeExpense,,,,,,-14342000.000,,,,
PaymentsForLegalSettlements,,,,,,,,,15188000.000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,1000.000,
PaymentsToAcquirePropertyPlantAndEquipment,2200000.000,,,,1820000.000,,,,1454000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,13000.000,,,,,,,,,
ProceedsFromStockOptionsExercised,2267000.000,,,,522000.000,,,,5000.000,
ProvisionForDoubtfulAccounts,258000.000,,,,84000.000,,,,-515000.000,
ResearchAndDevelopmentExpense,12000000.000,12987000.000,14521000.000,15148000.000,16103000.000,17471000.000,16911000.000,16132000.000,12653000.000,13535000.000
RestructuringCharges,,,0.000,,,,,,,
Revenues,94944000.000,82451000.000,72529000.000,58135000.000,50415000.000,40705000.000,42053000.000,35135000.000,22025000.000,23454000.000
