,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,611878.000,1415301.000,1380994.000,1233031.000,1275744.000,1485705.000
AmortizationOfDebtDiscountPremium,,22534.000,,,,12365.000
AmortizationOfFinancingCosts,,21016.000,,,,27102.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5717476.000,,,,6597243.000
CapitalExpendituresIncurredButNotYetPaid,,5000.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-10247006.000,,,,-10808258.000
ComprehensiveIncomeNetOfTax,,-9170410.000,-9376129.000,-10759262.000,-9515197.000,-12170220.000
DefinedContributionPlanCostRecognized,,,,,,121620.000
Depreciation,,15300.000,,,,42306.000
FairValueAdjustmentOfWarrants,1433502.000,0.000,0.000,0.000,0.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,0.000,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,0.000,,,,0.000
GeneralAndAdministrativeExpense,1976888.000,3685597.000,3288889.000,3552289.000,4159992.000,4201842.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-10130050.000,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-7.080,-0.320,-0.330,-0.370,-0.320,-0.420
IncomeTaxExpenseBenefit,0.000,,,,,
IncreaseDecreaseInAccountsPayable,,842864.000,,,,-943416.000
IncreaseDecreaseInAccruedLiabilities,,-2381078.000,,,,303255.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-151571.000,,,,-255055.000
InterestExpense,213021.000,180864.000,161310.000,375089.000,486411.000,475141.000
InterestPaid,,133047.000,,,,343125.000
InvestmentIncomeNonoperating,1333.000,42814.000,49376.000,56082.000,64027.000,96259.000
NetCashProvidedByUsedInFinancingActivities,,-1095772.000,,,,54705.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-1095772.000,,,,54705.000
NetCashProvidedByUsedInInvestingActivities,,-77287.000,,,,-89284.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-77287.000,,,,-89284.000
NetCashProvidedByUsedInOperatingActivities,,-9073947.000,,,,-10773679.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-9073947.000,,,,-10773679.000
NetIncomeLoss,-10130050.000,-9170410.000,-9376129.000,-10759262.000,-9515197.000,-12170220.000
NetIncomeLossAvailableToCommonStockholdersBasic,-11957618.000,-9170410.000,-9376129.000,-10759262.000,-9515197.000,
OperatingExpenses,8484860.000,9032360.000,9264195.000,10276792.000,10938799.000,11791338.000
OperatingIncomeLoss,-8484860.000,-9032360.000,-9264195.000,-10276792.000,-10938799.000,-11791338.000
OperatingLeasesRentExpenseNet,58271.000,58109.000,56050.000,82163.000,148019.000,148060.000
OtherNonoperatingExpense,,,,163463.000,,
PaidInKindInterest,,8955.000,,,,92549.000
PaymentsOfStockIssuanceCosts,,549178.000,,,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,,77287.000,,,,89284.000
ProceedsFromIssuanceOfSecuredDebt,,0.000,,,,
ProceedsFromStockOptionsExercised,,546.000,,,,50960.000
ProceedsFromWarrantExercises,,,,,,3745.000
RepaymentsOfSecuredDebt,,547140.000,,,,0.000
ResearchAndDevelopmentExpense,6507972.000,5346763.000,5975306.000,6724503.000,6778807.000,7589496.000
ShareBasedCompensation,,1415301.000,,,,1485705.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.000,0.000,0.000,0.000,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.798,0.798,0.718,0.718,-1.462,0.894
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.016,0.014,0.013,0.012,-0.025,0.019
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,7.510,4.970,5.810,6.780,-12.170,6.670
TemporaryEquityDividendsAdjustment,1827568.000,0.000,0.000,0.000,0.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,0.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1688475.000,28812907.000,28828449.000,28896941.000,-57674081.000,28998616.000
