,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayable,,,,,,,,0.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,336629.000,399728.000,406463.000,440921.000,537580.000
AccountsPayableOtherCurrent,,,,,,,,,,,,,355910.000,,327934.000,,,,,
AccountsReceivableNet,,,,,,,,,52748.000,239568.000,101401.000,95054.000,6295.000,,56945.000,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,46772.000,128341.000,125059.000,118300.000,120753.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,,-33742.000,-35070.000,-35953.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,6316.000,1511.000,3026.000,,-102380.000,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,-50977.000,-51218.000,-90525.000,-36971.000,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,7408.000,,36246.000,114776.000,105130.000,73745.000,91766.000,-36871.000
AdditionalPaidInCapital,,,,,,,30251.000,30251.000,778511.000,1638511.000,1638514.000,1638511.000,1638511.000,,1638511.000,1651700.000,1651700.000,1651700.000,1651700.000,1651700.000
Assets,7210.000,7213.000,7213.000,7214.000,,100.000,5100.000,732.000,851847.000,1311841.000,2363802.000,1166484.000,1244713.000,,1717080.000,2023953.000,1455954.000,1393521.000,238014.000,252601.000
AssetsCurrent,7210.000,7213.000,7213.000,7214.000,,100.000,5100.000,732.000,720118.000,1183333.000,2230042.000,1038915.000,1120784.000,,1596186.000,1910530.000,1350634.000,1288803.000,136574.000,147243.000
AssetsNoncurrent,,,,,,,,,,,,,,,120894.000,113423.000,105320.000,104718.000,101440.000,105358.000
Cash,,,,,,,,100.000,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,7210.000,7215.000,7213.000,7214.000,,100.000,100.000,,106908.000,16689.000,780406.000,34281.000,213247.000,,43140.000,196519.000,78301.000,16925.000,10383.000,14188.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,,,,,,,,,,43140.000,,,,,
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,208675.000,,,,,,
CommonStockIncludingAdditionalPaidInCapital,31215.000,32715.000,32715.000,32715.000,41485.000,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,60000000.000,,,,,60000000.000,60000000.000,,,,,,1990000000.000,1990000000.000,1990000000.000,1990000000.000,1990000000.000,1990000000.000,1990000000.000,1990000000.000
CommonStockSharesIssued,1230000.000,1230000.000,1230000.000,1230000.000,1234236.000,1234236.000,1234236.000,,,,,,121336800.000,176711800.000,121336800.000,121507050.000,121507050.000,121507050.000,121336800.000,121507050.000
CommonStockSharesOutstanding,1230000.000,1230000.000,1230000.000,1230000.000,1234236.000,1234236.000,1234236.000,,,,,,121336800.000,121336800.000,121336800.000,121507050.000,121507050.000,121507050.000,121336800.000,121507050.000
CommonStockValue,,1227.000,1227.000,1229.000,,31485.000,1234.000,,,,,,,,,176882.000,176882.000,176882.000,176882.000,176882.000
CommonStockValueOutstanding,,,,,,,,1234.000,156712.000,176712.000,176712.000,176712.000,176712.000,,176712.000,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,,5000.000,,,
CustomerAdvancesAndProgressPaymentsForLongTermContractsOrPrograms,,,,,,,,,,,,,,,1307220.000,,,,,
DeferredTaxAssetsNet,,,,,,0.000,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,34286.000,,,,,,,,,,,,,,
DeferredTaxAssetsOtherTaxCarryforwards,,,,,,0.000,,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,-34286.000,,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,,,,,,,,,,,,,,,,,,-7001.000
DerivativeInstrumentsAndHedgesLiabilities,,,,,,,,,,,,,,,,,7001.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,,,,-68612.000,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,440817.000,,800617.000,,,,,
DueToRelatedPartiesCurrent,,,,,,2901.000,13779.000,,,,,,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,,2901.000,13779.000,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,-30033.000,-33283.000,-33719.000,,,,,,,,
