,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2014-03-31,2014-06-30
AllocatedShareBasedCompensationExpense,,,,,,,0.000,
AmortizationOfDebtDiscountPremium,,,133544.000,,199283.000,,122242.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,317.000,,-15681.000,,3092.000,
CostOfGoodsSold,119797.000,46950.000,37572.000,10713.000,9577.000,747.000,,
DebtConversionConvertedInstrumentAmount1,,,,,-439836.000,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,-439836.000,
DepreciationAndAmortization,21475.000,21475.000,-4840.000,5476.000,2519.000,782.000,,
DepreciationDepletionAndAmortization,,,-4840.000,,2519.000,,,
EarningsPerShareBasicAndDiluted,0.000,-0.030,0.000,-0.030,-0.090,-0.010,-0.000,-0.000
GainLossOnSaleOfOtherAssets,,,,,4500.000,-3500.000,,
GainsLossesOnExtinguishmentOfDebt,116000.000,390875.000,-620780.000,-276128.000,,,,
GeneralAndAdministrativeExpense,814612.000,506712.000,526680.000,204447.000,67973.000,74343.000,58013.000,189212.000
GrossProfit,54859.000,13049.000,27629.000,9973.000,6793.000,-10946.000,1105.000,50000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-1956836.000,-862969.000,-1264605.000,-317951.000,-388963.000
IncreaseDecreaseInAccountsPayable,,,-116055.000,,4471.000,,,
IncreaseDecreaseInAccountsReceivable,,,6429.000,,-13372.000,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,254014.000,,,,,
IncreaseDecreaseInInterestPayableNet,,,194788.000,,165966.000,,138801.000,
IncreaseDecreaseInInventories,,,1927.000,,-25588.000,,,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,,0.000,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,-923.000,,,
InterestExpenseDebt,-307988.000,-348257.000,345831.000,1460690.000,365249.000,-345390.000,-261043.000,-249751.000
InterestExpenseOther,1153800.000,0.000,0.000,,,,,
InterestPaid,,,7500.000,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,18000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,459500.000,,26000.000,,45000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,459500.000,,26000.000,,45000.000,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,4100.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,4100.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-459183.000,,-45781.000,,-41908.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-459183.000,,-45781.000,,-41908.000,
NetIncomeLoss,,,,,-862969.000,-1264605.000,-317951.000,-397963.000
NetIncomeLossAttributableToNonredeemableNoncontrollingInterest,,,,,,,,9000.000
NonoperatingIncomeExpense,-729812.000,739132.000,-966611.000,-1956836.000,-765815.000,1178534.000,261043.000,249751.000
OperatingExpenses,1646193.000,664881.000,657076.000,229991.000,103947.000,75125.000,58013.000,189212.000
OperatingIncomeLoss,-1591334.000,-651832.000,-629447.000,-220018.000,-97154.000,-86071.000,-56908.000,-139212.000
OtherNoncashExpense,,,45000.000,,,,15000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000,,4100.000,,,
ProceedsFromNotesPayable,,,519500.000,,26000.000,,45000.000,
ProfitLoss,-861522.000,-1390964.000,-1596058.000,-1956836.000,,,,
RepaymentsOfNotesPayable,,,60000.000,,,,,
SalesRevenueGoodsNet,174656.000,59999.000,65201.000,20686.000,16370.000,-10199.000,1105.000,50000.000
SellingAndMarketingExpense,810106.000,136694.000,135236.000,20068.000,33455.000,,,
StockIssuedDuringPeriodSharesOther,,,0.000,,,,,
StockIssuedDuringPeriodSharesShareBasedCompensationForfeited,,,0.000,,,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,-439836.000,,-635000.000,
StockIssuedDuringPeriodValueOther,,,-479956.000,,427390.000,,171783.000,
StockIssuedDuringPeriodValueShareBasedCompensation,,,18000.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,76765949.000,9823989.000,189712481.000,1446338298.000,3388631759.000
