,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,169112.000,,,,438751.000,,,,211717.000,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,270906.000,,,,212368.000,,,,214237.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,143190.000,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,25740.000,,,,
AmortizationOfFinancingCosts,,,,,,,25038.000,,,,25740.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1876741.000,,,,6556506.000,,,,5035735.000,,,,3287265.000
ComprehensiveIncomeNetOfTax,,,,,,,-3930063.000,-4729656.000,-5212709.000,-6509572.000,-4635410.000,-2875988.000,-1653333.000,-3394868.000,-3256312.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,-117669.000,-189277.000,-242244.000,-277810.000,-174883.000,-107546.000,-47042.000,-71376.000,-50791.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,-4918933.000,-5454953.000,,-4810293.000,-2983534.000,-1700375.000,-3466244.000,-3307103.000
ConversionOfStockSharesIssued1,,1696683.000,,,,,,,,,,,,,
Depreciation,,,2170.000,18898.000,22952.000,22875.000,25612.000,28325.000,30436.000,31627.000,32361.000,,,,33113.000
DividendsPreferredStock,,361668.000,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.920,-0.480,-0.360,-0.440,-0.460,-0.570,-0.570,-0.560,-0.620,-0.780,-0.500,-0.170,-0.080,0.040,-0.120
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,3117.000,,,,-82501.000,,,,-67431.000
EquityFairValueAdjustment,,,,,,,,,,,2522754.000,,,,
