,2011-09-30
Assets,221.000
AssetsCurrent,221.000
Cash,221.000
CashAndCashEquivalentsAtCarryingValue,221.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,1500000.000
CommonStockSharesOutstanding,1500000.000
CommonStockValue,150.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-70802.000
InterestPayableCurrent,10178.000
Liabilities,70873.000
LiabilitiesAndStockholdersEquity,221.000
LiabilitiesCurrent,70873.000
NotesPayableRelatedPartiesCurrent,60695.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
StockholdersEquity,-70652.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-70652.000
